Year,UNIT_MEASURE,Value
2010,M_TNG,3715.6
2011,M_TNG,4493.3
2012,M_TNG,6146.6
2013,M_TNG,7347.6
2014,M_TNG,7362.5
2015,M_TNG,6842.6
2016,M_TNG,8149.6
2017,M_TNG,8045.2
2018,M_TNG,8566.2
