Year,UNIT_MEASURE,Value
2010,UNITS,158
2011,UNITS,158
2012,UNITS,158
2013,UNITS,158
2014,UNITS,158
2015,UNITS,158
2016,UNITS,158
2017,UNITS,158
2018,UNITS,158
2019,UNITS,158
