Year,UNIT_MEASURE,Value
2010,PT,210.0
2011,PT,21.0
2012,PT,23.9
2013,PT,26.5
2014,PT,27.7
2015,PT,25.9
2016,PT,23.9
2017,PT,25.8
2018,PT,267.0
2019,PT,339.0
