Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2017,PT,_L_BI_GBT,0.025136793132666
2017,PT,_L_BI_ITFOT,2.2540294008270103
2017,PT,_L_BI_ET,0.4820866659776195
2017,PT,_L_BI_GOVT,0.0879676891252182
2018,PT,,13.4
2018,PT,_L_BI_CIT,2.8974801987727234
2018,PT,_L_BI_IIT,1.4394788698445034
2018,PT,_L_BI_SST,1.061941118008234
2018,PT,_L_BI_PT,0.4816782596705393
2018,PT,_L_BI_LT,0.0289749300476978
2018,PT,_L_BI_VT,0.1153639146304789
2018,PT,_L_BI_CLT,0.0017789335610972
2018,PT,_L_BI_VAT,3.4928091700104797
2018,PT,_L_BI_RRT,0.8475687919457615
2018,PT,_L_BI_RFT,0.0508608580206448
2018,PT,_L_BI_GBT,0.0495578325605358
2018,PT,_L_BI_ITFOT,2.442730956520576
2018,PT,_L_BI_ET,0.5354400695874856
2018,PT,_L_BI_GOVT,0.09
2019,PT,,13.4
2019,PT,_L_BI_CIT,2.9
2019,PT,_L_BI_IIT,1.3
2019,PT,_L_BI_SST,1.0
2019,PT,_L_BI_PT,0.4
2019,PT,_L_BI_LT,0.0
2019,PT,_L_BI_VT,0.1
2019,PT,_L_BI_CLT,0.0
2019,PT,_L_BI_VAT,3.9
2019,PT,_L_BI_RRT,0.8
2019,PT,_L_BI_RFT,0.0
2019,PT,_L_BI_GBT,0.0
2019,PT,_L_BI_ITFOT,2.3
2019,PT,_L_BI_ET,0.5
2019,PT,_L_BI_GOVT,0.1
