Year,UNIT_MEASURE,Value
2010,PER_1000_UNINFECTED_POP,0.12
2011,PER_1000_UNINFECTED_POP,0.12
2012,PER_1000_UNINFECTED_POP,0.12
2013,PER_1000_UNINFECTED_POP,0.12
2014,PER_1000_UNINFECTED_POP,0.13
2015,PER_1000_UNINFECTED_POP,0.14
2016,PER_1000_UNINFECTED_POP,0.16
2017,PER_1000_UNINFECTED_POP,0.16
2018,PER_1000_UNINFECTED_POP,0.17
2019,PER_1000_UNINFECTED_POP,0.19
