Year,UNIT_MEASURE,SERIES,REF_AREA,Value
2011,TH_TNG,техногенного характера,KZALM,367400.0
2011,TH_TNG,техногенного характера,KZATY,0.0
2011,TH_TNG,техногенного характера,KZZAP,274747.85
2011,TH_TNG,техногенного характера,KZZHA,0.0
2011,TH_TNG,техногенного характера,KZKAR,255073.5
2011,TH_TNG,техногенного характера,KZKUS,0.0
2011,TH_TNG,техногенного характера,KZKZY,0.0
2011,TH_TNG,техногенного характера,KZMAN,0.0
2011,TH_TNG,техногенного характера,KZPAV,0.0
2011,TH_TNG,техногенного характера,KZSEV,0.0
2011,TH_TNG,техногенного характера,KZYUZ,0.0
2011,TH_TNG,техногенного характера,KZVOS,51900.0
2011,TH_TNG,техногенного характера,KZNS,0.0
2011,TH_TNG,техногенного характера,KZALA,0.0
2011,TH_TNG,техногенного характера,KZSHY,0.0
2012,TH_TNG,природного характера,,1238491.2
2012,TH_TNG,природного характера,KZAKM,7579.2
2012,TH_TNG,природного характера,KZAKT,2000.0
2012,TH_TNG,природного характера,KZALM,867.0
2012,TH_TNG,природного характера,KZATY,0.0
2012,TH_TNG,природного характера,KZZAP,0.0
2012,TH_TNG,природного характера,KZZHA,55.5
2012,TH_TNG,природного характера,KZKAR,74.0
2012,TH_TNG,природного характера,KZKUS,20400.0
2012,TH_TNG,природного характера,KZKZY,9700.0
2012,TH_TNG,природного характера,KZMAN,34652.9
2012,TH_TNG,природного характера,KZPAV,76462.6
2012,TH_TNG,природного характера,KZSEV,0.0
2012,TH_TNG,природного характера,KZYUZ,977400.0
2012,TH_TNG,природного характера,KZVOS,109300.0
2012,TH_TNG,природного характера,KZNS,0.0
2012,TH_TNG,природного характера,KZALA,0.0
2012,TH_TNG,природного характера,KZSHY,0.0
2012,TH_TNG,техногенного характера,,1484323.57
2012,TH_TNG,техногенного характера,KZAKM,57044.3
2012,TH_TNG,техногенного характера,KZAKT,0.0
2012,TH_TNG,техногенного характера,KZALM,970900.0
2012,TH_TNG,техногенного характера,KZATY,0.0
2012,TH_TNG,техногенного характера,KZZAP,407495.27
2012,TH_TNG,техногенного характера,KZZHA,0.0
2012,TH_TNG,техногенного характера,KZKAR,14384.0
2012,TH_TNG,техногенного характера,KZKUS,0.0
2012,TH_TNG,техногенного характера,KZKZY,21500.0
2012,TH_TNG,техногенного характера,KZMAN,0.0
2012,TH_TNG,техногенного характера,KZPAV,0.0
2012,TH_TNG,техногенного характера,KZSEV,0.0
2012,TH_TNG,техногенного характера,KZYUZ,0.0
2012,TH_TNG,техногенного характера,KZVOS,13000.0
2012,TH_TNG,техногенного характера,KZNS,0.0
2012,TH_TNG,техногенного характера,KZALA,0.0
2012,TH_TNG,техногенного характера,KZSHY,0.0
2013,TH_TNG,природного характера,,385119.9
2013,TH_TNG,природного характера,KZAKM,56392.5
2013,TH_TNG,природного характера,KZAKT,2000.0
2013,TH_TNG,природного характера,KZALM,1363.0
2013,TH_TNG,природного характера,KZATY,0.0
2013,TH_TNG,природного характера,KZZAP,0.0
2013,TH_TNG,природного характера,KZZHA,59.3
2013,TH_TNG,природного характера,KZKAR,3500.0
2013,TH_TNG,природного характера,KZKUS,36800.0
2013,TH_TNG,природного характера,KZKZY,93800.0
2013,TH_TNG,природного характера,KZMAN,0.0
2013,TH_TNG,природного характера,KZPAV,138605.1
2013,TH_TNG,природного характера,KZSEV,0.0
2013,TH_TNG,природного характера,KZYUZ,0.0
2013,TH_TNG,природного характера,KZVOS,52600.0
2013,TH_TNG,природного характера,KZNS,0.0
2013,TH_TNG,природного характера,KZALA,0.0
2013,TH_TNG,природного характера,KZSHY,0.0
2013,TH_TNG,техногенного характера,,1238029.8
2013,TH_TNG,техногенного характера,KZAKM,25791.0
2013,TH_TNG,техногенного характера,KZAKT,0.0
2013,TH_TNG,техногенного характера,KZALM,927600.0
2013,TH_TNG,техногенного характера,KZATY,0.0
2013,TH_TNG,техногенного характера,KZZAP,274838.8
2013,TH_TNG,техногенного характера,KZZHA,0.0
2013,TH_TNG,техногенного характера,KZKAR,0.0
2013,TH_TNG,техногенного характера,KZKUS,0.0
2013,TH_TNG,техногенного характера,KZKZY,7600.0
2013,TH_TNG,техногенного характера,KZMAN,0.0
2013,TH_TNG,техногенного характера,KZPAV,0.0
2013,TH_TNG,техногенного характера,KZSEV,0.0
2013,TH_TNG,техногенного характера,KZYUZ,0.0
2013,TH_TNG,техногенного характера,KZVOS,2200.0
2013,TH_TNG,техногенного характера,KZNS,0.0
2013,TH_TNG,техногенного характера,KZALA,0.0
2013,TH_TNG,техногенного характера,KZSHY,0.0
2014,TH_TNG,природного характера,,759078.1
2014,TH_TNG,природного характера,KZAKM,34045.1
2014,TH_TNG,природного характера,KZAKT,5000.0
2014,TH_TNG,природного характера,KZALM,6.0
2014,TH_TNG,природного характера,KZATY,50686.2
2014,TH_TNG,природного характера,KZZAP,64357.8
2014,TH_TNG,природного характера,KZZHA,1.7
2014,TH_TNG,природного характера,KZKAR,473901.0
2014,TH_TNG,природного характера,KZKUS,1200.0
2014,TH_TNG,природного характера,KZKZY,30886.0
2014,TH_TNG,природного характера,KZMAN,0.0
2014,TH_TNG,природного характера,KZPAV,41893.1
2014,TH_TNG,природного характера,KZSEV,0.0
2014,TH_TNG,природного характера,KZYUZ,0.0
2014,TH_TNG,природного характера,KZVOS,56600.0
2014,TH_TNG,природного характера,KZNS,0.0
2014,TH_TNG,природного характера,KZALA,0.0
2014,TH_TNG,природного характера,KZSHY,501.2
2014,TH_TNG,техногенного характера,,927084.0
2014,TH_TNG,техногенного характера,KZAKM,0.0
2014,TH_TNG,техногенного характера,KZAKT,0.0
2014,TH_TNG,техногенного характера,KZALM,180100.0
2014,TH_TNG,техногенного характера,KZATY,17274.4
2014,TH_TNG,техногенного характера,KZZAP,0.0
2014,TH_TNG,техногенного характера,KZZHA,121.6
2014,TH_TNG,техногенного характера,KZKAR,12828.0
2014,TH_TNG,техногенного характера,KZKUS,0.0
2014,TH_TNG,техногенного характера,KZKZY,0.0
2014,TH_TNG,техногенного характера,KZMAN,59980.0
2014,TH_TNG,техногенного характера,KZPAV,0.0
2014,TH_TNG,техногенного характера,KZSEV,118800.0
2014,TH_TNG,техногенного характера,KZYUZ,0.0
2014,TH_TNG,техногенного характера,KZVOS,14300.0
2014,TH_TNG,техногенного характера,KZNS,0.0
2014,TH_TNG,техногенного характера,KZALA,125613.0
2014,TH_TNG,техногенного характера,KZSHY,398067.0
2015,TH_TNG,природного характера,,4330016.016000001
2015,TH_TNG,природного характера,KZAKM,14285.0
2015,TH_TNG,природного характера,KZAKT,0.0
2015,TH_TNG,природного характера,KZALM,124.0
2015,TH_TNG,природного характера,KZATY,103683.7
2015,TH_TNG,природного характера,KZZAP,103906.816
2015,TH_TNG,природного характера,KZZHA,2.1
2015,TH_TNG,природного характера,KZKAR,3765011.0
2015,TH_TNG,природного характера,KZKUS,0.0
2015,TH_TNG,природного характера,KZKZY,35182.0
2015,TH_TNG,природного характера,KZMAN,10332.2
2015,TH_TNG,природного характера,KZPAV,71709.1
2015,TH_TNG,природного характера,KZSEV,0.1
2015,TH_TNG,природного характера,KZYUZ,0.0
2015,TH_TNG,природного характера,KZVOS,220900.0
2015,TH_TNG,природного характера,KZNS,4855.0
2015,TH_TNG,природного характера,KZALA,0.0
2015,TH_TNG,природного характера,KZSHY,25.0
2015,TH_TNG,техногенного характера,,766681.0
2015,TH_TNG,техногенного характера,KZAKM,0.0
2015,TH_TNG,техногенного характера,KZAKT,0.0
2015,TH_TNG,техногенного характера,KZALM,130400.0
2015,TH_TNG,техногенного характера,KZATY,114069.8
2015,TH_TNG,техногенного характера,KZZAP,0.0
2015,TH_TNG,техногенного характера,KZZHA,119.2
2015,TH_TNG,техногенного характера,KZKAR,0.0
2015,TH_TNG,техногенного характера,KZKUS,0.0
2015,TH_TNG,техногенного характера,KZKZY,0.0
2015,TH_TNG,техногенного характера,KZMAN,143826.0
2015,TH_TNG,техногенного характера,KZPAV,0.0
2015,TH_TNG,техногенного характера,KZSEV,129600.0
2015,TH_TNG,техногенного характера,KZYUZ,0.0
2015,TH_TNG,техногенного характера,KZVOS,25100.0
2015,TH_TNG,техногенного характера,KZNS,0.0
2015,TH_TNG,техногенного характера,KZALA,40000.0
2015,TH_TNG,техногенного характера,KZSHY,183566.0
2016,TH_TNG,природного характера,,386263.0
2016,TH_TNG,природного характера,KZAKM,41496.0
2016,TH_TNG,природного характера,KZAKT,13704.8
2016,TH_TNG,природного характера,KZALM,1373.0
2016,TH_TNG,природного характера,KZATY,99505.4
2016,TH_TNG,природного характера,KZZAP,0.0
2016,TH_TNG,природного характера,KZZHA,1.3
2016,TH_TNG,природного характера,KZKAR,12260.0
2016,TH_TNG,природного характера,KZKUS,26500.0
2016,TH_TNG,природного характера,KZKZY,62604.0
2016,TH_TNG,природного характера,KZMAN,0.0
2016,TH_TNG,природного характера,KZPAV,38518.5
2016,TH_TNG,природного характера,KZSEV,0.0
2016,TH_TNG,природного характера,KZYUZ,0.0
2016,TH_TNG,природного характера,KZVOS,90300.0
2016,TH_TNG,природного характера,KZNS,0.0
2016,TH_TNG,природного характера,KZALA,0.0
2016,TH_TNG,природного характера,KZSHY,0.0
2016,TH_TNG,техногенного характера,,977323.8
2016,TH_TNG,техногенного характера,KZAKM,0.0
2016,TH_TNG,техногенного характера,KZAKT,134695.5
2016,TH_TNG,техногенного характера,KZALM,173300.0
2016,TH_TNG,техногенного характера,KZATY,145923.4
2016,TH_TNG,техногенного характера,KZZAP,4000.0
2016,TH_TNG,техногенного характера,KZZHA,110.9
2016,TH_TNG,техногенного характера,KZKAR,0.0
2016,TH_TNG,техногенного характера,KZKUS,0.0
2016,TH_TNG,техногенного характера,KZKZY,0.0
2016,TH_TNG,техногенного характера,KZMAN,58310.0
2016,TH_TNG,техногенного характера,KZPAV,0.0
2016,TH_TNG,техногенного характера,KZSEV,103300.0
2016,TH_TNG,техногенного характера,KZYUZ,0.0
2016,TH_TNG,техногенного характера,KZVOS,18900.0
2016,TH_TNG,техногенного характера,KZNS,0.0
2016,TH_TNG,техногенного характера,KZALA,107230.0
2016,TH_TNG,техногенного характера,KZSHY,231554.0
2017,TH_TNG,природного характера,,1409460.9
2017,TH_TNG,природного характера,KZAKM,126663.1
2017,TH_TNG,природного характера,KZAKT,315259.9
2017,TH_TNG,природного характера,KZALM,9453.0
2017,TH_TNG,природного характера,KZATY,4589.4
2017,TH_TNG,природного характера,KZZAP,77420.2
2017,TH_TNG,природного характера,KZZHA,17.9
2017,TH_TNG,природного характера,KZKAR,162781.3
2017,TH_TNG,природного характера,KZKUS,27200.0
2017,TH_TNG,природного характера,KZKZY,72418.0
2017,TH_TNG,природного характера,KZMAN,0.0
2017,TH_TNG,природного характера,KZPAV,503358.1
2017,TH_TNG,природного характера,KZSEV,2600.0
2017,TH_TNG,природного характера,KZYUZ,100.0
2017,TH_TNG,природного характера,KZVOS,107600.0
2017,TH_TNG,природного характера,KZNS,0.0
2017,TH_TNG,природного характера,KZALA,0.0
2017,TH_TNG,природного характера,KZSHY,0.0
2017,TH_TNG,техногенного характера,,8718557.0
2017,TH_TNG,техногенного характера,KZAKM,0.0
2017,TH_TNG,техногенного характера,KZAKT,0.0
2017,TH_TNG,техногенного характера,KZALM,180900.0
2017,TH_TNG,техногенного характера,KZATY,0.0
2017,TH_TNG,техногенного характера,KZZAP,0.0
2017,TH_TNG,техногенного характера,KZZHA,93.3
2017,TH_TNG,техногенного характера,KZKAR,1402.4
2017,TH_TNG,техногенного характера,KZKUS,0.0
2017,TH_TNG,техногенного характера,KZKZY,0.0
2017,TH_TNG,техногенного характера,KZMAN,22205.0
2017,TH_TNG,техногенного характера,KZPAV,0.0
2017,TH_TNG,техногенного характера,KZSEV,87200.0
2017,TH_TNG,техногенного характера,KZYUZ,0.0
2017,TH_TNG,техногенного характера,KZVOS,51500.0
2017,TH_TNG,техногенного характера,KZNS,0.0
2017,TH_TNG,техногенного характера,KZALA,104120.0
2017,TH_TNG,техногенного характера,KZSHY,222435.0
2018,TH_TNG,природного характера,,559557.0
2018,TH_TNG,природного характера,KZAKM,143191.2
2018,TH_TNG,природного характера,KZAKT,34530.4
2018,TH_TNG,природного характера,KZALM,14000.0
2018,TH_TNG,природного характера,KZATY,0.0
2018,TH_TNG,природного характера,KZZAP,0.0
2018,TH_TNG,природного характера,KZZHA,71.7
2018,TH_TNG,природного характера,KZKAR,21981.0
2018,TH_TNG,природного характера,KZKUS,48704.0
2018,TH_TNG,природного характера,KZKZY,60881.0
2018,TH_TNG,природного характера,KZMAN,0.0
2018,TH_TNG,природного характера,KZPAV,47217.7
2018,TH_TNG,природного характера,KZSEV,1500.0
2018,TH_TNG,природного характера,KZYUZ,0.0
2018,TH_TNG,природного характера,KZVOS,187480.0
2018,TH_TNG,природного характера,KZNS,0.0
2018,TH_TNG,природного характера,KZALA,0.0
2018,TH_TNG,природного характера,KZSHY,0.0
2018,TH_TNG,техногенного характера,,1628373.1
2018,TH_TNG,техногенного характера,KZAKM,338700.0
2018,TH_TNG,техногенного характера,KZAKT,5971.0
2018,TH_TNG,техногенного характера,KZALM,87905.0
2018,TH_TNG,техногенного характера,KZATY,154154.3
2018,TH_TNG,техногенного характера,KZZAP,0.0
2018,TH_TNG,техногенного характера,KZZHA,85.5
2018,TH_TNG,техногенного характера,KZKAR,295447.0
2018,TH_TNG,техногенного характера,KZKUS,0.0
2018,TH_TNG,техногенного характера,KZKZY,0.0
2018,TH_TNG,техногенного характера,KZMAN,39400.0
2018,TH_TNG,техногенного характера,KZPAV,75620.3
2018,TH_TNG,техногенного характера,KZSEV,101200.0
2018,TH_TNG,техногенного характера,KZYUZ,0.0
2018,TH_TNG,техногенного характера,KZVOS,0.0
2018,TH_TNG,техногенного характера,KZNS,0.0
2018,TH_TNG,техногенного характера,KZALA,175275.0
2018,TH_TNG,техногенного характера,KZSHY,354615.0
2019,TH_TNG,природного характера,,498089.2
2019,TH_TNG,природного характера,KZAKM,70679.0
2019,TH_TNG,природного характера,KZAKT,699.5
2019,TH_TNG,природного характера,KZALM,487687.0
2019,TH_TNG,природного характера,KZATY,63531.2
2019,TH_TNG,природного характера,KZZAP,13400.0
2019,TH_TNG,природного характера,KZZHA,21.0
2019,TH_TNG,природного характера,KZKAR,119118.3
2019,TH_TNG,природного характера,KZKUS,87600.0
2019,TH_TNG,природного характера,KZKZY,38342.0
2019,TH_TNG,природного характера,KZMAN,0.0
2019,TH_TNG,природного характера,KZPAV,0.0
2019,TH_TNG,природного характера,KZSEV,3300.0
2019,TH_TNG,природного характера,KZYUZ,0.0
2019,TH_TNG,природного характера,KZVOS,101398.2
2019,TH_TNG,природного характера,KZNS,0.0
2019,TH_TNG,природного характера,KZALA,0.02
2019,TH_TNG,природного характера,KZSHY,0.02
2019,TH_TNG,техногенного характера,,37936373.5
2019,TH_TNG,техногенного характера,KZAKM,229033.0
2019,TH_TNG,техногенного характера,KZAKT,10000.0
2019,TH_TNG,техногенного характера,KZALM,62492.0
2019,TH_TNG,техногенного характера,KZATY,63531.2
2019,TH_TNG,техногенного характера,KZZAP,233000.0
2019,TH_TNG,техногенного характера,KZZHA,78.9
2019,TH_TNG,техногенного характера,KZKAR,33670.0
2019,TH_TNG,техногенного характера,KZKUS,40650.0
2019,TH_TNG,техногенного характера,KZKZY,38064.0
2019,TH_TNG,техногенного характера,KZMAN,0.0
2019,TH_TNG,техногенного характера,KZPAV,478779.1
2019,TH_TNG,техногенного характера,KZSEV,69300.0
2019,TH_TNG,техногенного характера,KZYUZ,32814147.0
2019,TH_TNG,техногенного характера,KZVOS,56876.0
2019,TH_TNG,техногенного характера,KZNS,0.0
2019,TH_TNG,техногенного характера,KZALA,3526720.3
2019,TH_TNG,техногенного характера,KZSHY,342524.0
