Year,UNIT_MEASURE,Value
2014,PERSONS,134752.0
2015,PERSONS,159480.0
2016,PERSONS,155870.0
2017,PERSONS,164105.0
2018,PERSONS,166695.0
2019,PERSONS,156114.0
