Year,UNIT_MEASURE,Value
2010,PERSONS,1043
2011,PERSONS,877
2012,PERSONS,769
2013,PERSONS,656
2014,PERSONS,701
2015,PERSONS,768
2016,PERSONS,810
2017,PERSONS,834
2018,PERSONS,877
2019,PERSONS,1146
