Year,UNIT_MEASURE,URBANISATION,REF_AREA,Value
2014,PT,,KZAKM,4.923791368458343
2014,PT,,KZAKT,5.874888869605367
2014,PT,,KZALM,6.3766849427446815
2014,PT,,KZATY,1.6079952956764905
2014,PT,,KZZAP,6.160982797714675
2014,PT,,KZZHA,1.4958423778292935
2014,PT,,KZKAR,4.144392914881816
2014,PT,,KZKUS,12.0955669438465
2014,PT,,KZKZY,0.1952200171129036
2014,PT,,KZMAN,0.013912111523608
2014,PT,,KZYUZ,1.1634771874030996
2014,PT,,KZPAV,0.226485909340926
2014,PT,,KZSEV,5.65215073823357
2014,PT,,KZVOS,5.069475579435725
2014,PT,U,,3.872201601900956
2014,PT,U,KZAKM,8.444712733470634
2014,PT,U,KZAKT,8.60534199776636
2014,PT,U,KZALM,5.451794961307965
2014,PT,U,KZATY,1.789260257937752
2014,PT,U,KZZAP,10.069418614211829
2014,PT,U,KZZHA,1.127731224058266
2014,PT,U,KZKAR,4.402963425791623
2014,PT,U,KZKUS,17.20615323343456
2014,PT,U,KZKZY,0.1963712800088505
2014,PT,U,KZMAN,0.0
2014,PT,U,KZYUZ,0.2547238155082921
2014,PT,U,KZPAV,0.0479607787409407
2014,PT,U,KZSEV,11.490479317137227
2014,PT,U,KZVOS,7.103182613138954
2014,PT,R,,2.783737366296944
2014,PT,R,KZAKM,1.487918888669432
2014,PT,R,KZAKT,0.8809715699080121
2014,PT,R,KZALM,6.6827977126395055
2014,PT,R,KZATY,1.4328629490318834
2014,PT,R,KZZAP,1.739091915836102
2014,PT,R,KZZHA,1.7805060028488096
2014,PT,R,KZKAR,3.015975809867899
2014,PT,R,KZKUS,5.881427135921742
2014,PT,R,KZKZY,0.1942760382806948
2014,PT,R,KZMAN,0.0275649435173888
2014,PT,R,KZYUZ,1.906375138371929
2014,PT,R,KZPAV,0.7057196671673461
2014,PT,R,KZSEV,0.6567520840009653
2014,PT,R,KZVOS,1.6403470147921602
2015,PT,,,3.4012183873910518
2015,PT,,KZAKM,4.904479848802701
2015,PT,,KZAKT,5.827469106228451
2015,PT,,KZALM,6.517071583834859
2015,PT,,KZATY,1.8187710130838093
2015,PT,,KZZAP,6.146280737090474
2015,PT,,KZZHA,1.6089690422589304
2015,PT,,KZKAR,4.146979485435793
2015,PT,,KZKUS,12.101909086683964
2015,PT,,KZKZY,0.1927671311534241
2015,PT,,KZMAN,0.0216621411263305
2015,PT,,KZYUZ,0.8777980027416062
2015,PT,,KZPAV,0.2449368380468555
2015,PT,,KZSEV,5.927788523533204
2015,PT,,KZVOS,5.177975097812227
2015,PT,U,,3.8022343269907135
2015,PT,U,KZAKM,8.437282699703408
2015,PT,U,KZAKT,8.516055948332252
2015,PT,U,KZALM,5.439152026330836
2015,PT,U,KZATY,0.3052387366394035
2015,PT,U,KZZAP,9.98082997663896
2015,PT,U,KZZHA,1.7715411096788691
2015,PT,U,KZKAR,4.389870112249086
2015,PT,U,KZKUS,17.074833628939427
2015,PT,U,KZKZY,0.1930965709493914
2015,PT,U,KZMAN,0.0
2015,PT,U,KZYUZ,0.1563137066069158
2015,PT,U,KZPAV,0.0818873937677053
2015,PT,U,KZSEV,11.930715998881036
2015,PT,U,KZVOS,7.203356958990091
2015,PT,R,,4.752145445199468
2015,PT,R,KZAKM,1.4781732036376274
2015,PT,R,KZAKT,15.678638662286367
2015,PT,R,KZALM,1.163887734238359
2015,PT,R,KZATY,0.9282299046236264
2015,PT,R,KZZAP,11.419186038789991
2015,PT,R,KZZHA,1.0607451795293097
2015,PT,R,KZKAR,18.800867883405168
2015,PT,R,KZKUS,21.15530581264385
2015,PT,R,KZKZY,0.1595386113399745
2015,PT,R,KZMAN,0.0
2015,PT,R,KZYUZ,0.2231180193104905
2015,PT,R,KZPAV,0.6901886838065537
2015,PT,R,KZSEV,0.1723015195699742
2015,PT,R,KZVOS,11.834296705892562
2016,PT,,,3.041477748548792
2016,PT,,KZAKM,4.921908821472576
2016,PT,,KZAKT,5.79742458759472
2016,PT,,KZALM,5.481125430641963
2016,PT,,KZATY,1.7817728239649444
2016,PT,,KZZAP,6.167319184009891
2016,PT,,KZZHA,1.6016048801457492
2016,PT,,KZKAR,4.163638298704571
2016,PT,,KZKUS,12.1569828359244
2016,PT,,KZKZY,0.1912201472801985
2016,PT,,KZMAN,0.0103805458684191
2016,PT,,KZYUZ,0.9666257050454776
2016,PT,,KZPAV,0.0458977651694555
2016,PT,,KZSEV,0.2042319466563537
2016,PT,,KZVOS,4.87781706393486
2016,PT,U,,3.3102176192357926
2016,PT,U,KZAKM,8.470308331760272
2016,PT,U,KZAKT,8.445698236544173
2016,PT,U,KZALM,3.422393750309946
2016,PT,U,KZATY,0.9333138683191792
2016,PT,U,KZZAP,9.904541021249798
2016,PT,U,KZZHA,1.376615720387083
2016,PT,U,KZKAR,4.265826718331805
2016,PT,U,KZKUS,17.02692649714132
2016,PT,U,KZKZY,0.1903170610756934
2016,PT,U,KZMAN,0.0
2016,PT,U,KZYUZ,0.2429571770005331
2016,PT,U,KZPAV,0.001773124311529
2016,PT,U,KZSEV,0.1942296469215056
2016,PT,U,KZVOS,6.929657539757033
2016,PT,R,,2.626450663293304
2016,PT,R,KZAKM,1.483874084656742
2016,PT,R,KZAKT,0.8781366144186153
2016,PT,R,KZALM,6.1767909509845
2016,PT,R,KZATY,2.618617306508312
2016,PT,R,KZZAP,1.8392522034561576
2016,PT,R,KZZHA,1.774966353925295
2016,PT,R,KZKAR,3.708299006422027
2016,PT,R,KZKUS,6.022032583397983
2016,PT,R,KZKZY,0.1919751403398034
2016,PT,R,KZMAN,0.0186915887850467
2016,PT,R,KZYUZ,1.6262897180748364
2016,PT,R,KZPAV,0.1678633567770235
2016,PT,R,KZSEV,0.2133373178435498
2016,PT,R,KZVOS,1.308274442976619
2017,PT,,,2.6269248163889456
2017,PT,,KZAKM,3.2923003508275817
2017,PT,,KZAKT,5.770211096262919
2017,PT,,KZALM,1.8686058505893537
2017,PT,,KZATY,1.7788225301059046
2017,PT,,KZZAP,5.312727190346637
2017,PT,,KZZHA,1.5284358238126348
2017,PT,,KZKAR,4.077720913926477
2017,PT,,KZKUS,12.250728814544727
2017,PT,,KZKZY,0.1900560260902442
2017,PT,,KZMAN,0.0160437166971335
2017,PT,,KZYUZ,1.0315058376864912
2017,PT,,KZPAV,0.1643770895740303
2017,PT,,KZSEV,2.6601191328187794
2017,PT,,KZVOS,4.877011310126623
2017,PT,U,,2.9176441992951263
2017,PT,U,KZAKM,0.0122308317685063
2017,PT,U,KZAKT,7.961108182510397
2017,PT,U,KZALM,0.0423251405373504
2017,PT,U,KZATY,0.8817158227998763
2017,PT,U,KZZAP,8.191247998664512
2017,PT,U,KZZHA,0.4676534388158734
2017,PT,U,KZKAR,4.285329069636038
2017,PT,U,KZKUS,17.025657191549726
2017,PT,U,KZKZY,0.1885339493879285
2017,PT,U,KZMAN,0.0
2017,PT,U,KZYUZ,0.7015189338046356
2017,PT,U,KZPAV,0.0040124743368828
2017,PT,U,KZSEV,5.048589713202181
2017,PT,U,KZVOS,6.980921170703307
2017,PT,R,,2.168463565624306
2017,PT,R,KZAKM,6.460332571277682
2017,PT,R,KZAKT,0.975264582820576
2017,PT,R,KZALM,2.465451052857673
2017,PT,R,KZATY,2.74543197463861
2017,PT,R,KZZAP,1.8947909017600923
2017,PT,R,KZZHA,2.329514246894784
2017,PT,R,KZKAR,3.1440116340507327
2017,PT,R,KZKUS,6.122139334934884
2017,PT,R,KZKZY,0.1913405377636981
2017,PT,R,KZMAN,0.0281618023553507
2017,PT,R,KZYUZ,1.3353115727002969
2017,PT,R,KZPAV,0.6112826374609407
2017,PT,R,KZSEV,0.4277309384945064
2017,PT,R,KZVOS,1.129579478299389
2018,PT,,,2.6117563333170843
2018,PT,,KZAKM,2.880673778696223
2018,PT,,KZAKT,5.739705736506525
2018,PT,,KZALM,2.078971302017338
2018,PT,,KZATY,1.756446284825564
2018,PT,,KZZAP,6.189964024774691
2018,PT,,KZZHA,1.3160701775634946
2018,PT,,KZKAR,4.120433229490408
2018,PT,,KZKUS,12.037603403088474
2018,PT,,KZKZY,0.1886841687960544
2018,PT,,KZMAN,0.0119399563475195
2018,PT,,KZYUZ,2.685202629674067
2018,PT,,KZPAV,0.3156884702466956
2018,PT,,KZSEV,1.1010616684828844
2018,PT,,KZVOS,4.927390061902988
2018,PT,U,,3.055752666361349
2018,PT,U,KZAKM,5.404385758075925
2018,PT,U,KZAKT,7.52041112170982
2018,PT,U,KZALM,0.1882567181809233
2018,PT,U,KZATY,0.8430577194743608
2018,PT,U,KZZAP,9.706100364599598
2018,PT,U,KZZHA,0.0749083019062871
2018,PT,U,KZKAR,4.317929626570213
2018,PT,U,KZKUS,16.576350745259948
2018,PT,U,KZKZY,0.1873136756571368
2018,PT,U,KZMAN,0.0
2018,PT,U,KZYUZ,0.8748788629266717
2018,PT,U,KZPAV,0.0081894492595372
2018,PT,U,KZSEV,5.4028024322997314
2018,PT,U,KZVOS,6.894923191782991
2018,PT,R,,1.8978213372809796
2018,PT,R,KZAKM,0.4617428009151408
2018,PT,R,KZAKT,1.097411102200015
2018,PT,R,KZALM,2.670301981945926
2018,PT,R,KZATY,2.817986971165521
2018,PT,R,KZZAP,1.9338413120607751
2018,PT,R,KZZHA,2.2382420324101284
2018,PT,R,KZKAR,3.2298010556232235
2018,PT,R,KZKUS,6.095316542040438
2018,PT,R,KZKZY,0.1898353160167084
2018,PT,R,KZMAN,0.0205521119350224
2018,PT,R,KZYUZ,7.750536662524008
2018,PT,R,KZPAV,0.6103355973877636
2018,PT,R,KZSEV,0.1082999844196199
2018,PT,R,KZVOS,1.3355704697986577
