Year,UNIT_MEASURE,REF_AREA,Value
2010,PT_PREV_Y,,109.1
2011,PT_PREV_Y,,112.1
2011,PT_PREV_Y,KZAKM,111.5
2011,PT_PREV_Y,KZAKT,107.7
2011,PT_PREV_Y,KZALM,124.8
2011,PT_PREV_Y,KZATY,99.1
2011,PT_PREV_Y,KZZAP,100.0
2011,PT_PREV_Y,KZZHA,127.3
2011,PT_PREV_Y,KZKAR,110.0
2011,PT_PREV_Y,KZKUS,97.2
2011,PT_PREV_Y,KZKZY,100.0
2011,PT_PREV_Y,KZMAN,66.8
2011,PT_PREV_Y,KZONT,121.5
2011,PT_PREV_Y,KZPAV,98.3
2011,PT_PREV_Y,KZSEV,112.9
2011,PT_PREV_Y,KZVOS,120.7
2011,PT_PREV_Y,KZNS,300.9
2011,PT_PREV_Y,KZALA,120.0
2012,PT_PREV_Y,,102.8
2012,PT_PREV_Y,KZAKM,103.7
2012,PT_PREV_Y,KZAKT,100.0
2012,PT_PREV_Y,KZALM,100.0
2012,PT_PREV_Y,KZATY,63.5
2012,PT_PREV_Y,KZZAP,98.0
2012,PT_PREV_Y,KZZHA,94.3
2012,PT_PREV_Y,KZKAR,100.0
2012,PT_PREV_Y,KZKUS,100.0
2012,PT_PREV_Y,KZKZY,132.4
2012,PT_PREV_Y,KZMAN,100.0
2012,PT_PREV_Y,KZONT,104.2
2012,PT_PREV_Y,KZPAV,104.8
2012,PT_PREV_Y,KZSEV,94.5
2012,PT_PREV_Y,KZVOS,120.7
2012,PT_PREV_Y,KZNS,100.0
2012,PT_PREV_Y,KZALA,103.4
2013,PT_PREV_Y,,102.1
2013,PT_PREV_Y,KZAKM,97.6
2013,PT_PREV_Y,KZAKT,101.9
2013,PT_PREV_Y,KZALM,104.5
2013,PT_PREV_Y,KZATY,93.1
2013,PT_PREV_Y,KZZAP,108.3
2013,PT_PREV_Y,KZZHA,139.5
2013,PT_PREV_Y,KZKAR,102.8
2013,PT_PREV_Y,KZKUS,107.9
2013,PT_PREV_Y,KZKZY,151.4
2013,PT_PREV_Y,KZMAN,127.1
2013,PT_PREV_Y,KZONT,88.8
2013,PT_PREV_Y,KZPAV,100.0
2013,PT_PREV_Y,KZSEV,101.6
2013,PT_PREV_Y,KZVOS,105.4
2013,PT_PREV_Y,KZNS,97.8
2013,PT_PREV_Y,KZALA,94.9
2014,PT_PREV_Y,,103.8
2014,PT_PREV_Y,KZAKM,113.2
2014,PT_PREV_Y,KZAKT,93.0
2014,PT_PREV_Y,KZALM,87.1
2014,PT_PREV_Y,KZATY,159.2
2014,PT_PREV_Y,KZZAP,89.2
2014,PT_PREV_Y,KZZHA,116.4
2014,PT_PREV_Y,KZKAR,116.5
2014,PT_PREV_Y,KZKUS,114.1
2014,PT_PREV_Y,KZKZY,87.2
2014,PT_PREV_Y,KZMAN,113.5
2014,PT_PREV_Y,KZONT,69.0
2014,PT_PREV_Y,KZPAV,94.1
2014,PT_PREV_Y,KZSEV,105.2
2014,PT_PREV_Y,KZVOS,100.2
2014,PT_PREV_Y,KZNS,102.1
2014,PT_PREV_Y,KZALA,122.3
2015,PT_PREV_Y,,97.3
2015,PT_PREV_Y,KZAKM,107.8
2015,PT_PREV_Y,KZAKT,99.7
2015,PT_PREV_Y,KZALM,97.2
2015,PT_PREV_Y,KZATY,70.8
2015,PT_PREV_Y,KZZAP,76.4
2015,PT_PREV_Y,KZZHA,89.3
2015,PT_PREV_Y,KZKAR,112.6
2015,PT_PREV_Y,KZKUS,87.8
2015,PT_PREV_Y,KZKZY,107.5
2015,PT_PREV_Y,KZMAN,69.3
2015,PT_PREV_Y,KZONT,128.6
2015,PT_PREV_Y,KZPAV,98.1
2015,PT_PREV_Y,KZSEV,97.6
2015,PT_PREV_Y,KZVOS,89.7
2015,PT_PREV_Y,KZNS,67.3
2015,PT_PREV_Y,KZALA,77.8
2016,PT_PREV_Y,,99.0
2016,PT_PREV_Y,KZAKM,98.4
2016,PT_PREV_Y,KZAKT,101.4
2016,PT_PREV_Y,KZALM,93.7
2016,PT_PREV_Y,KZATY,125.3
2016,PT_PREV_Y,KZZAP,87.3
2016,PT_PREV_Y,KZZHA,90.3
2016,PT_PREV_Y,KZKAR,112.0
2016,PT_PREV_Y,KZKUS,104.4
2016,PT_PREV_Y,KZKZY,90.7
2016,PT_PREV_Y,KZMAN,100.5
2016,PT_PREV_Y,KZONT,107.1
2016,PT_PREV_Y,KZPAV,97.6
2016,PT_PREV_Y,KZSEV,89.1
2016,PT_PREV_Y,KZVOS,95.8
2016,PT_PREV_Y,KZNS,100.5
2016,PT_PREV_Y,KZALA,101.0
2017,PT_PREV_Y,,103.6
2017,PT_PREV_Y,KZAKM,102.0
2017,PT_PREV_Y,KZAKT,108.7
2017,PT_PREV_Y,KZALM,84.8
2017,PT_PREV_Y,KZATY,111.7
2017,PT_PREV_Y,KZZAP,104.8
2017,PT_PREV_Y,KZZHA,78.1
2017,PT_PREV_Y,KZKAR,105.5
2017,PT_PREV_Y,KZKUS,103.2
2017,PT_PREV_Y,KZKZY,111.3
2017,PT_PREV_Y,KZMAN,122.2
2017,PT_PREV_Y,KZONT,101.8
2017,PT_PREV_Y,KZPAV,105.6
2017,PT_PREV_Y,KZSEV,117.5
2017,PT_PREV_Y,KZVOS,105.4
2017,PT_PREV_Y,KZNS,88.4
2017,PT_PREV_Y,KZALA,106.2
2018,PT_PREV_Y,,104.7
2018,PT_PREV_Y,KZAKM,105.7
2018,PT_PREV_Y,KZAKT,108.4
2018,PT_PREV_Y,KZALM,106.9
2018,PT_PREV_Y,KZATY,108.7
2018,PT_PREV_Y,KZZAP,112.1
2018,PT_PREV_Y,KZZHA,105.8
2018,PT_PREV_Y,KZKAR,100.8
2018,PT_PREV_Y,KZKUS,103.2
2018,PT_PREV_Y,KZKZY,98.6
2018,PT_PREV_Y,KZMAN,106.0
2018,PT_PREV_Y,KZPAV,106.1
2018,PT_PREV_Y,KZSEV,91.0
2018,PT_PREV_Y,KZYUZ,108.5
2018,PT_PREV_Y,KZVOS,112.1
2018,PT_PREV_Y,KZNS,107.3
2018,PT_PREV_Y,KZALA,103.9
2018,PT_PREV_Y,KZSHY,116.4
2019,PT_PREV_Y,,105.3
2019,PT_PREV_Y,KZAKM,98.3
2019,PT_PREV_Y,KZAKT,98.5
2019,PT_PREV_Y,KZALM,104.6
2019,PT_PREV_Y,KZATY,107.3
2019,PT_PREV_Y,KZZAP,107.5
2019,PT_PREV_Y,KZZHA,111.0
2019,PT_PREV_Y,KZKAR,98.6
2019,PT_PREV_Y,KZKUS,129.3
2019,PT_PREV_Y,KZKZY,105.5
2019,PT_PREV_Y,KZMAN,87.5
2019,PT_PREV_Y,KZPAV,101.7
2019,PT_PREV_Y,KZSEV,103.0
2019,PT_PREV_Y,KZYUZ,100.9
2019,PT_PREV_Y,KZVOS,108.8
2019,PT_PREV_Y,KZNS,109.9
2019,PT_PREV_Y,KZALA,104.6
2019,PT_PREV_Y,KZSHY,115.5
