Year,UNIT_MEASURE,Value
2010,PT,92.0
2011,PT,9.6
2012,PT,9.9
2013,PT,9.4
2014,PT,8.3
2015,PT,6.7
2016,PT,5.2
2017,PT,4.6
2018,PT,5.0
2019,PT,4.9
