Year,UNIT_MEASURE,Value
2011,PT,5.0
2012,PT,11.0
2013,PT,13.0
2014,PT,5.0
2015,PT,14.0
2016,PT,12.0
2017,PT,11.0
2018,PT,12.0
2019,PT,23.0
