Year,UNIT_MEASURE,URBANISATION,REF_AREA,Value
2017,SQ_METER,U,KZONT,23.2
2017,SQ_METER,U,KZPAV,22.4
2017,SQ_METER,U,KZSEV,21.7
2017,SQ_METER,U,KZVOS,22.2
2017,SQ_METER,U,KZNS,29.8
2017,SQ_METER,U,KZALA,27.1
2017,SQ_METER,R,KZAKM,20.6
2017,SQ_METER,R,KZAKT,16.5
2017,SQ_METER,R,KZALM,18.0
2017,SQ_METER,R,KZATY,19.0
2017,SQ_METER,R,KZZAP,16.6
2017,SQ_METER,R,KZZHA,14.7
2017,SQ_METER,R,KZKAR,20.4
2017,SQ_METER,R,KZKUS,20.9
2017,SQ_METER,R,KZKZY,18.4
2017,SQ_METER,R,KZMAN,23.3
2017,SQ_METER,R,KZONT,17.0
2017,SQ_METER,R,KZPAV,20.9
2017,SQ_METER,R,KZSEV,20.5
2017,SQ_METER,R,KZVOS,17.3
2018,SQ_METER,,,21.9
2018,SQ_METER,U,,24.2
2018,SQ_METER,R,,18.6
2018,SQ_METER,,KZAKM,22.4
2018,SQ_METER,,KZAKT,21.6
2018,SQ_METER,,KZALM,19.1
2018,SQ_METER,,KZATY,22.2
2018,SQ_METER,,KZZAP,21.0
2018,SQ_METER,,KZZHA,16.9
2018,SQ_METER,,KZKAR,23.2
2018,SQ_METER,,KZKUS,21.8
2018,SQ_METER,,KZKZY,20.0
2018,SQ_METER,,KZMAN,24.4
2018,SQ_METER,,KZPAV,22.1
2018,SQ_METER,,KZSEV,21.4
2018,SQ_METER,,KZYUZ,18.2
2018,SQ_METER,,KZVOS,20.5
2018,SQ_METER,,KZNS,30.0
2018,SQ_METER,,KZALA,27.5
2018,SQ_METER,,KZSHY,23.5
2018,SQ_METER,U,KZAKM,24.1
2018,SQ_METER,U,KZAKT,23.3
2018,SQ_METER,U,KZALM,21.6
2018,SQ_METER,U,KZATY,24.4
2018,SQ_METER,U,KZZAP,25.3
2018,SQ_METER,U,KZZHA,19.8
2018,SQ_METER,U,KZKAR,23.9
2018,SQ_METER,U,KZKUS,22.5
2018,SQ_METER,U,KZKZY,21.8
2018,SQ_METER,U,KZMAN,24.5
2018,SQ_METER,U,KZPAV,22.5
2018,SQ_METER,U,KZSEV,21.8
2018,SQ_METER,U,KZYUZ,21.5
2018,SQ_METER,U,KZVOS,22.5
2018,SQ_METER,U,KZNS,30.0
2018,SQ_METER,U,KZALA,27.5
2018,SQ_METER,U,KZSHY,23.5
2018,SQ_METER,R,KZAKM,21.0
2018,SQ_METER,R,KZAKT,17.4
2018,SQ_METER,R,KZALM,18.3
2018,SQ_METER,R,KZATY,19.6
2018,SQ_METER,R,KZZAP,17.0
2018,SQ_METER,R,KZZHA,15.0
2018,SQ_METER,R,KZKAR,20.5
2018,SQ_METER,R,KZKUS,21.0
2018,SQ_METER,R,KZKZY,18.5
2018,SQ_METER,R,KZMAN,24.3
2018,SQ_METER,R,KZPAV,21.2
2018,SQ_METER,R,KZSEV,21.0
2018,SQ_METER,R,KZYUZ,17.3
2018,SQ_METER,R,KZVOS,17.6
2019,SQ_METER,,,22.2
2019,SQ_METER,U,,24.7
2019,SQ_METER,R,,18.9
2019,SQ_METER,,KZAKM,22.7
2019,SQ_METER,,KZAKT,21.9
2019,SQ_METER,,KZALM,19.6
2019,SQ_METER,,KZATY,22.7
2019,SQ_METER,,KZZAP,21.4
2019,SQ_METER,,KZZHA,17.2
2019,SQ_METER,,KZKAR,23.3
2019,SQ_METER,,KZKUS,22.0
2019,SQ_METER,,KZKZY,20.5
2019,SQ_METER,,KZMAN,25.5
2019,SQ_METER,,KZPAV,22.3
2019,SQ_METER,,KZSEV,21.7
2019,SQ_METER,,KZYUZ,18.4
2019,SQ_METER,,KZVOS,20.7
2019,SQ_METER,,KZNS,30.5
2019,SQ_METER,,KZALA,28.0
2019,SQ_METER,,KZSHY,24.1
2019,SQ_METER,U,KZAKM,24.3
2019,SQ_METER,U,KZAKT,23.7
2019,SQ_METER,U,KZALM,22.1
2019,SQ_METER,U,KZATY,24.8
2019,SQ_METER,U,KZZAP,25.8
2019,SQ_METER,U,KZZHA,20.2
2019,SQ_METER,U,KZKAR,24.0
2019,SQ_METER,U,KZKUS,22.7
2019,SQ_METER,U,KZKZY,22.5
2019,SQ_METER,U,KZMAN,25.3
2019,SQ_METER,U,KZPAV,22.6
2019,SQ_METER,U,KZSEV,22.1
2019,SQ_METER,U,KZYUZ,21.7
2019,SQ_METER,U,KZVOS,22.7
2019,SQ_METER,U,KZNS,30.5
2019,SQ_METER,U,KZALA,28.0
2019,SQ_METER,U,KZSHY,24.1
2019,SQ_METER,R,KZAKM,21.4
2019,SQ_METER,R,KZAKT,17.6
2019,SQ_METER,R,KZALM,18.8
2019,SQ_METER,R,KZATY,20.1
2019,SQ_METER,R,KZZAP,17.2
2019,SQ_METER,R,KZZHA,15.2
2019,SQ_METER,R,KZKAR,20.6
2019,SQ_METER,R,KZKUS,21.1
2019,SQ_METER,R,KZKZY,18.8
2019,SQ_METER,R,KZMAN,25.6
2019,SQ_METER,R,KZPAV,21.3
2019,SQ_METER,R,KZSEV,21.3
2019,SQ_METER,R,KZYUZ,17.5
2019,SQ_METER,R,KZVOS,17.8
