Year,UNIT_MEASURE,URBANISATION,REF_AREA,Value
2010,SQ_METER,,,18.4
2010,SQ_METER,U,,20.2
2010,SQ_METER,R,,16.5
2010,SQ_METER,,KZAKM,19.5
2010,SQ_METER,,KZAKT,17.3
2010,SQ_METER,,KZALM,15.7
2010,SQ_METER,,KZATY,16.5
2010,SQ_METER,,KZZAP,17.0
2010,SQ_METER,,KZZHA,15.7
2010,SQ_METER,,KZKAR,21.3
2010,SQ_METER,,KZKUS,19.8
2010,SQ_METER,,KZKZY,17.2
2010,SQ_METER,,KZMAN,16.0
2010,SQ_METER,,KZONT,17.7
2010,SQ_METER,,KZPAV,20.9
2010,SQ_METER,,KZSEV,19.8
2010,SQ_METER,,KZVOS,19.0
2010,SQ_METER,,KZNS,22.5
2010,SQ_METER,,KZALA,20.3
2010,SQ_METER,U,KZAKM,21.1
2010,SQ_METER,U,KZAKT,18.9
2010,SQ_METER,U,KZALM,18.0
2010,SQ_METER,U,KZATY,17.8
2010,SQ_METER,U,KZZAP,19.7
2010,SQ_METER,U,KZZHA,17.5
2010,SQ_METER,U,KZKAR,22.1
2010,SQ_METER,U,KZKUS,20.4
2010,SQ_METER,U,KZKZY,18.0
2010,SQ_METER,U,KZMAN,17.1
2010,SQ_METER,U,KZONT,19.6
2010,SQ_METER,U,KZPAV,22.0
2010,SQ_METER,U,KZSEV,20.9
2010,SQ_METER,U,KZVOS,20.7
2010,SQ_METER,U,KZNS,22.5
2010,SQ_METER,U,KZALA,20.3
2010,SQ_METER,R,KZAKM,18.3
2010,SQ_METER,R,KZAKT,14.8
2010,SQ_METER,R,KZALM,15.0
2010,SQ_METER,R,KZATY,15.1
2010,SQ_METER,R,KZZAP,14.7
2010,SQ_METER,R,KZZHA,14.4
2010,SQ_METER,R,KZKAR,18.8
2010,SQ_METER,R,KZKUS,19.2
2010,SQ_METER,R,KZKZY,16.7
2010,SQ_METER,R,KZMAN,14.0
2010,SQ_METER,R,KZONT,16.6
2010,SQ_METER,R,KZPAV,18.9
2010,SQ_METER,R,KZSEV,19.1
2010,SQ_METER,R,KZVOS,16.9
2011,SQ_METER,,,18.7
2011,SQ_METER,U,,20.6
2011,SQ_METER,R,,16.6
2011,SQ_METER,,KZAKM,19.6
2011,SQ_METER,,KZAKT,18.2
2011,SQ_METER,,KZALM,15.9
2011,SQ_METER,,KZATY,16.2
2011,SQ_METER,,KZZAP,17.4
2011,SQ_METER,,KZZHA,16.0
2011,SQ_METER,,KZKAR,21.3
2011,SQ_METER,,KZKUS,20.3
2011,SQ_METER,,KZKZY,17.9
2011,SQ_METER,,KZMAN,16.5
2011,SQ_METER,,KZONT,17.6
2011,SQ_METER,,KZPAV,21.4
2011,SQ_METER,,KZSEV,19.9
2011,SQ_METER,,KZVOS,19.0
2011,SQ_METER,,KZNS,24.4
2011,SQ_METER,,KZALA,20.7
2011,SQ_METER,U,KZAKM,21.1
2011,SQ_METER,U,KZAKT,20.2
2011,SQ_METER,U,KZALM,18.5
2011,SQ_METER,U,KZATY,16.8
2011,SQ_METER,U,KZZAP,20.1
2011,SQ_METER,U,KZZHA,18.3
2011,SQ_METER,U,KZKAR,22.0
2011,SQ_METER,U,KZKUS,21.1
2011,SQ_METER,U,KZKZY,19.3
2011,SQ_METER,U,KZMAN,17.2
2011,SQ_METER,U,KZONT,19.7
2011,SQ_METER,U,KZPAV,22.4
2011,SQ_METER,U,KZSEV,21.2
2011,SQ_METER,U,KZVOS,20.7
2011,SQ_METER,U,KZNS,24.4
2011,SQ_METER,U,KZALA,20.7
2011,SQ_METER,R,KZAKM,18.5
2011,SQ_METER,R,KZAKT,15.3
2011,SQ_METER,R,KZALM,15.1
2011,SQ_METER,R,KZATY,15.5
2011,SQ_METER,R,KZZAP,15.0
2011,SQ_METER,R,KZZHA,14.3
2011,SQ_METER,R,KZKAR,19.2
2011,SQ_METER,R,KZKUS,19.5
2011,SQ_METER,R,KZKZY,17.0
2011,SQ_METER,R,KZMAN,15.6
2011,SQ_METER,R,KZONT,16.3
2011,SQ_METER,R,KZPAV,19.6
2011,SQ_METER,R,KZSEV,19.1
2011,SQ_METER,R,KZVOS,16.7
2012,SQ_METER,,,19.6
2012,SQ_METER,U,,22.1
2012,SQ_METER,R,,16.8
2012,SQ_METER,,KZAKM,20.2
2012,SQ_METER,,KZAKT,18.7
2012,SQ_METER,,KZALM,16.1
2012,SQ_METER,,KZATY,19.5
2012,SQ_METER,,KZZAP,18.4
2012,SQ_METER,,KZZHA,15.7
2012,SQ_METER,,KZKAR,21.9
2012,SQ_METER,,KZKUS,20.9
2012,SQ_METER,,KZKZY,19.1
2012,SQ_METER,,KZMAN,17.5
2012,SQ_METER,,KZONT,19.1
2012,SQ_METER,,KZPAV,21.6
2012,SQ_METER,,KZSEV,20.2
2012,SQ_METER,,KZVOS,19.0
2012,SQ_METER,,KZNS,25.4
2012,SQ_METER,,KZALA,24.4
2012,SQ_METER,U,KZAKM,22.0
2012,SQ_METER,U,KZAKT,21.2
2012,SQ_METER,U,KZALM,18.8
2012,SQ_METER,U,KZATY,22.1
2012,SQ_METER,U,KZZAP,21.9
2012,SQ_METER,U,KZZHA,18.0
2012,SQ_METER,U,KZKAR,22.6
2012,SQ_METER,U,KZKUS,21.7
2012,SQ_METER,U,KZKZY,21.0
2012,SQ_METER,U,KZMAN,18.0
2012,SQ_METER,U,KZONT,22.6
2012,SQ_METER,U,KZPAV,22.5
2012,SQ_METER,U,KZSEV,21.7
2012,SQ_METER,U,KZVOS,20.9
2012,SQ_METER,U,KZNS,25.4
2012,SQ_METER,U,KZALA,24.4
2012,SQ_METER,R,KZAKM,18.8
2012,SQ_METER,R,KZAKT,15.2
2012,SQ_METER,R,KZALM,15.3
2012,SQ_METER,R,KZATY,16.7
2012,SQ_METER,R,KZZAP,15.4
2012,SQ_METER,R,KZZHA,14.0
2012,SQ_METER,R,KZKAR,19.5
2012,SQ_METER,R,KZKUS,20.1
2012,SQ_METER,R,KZKZY,18.0
2012,SQ_METER,R,KZMAN,16.9
2012,SQ_METER,R,KZONT,16.7
2012,SQ_METER,R,KZPAV,19.7
2012,SQ_METER,R,KZSEV,19.1
2012,SQ_METER,R,KZVOS,16.5
2013,SQ_METER,,,20.9
2013,SQ_METER,U,,23.7
2013,SQ_METER,R,,17.4
2013,SQ_METER,,KZAKM,21.4
2013,SQ_METER,,KZAKT,20.1
2013,SQ_METER,,KZALM,17.1
2013,SQ_METER,,KZATY,19.9
2013,SQ_METER,,KZZAP,19.1
2013,SQ_METER,,KZZHA,15.6
2013,SQ_METER,,KZKAR,22.4
2013,SQ_METER,,KZKUS,21.5
2013,SQ_METER,,KZKZY,19.5
2013,SQ_METER,,KZMAN,20.1
2013,SQ_METER,,KZONT,20.7
2013,SQ_METER,,KZPAV,22.6
2013,SQ_METER,,KZSEV,20.7
2013,SQ_METER,,KZVOS,19.4
2013,SQ_METER,,KZNS,27.7
2013,SQ_METER,,KZALA,27.6
2013,SQ_METER,U,KZAKM,22.4
2013,SQ_METER,U,KZAKT,22.9
2013,SQ_METER,U,KZALM,19.8
2013,SQ_METER,U,KZATY,22.3
2013,SQ_METER,U,KZZAP,23.1
2013,SQ_METER,U,KZZHA,18.5
2013,SQ_METER,U,KZKAR,23.2
2013,SQ_METER,U,KZKUS,22.3
2013,SQ_METER,U,KZKZY,21.7
2013,SQ_METER,U,KZMAN,19.9
2013,SQ_METER,U,KZONT,25.1
2013,SQ_METER,U,KZPAV,23.5
2013,SQ_METER,U,KZSEV,22.3
2013,SQ_METER,U,KZVOS,21.4
2013,SQ_METER,U,KZNS,27.7
2013,SQ_METER,U,KZALA,27.6
2013,SQ_METER,R,KZAKM,20.6
2013,SQ_METER,R,KZAKT,16.2
2013,SQ_METER,R,KZALM,16.2
2013,SQ_METER,R,KZATY,17.3
2013,SQ_METER,R,KZZAP,15.5
2013,SQ_METER,R,KZZHA,13.6
2013,SQ_METER,R,KZKAR,19.7
2013,SQ_METER,R,KZKUS,20.6
2013,SQ_METER,R,KZKZY,18.0
2013,SQ_METER,R,KZMAN,20.3
2013,SQ_METER,R,KZONT,17.1
2013,SQ_METER,R,KZPAV,20.7
2013,SQ_METER,R,KZSEV,19.6
2013,SQ_METER,R,KZVOS,16.9
2014,SQ_METER,,,21.0
2014,SQ_METER,U,,23.8
2014,SQ_METER,R,,17.6
2014,SQ_METER,,KZAKM,21.6
2014,SQ_METER,,KZAKT,20.8
2014,SQ_METER,,KZALM,17.6
2014,SQ_METER,,KZATY,20.0
2014,SQ_METER,,KZZAP,19.5
2014,SQ_METER,,KZZHA,15.9
2014,SQ_METER,,KZKAR,22.6
2014,SQ_METER,,KZKUS,21.9
2014,SQ_METER,,KZKZY,19.1
2014,SQ_METER,,KZMAN,20.9
2014,SQ_METER,,KZONT,20.3
2014,SQ_METER,,KZPAV,22.8
2014,SQ_METER,,KZSEV,20.9
2014,SQ_METER,,KZVOS,19.5
2014,SQ_METER,,KZNS,28.5
2014,SQ_METER,,KZALA,26.7
2014,SQ_METER,U,KZAKM,22.7
2014,SQ_METER,U,KZAKT,23.7
2014,SQ_METER,U,KZALM,20.6
2014,SQ_METER,U,KZATY,22.4
2014,SQ_METER,U,KZZAP,23.6
2014,SQ_METER,U,KZZHA,18.6
2014,SQ_METER,U,KZKAR,23.4
2014,SQ_METER,U,KZKUS,22.7
2014,SQ_METER,U,KZKZY,20.4
2014,SQ_METER,U,KZMAN,20.4
2014,SQ_METER,U,KZONT,25.5
2014,SQ_METER,U,KZPAV,23.7
2014,SQ_METER,U,KZSEV,22.3
2014,SQ_METER,U,KZVOS,21.5
2014,SQ_METER,U,KZNS,28.5
2014,SQ_METER,U,KZALA,26.7
2014,SQ_METER,R,KZAKM,20.7
2014,SQ_METER,R,KZAKT,16.6
2014,SQ_METER,R,KZALM,16.7
2014,SQ_METER,R,KZATY,17.5
2014,SQ_METER,R,KZZAP,15.7
2014,SQ_METER,R,KZZHA,14.0
2014,SQ_METER,R,KZKAR,20.1
2014,SQ_METER,R,KZKUS,21.0
2014,SQ_METER,R,KZKZY,18.0
2014,SQ_METER,R,KZMAN,21.3
2014,SQ_METER,R,KZONT,16.9
2014,SQ_METER,R,KZPAV,20.9
2014,SQ_METER,R,KZSEV,19.9
2014,SQ_METER,R,KZVOS,17.0
2015,SQ_METER,,,21.0
2015,SQ_METER,U,,23.5
2015,SQ_METER,R,,17.8
2015,SQ_METER,,KZAKM,21.6
2015,SQ_METER,,KZAKT,21.3
2015,SQ_METER,,KZALM,18.1
2015,SQ_METER,,KZATY,20.1
2015,SQ_METER,,KZZAP,19.8
2015,SQ_METER,,KZZHA,16.1
2015,SQ_METER,,KZKAR,22.7
2015,SQ_METER,,KZKUS,21.8
2015,SQ_METER,,KZKZY,19.3
2015,SQ_METER,,KZMAN,21.8
2015,SQ_METER,,KZONT,18.9
2015,SQ_METER,,KZPAV,21.9
2015,SQ_METER,,KZSEV,20.8
2015,SQ_METER,,KZVOS,19.7
2015,SQ_METER,,KZNS,29.0
2015,SQ_METER,,KZALA,27.0
2015,SQ_METER,U,KZAKM,22.9
2015,SQ_METER,U,KZAKT,24.3
2015,SQ_METER,U,KZALM,21.1
2015,SQ_METER,U,KZATY,22.3
2015,SQ_METER,U,KZZAP,23.7
2015,SQ_METER,U,KZZHA,18.8
2015,SQ_METER,U,KZKAR,23.5
2015,SQ_METER,U,KZKUS,22.4
2015,SQ_METER,U,KZKZY,20.8
2015,SQ_METER,U,KZMAN,21.4
2015,SQ_METER,U,KZONT,21.7
2015,SQ_METER,U,KZPAV,22.6
2015,SQ_METER,U,KZSEV,21.9
2015,SQ_METER,U,KZVOS,21.5
2015,SQ_METER,U,KZNS,29.0
2015,SQ_METER,U,KZALA,27.0
2015,SQ_METER,R,KZAKM,20.5
2015,SQ_METER,R,KZAKT,17.1
2015,SQ_METER,R,KZALM,17.2
2015,SQ_METER,R,KZATY,17.8
2015,SQ_METER,R,KZZAP,16.1
2015,SQ_METER,R,KZZHA,14.3
2015,SQ_METER,R,KZKAR,20.0
2015,SQ_METER,R,KZKUS,21.1
2015,SQ_METER,R,KZKZY,18.1
2015,SQ_METER,R,KZMAN,22.2
2015,SQ_METER,R,KZONT,16.7
2015,SQ_METER,R,KZPAV,20.4
2015,SQ_METER,R,KZSEV,20.0
2015,SQ_METER,R,KZVOS,17.0
2016,SQ_METER,,,21.4
2016,SQ_METER,U,,24.0
2016,SQ_METER,R,,18.0
2016,SQ_METER,,KZAKM,21.8
2016,SQ_METER,,KZAKT,21.7
2016,SQ_METER,,KZALM,18.5
2016,SQ_METER,,KZATY,20.6
2016,SQ_METER,,KZZAP,20.2
2016,SQ_METER,,KZZHA,16.3
2016,SQ_METER,,KZKAR,22.9
2016,SQ_METER,,KZKUS,21.8
2016,SQ_METER,,KZKZY,19.6
2016,SQ_METER,,KZMAN,22.4
2016,SQ_METER,,KZONT,19.4
2016,SQ_METER,,KZPAV,21.9
2016,SQ_METER,,KZSEV,21.0
2016,SQ_METER,,KZVOS,20.0
2016,SQ_METER,,KZNS,29.6
2016,SQ_METER,,KZALA,27.6
2016,SQ_METER,U,KZAKM,23.5
2016,SQ_METER,U,KZAKT,24.6
2016,SQ_METER,U,KZALM,21.5
2016,SQ_METER,U,KZATY,23.2
2016,SQ_METER,U,KZZAP,24.2
2016,SQ_METER,U,KZZHA,19.0
2016,SQ_METER,U,KZKAR,23.6
2016,SQ_METER,U,KZKUS,22.3
2016,SQ_METER,U,KZKZY,21.1
2016,SQ_METER,U,KZMAN,22.1
2016,SQ_METER,U,KZONT,22.7
2016,SQ_METER,U,KZPAV,22.4
2016,SQ_METER,U,KZSEV,22.0
2016,SQ_METER,U,KZVOS,22.0
2016,SQ_METER,U,KZNS,29.6
2016,SQ_METER,U,KZALA,27.6
2016,SQ_METER,R,KZAKM,20.5
2016,SQ_METER,R,KZAKT,17.5
2016,SQ_METER,R,KZALM,17.6
2016,SQ_METER,R,KZATY,18.0
2016,SQ_METER,R,KZZAP,16.4
2016,SQ_METER,R,KZZHA,14.5
2016,SQ_METER,R,KZKAR,20.2
2016,SQ_METER,R,KZKUS,21.2
2016,SQ_METER,R,KZKZY,18.4
2016,SQ_METER,R,KZMAN,22.7
2016,SQ_METER,R,KZONT,16.7
2016,SQ_METER,R,KZPAV,20.7
2016,SQ_METER,R,KZSEV,20.2
2016,SQ_METER,R,KZVOS,17.1
2017,SQ_METER,,,21.6
2017,SQ_METER,U,,24.1
2017,SQ_METER,R,,18.2
2017,SQ_METER,,KZAKM,22.0
2017,SQ_METER,,KZAKT,22.0
2017,SQ_METER,,KZALM,18.9
2017,SQ_METER,,KZATY,21.4
2017,SQ_METER,,KZZAP,20.6
2017,SQ_METER,,KZZHA,16.6
2017,SQ_METER,,KZKAR,23.0
2017,SQ_METER,,KZKUS,21.7
2017,SQ_METER,,KZKZY,19.9
2017,SQ_METER,,KZMAN,23.3
2017,SQ_METER,,KZONT,19.7
2017,SQ_METER,,KZPAV,22.0
2017,SQ_METER,,KZSEV,21.0
2017,SQ_METER,,KZVOS,20.2
2017,SQ_METER,,KZNS,29.8
2017,SQ_METER,,KZALA,27.1
2017,SQ_METER,U,KZAKM,23.8
2017,SQ_METER,U,KZAKT,24.6
2017,SQ_METER,U,KZALM,21.8
2017,SQ_METER,U,KZATY,23.7
2017,SQ_METER,U,KZZAP,24.8
2017,SQ_METER,U,KZZHA,19.4
2017,SQ_METER,U,KZKAR,23.8
2017,SQ_METER,U,KZKUS,22.3
2017,SQ_METER,U,KZKZY,21.7
2017,SQ_METER,U,KZMAN,23.2
