Year,UNIT_MEASURE,REF_AREA,Value
2012,PT_IN_2010_PRICE,KZZAP,4.8
2012,PT_IN_2010_PRICE,KZZHA,13.3
2012,PT_IN_2010_PRICE,KZKAR,30.3
2012,PT_IN_2010_PRICE,KZKUS,9.0
2012,PT_IN_2010_PRICE,KZKZY,2.3
2012,PT_IN_2010_PRICE,KZMAN,3.4
2012,PT_IN_2010_PRICE,KZONT,20.7
2012,PT_IN_2010_PRICE,KZPAV,25.3
2012,PT_IN_2010_PRICE,KZSEV,8.5
2012,PT_IN_2010_PRICE,KZVOS,24.2
2012,PT_IN_2010_PRICE,KZNS,4.2
2012,PT_IN_2010_PRICE,KZALA,4.8
2012,USD_IN_2010_PRICE,,1100.9
2012,USD_IN_2010_PRICE,KZAKM,831.4
2012,USD_IN_2010_PRICE,KZAKT,877.3
2012,USD_IN_2010_PRICE,KZALM,673.4
2012,USD_IN_2010_PRICE,KZATY,1834.8
2012,USD_IN_2010_PRICE,KZZAP,597.6
2012,USD_IN_2010_PRICE,KZZHA,468.4
2012,USD_IN_2010_PRICE,KZKAR,3028.8
2012,USD_IN_2010_PRICE,KZKUS,634.3
2012,USD_IN_2010_PRICE,KZKZY,201.7
2012,USD_IN_2010_PRICE,KZMAN,613.0
2012,USD_IN_2010_PRICE,KZONT,697.7
2012,USD_IN_2010_PRICE,KZPAV,2830.3
2012,USD_IN_2010_PRICE,KZSEV,502.0
2012,USD_IN_2010_PRICE,KZVOS,1770.5
2012,USD_IN_2010_PRICE,KZNS,826.1
2012,USD_IN_2010_PRICE,KZALA,1043.9
2013,PT_IN_2010_PRICE,,10.8
2013,PT_IN_2010_PRICE,KZAKM,13.4
2013,PT_IN_2010_PRICE,KZAKT,7.9
2013,PT_IN_2010_PRICE,KZALM,15.2
2013,PT_IN_2010_PRICE,KZATY,5.2
2013,PT_IN_2010_PRICE,KZZAP,5.6
2013,PT_IN_2010_PRICE,KZZHA,13.9
2013,PT_IN_2010_PRICE,KZKAR,28.1
2013,PT_IN_2010_PRICE,KZKUS,8.8
2013,PT_IN_2010_PRICE,KZKZY,2.6
2013,PT_IN_2010_PRICE,KZMAN,3.5
2013,PT_IN_2010_PRICE,KZONT,20.1
2013,PT_IN_2010_PRICE,KZPAV,25.2
2013,PT_IN_2010_PRICE,KZSEV,8.2
2013,PT_IN_2010_PRICE,KZVOS,24.1
2013,PT_IN_2010_PRICE,KZNS,4.1
2013,PT_IN_2010_PRICE,KZALA,4.6
2013,USD_IN_2010_PRICE,,1117.3
2013,USD_IN_2010_PRICE,KZAKM,830.6
2013,USD_IN_2010_PRICE,KZAKT,942.2
2013,USD_IN_2010_PRICE,KZALM,675.3
2013,USD_IN_2010_PRICE,KZATY,1869.1
2013,USD_IN_2010_PRICE,KZZAP,712.5
2013,USD_IN_2010_PRICE,KZZHA,501.1
2013,USD_IN_2010_PRICE,KZKAR,3007.0
2013,USD_IN_2010_PRICE,KZKUS,685.2
2013,USD_IN_2010_PRICE,KZKZY,232.1
2013,USD_IN_2010_PRICE,KZMAN,650.7
2013,USD_IN_2010_PRICE,KZONT,684.3
2013,USD_IN_2010_PRICE,KZPAV,2814.3
2013,USD_IN_2010_PRICE,KZSEV,528.0
2013,USD_IN_2010_PRICE,KZVOS,1889.2
2013,USD_IN_2010_PRICE,KZNS,856.8
2013,USD_IN_2010_PRICE,KZALA,1107.5
2014,PT_IN_2010_PRICE,,10.5
2014,PT_IN_2010_PRICE,KZAKM,14.0
2014,PT_IN_2010_PRICE,KZAKT,7.6
2014,PT_IN_2010_PRICE,KZALM,15.0
2014,PT_IN_2010_PRICE,KZATY,5.3
2014,PT_IN_2010_PRICE,KZZAP,5.3
2014,PT_IN_2010_PRICE,KZZHA,14.2
2014,PT_IN_2010_PRICE,KZKAR,26.2
2014,PT_IN_2010_PRICE,KZKUS,9.4
2014,PT_IN_2010_PRICE,KZKZY,2.9
2014,PT_IN_2010_PRICE,KZMAN,4.0
2014,PT_IN_2010_PRICE,KZONT,20.2
2014,PT_IN_2010_PRICE,KZPAV,24.1
2014,PT_IN_2010_PRICE,KZSEV,7.8
2014,PT_IN_2010_PRICE,KZVOS,23.8
2014,PT_IN_2010_PRICE,KZNS,3.6
2014,PT_IN_2010_PRICE,KZALA,4.3
2014,USD_IN_2010_PRICE,,1118.4
2014,USD_IN_2010_PRICE,KZAKM,902.7
2014,USD_IN_2010_PRICE,KZAKT,925.0
2014,USD_IN_2010_PRICE,KZALM,694.6
2014,USD_IN_2010_PRICE,KZATY,1903.3
2014,USD_IN_2010_PRICE,KZZAP,710.8
2014,USD_IN_2010_PRICE,KZZHA,506.1
2014,USD_IN_2010_PRICE,KZKAR,2878.9
2014,USD_IN_2010_PRICE,KZKUS,744.9
2014,USD_IN_2010_PRICE,KZKZY,250.8
2014,USD_IN_2010_PRICE,KZMAN,745.4
2014,USD_IN_2010_PRICE,KZONT,689.9
2014,USD_IN_2010_PRICE,KZPAV,2707.9
2014,USD_IN_2010_PRICE,KZSEV,534.8
2014,USD_IN_2010_PRICE,KZVOS,1913.2
2014,USD_IN_2010_PRICE,KZNS,786.5
2014,USD_IN_2010_PRICE,KZALA,1068.4
2015,PT_IN_2010_PRICE,,10.4
2015,PT_IN_2010_PRICE,KZAKM,14.8
2015,PT_IN_2010_PRICE,KZAKT,7.8
2015,PT_IN_2010_PRICE,KZALM,14.9
2015,PT_IN_2010_PRICE,KZATY,5.1
2015,PT_IN_2010_PRICE,KZZAP,3.9
2015,PT_IN_2010_PRICE,KZZHA,12.5
2015,PT_IN_2010_PRICE,KZKAR,28.2
2015,PT_IN_2010_PRICE,KZKUS,8.7
2015,PT_IN_2010_PRICE,KZKZY,3.1
2015,PT_IN_2010_PRICE,KZMAN,3.5
2015,PT_IN_2010_PRICE,KZONT,20.2
2015,PT_IN_2010_PRICE,KZPAV,23.3
2015,PT_IN_2010_PRICE,KZSEV,7.8
2015,PT_IN_2010_PRICE,KZVOS,21.6
2015,PT_IN_2010_PRICE,KZNS,3.6
2015,PT_IN_2010_PRICE,KZALA,3.9
2015,USD_IN_2010_PRICE,,1105.0
2015,USD_IN_2010_PRICE,KZAKM,968.9
2015,USD_IN_2010_PRICE,KZAKT,902.8
2015,USD_IN_2010_PRICE,KZALM,736.9
2015,USD_IN_2010_PRICE,KZATY,1828.8
2015,USD_IN_2010_PRICE,KZZAP,507.4
2015,USD_IN_2010_PRICE,KZZHA,441.2
2015,USD_IN_2010_PRICE,KZKAR,3166.2
2015,USD_IN_2010_PRICE,KZKUS,670.1
2015,USD_IN_2010_PRICE,KZKZY,252.3
2015,USD_IN_2010_PRICE,KZMAN,631.9
2015,USD_IN_2010_PRICE,KZONT,687.8
2015,USD_IN_2010_PRICE,KZPAV,2612.2
2015,USD_IN_2010_PRICE,KZSEV,541.2
2015,USD_IN_2010_PRICE,KZVOS,1739.4
2015,USD_IN_2010_PRICE,KZNS,798.1
2015,USD_IN_2010_PRICE,KZALA,951.9
2016,PT_IN_2010_PRICE,,10.5
2016,PT_IN_2010_PRICE,KZAKM,14.8
2016,PT_IN_2010_PRICE,KZAKT,8.9
2016,PT_IN_2010_PRICE,KZALM,14.1
2016,PT_IN_2010_PRICE,KZATY,5.1
2016,PT_IN_2010_PRICE,KZZAP,3.9
2016,PT_IN_2010_PRICE,KZZHA,12.6
2016,PT_IN_2010_PRICE,KZKAR,29.6
2016,PT_IN_2010_PRICE,KZKUS,9.4
2016,PT_IN_2010_PRICE,KZKZY,3.8
2016,PT_IN_2010_PRICE,KZMAN,3.7
2016,PT_IN_2010_PRICE,KZONT,21.0
2016,PT_IN_2010_PRICE,KZPAV,23.5
2016,PT_IN_2010_PRICE,KZSEV,7.6
2016,PT_IN_2010_PRICE,KZVOS,21.6
2016,PT_IN_2010_PRICE,KZNS,3.5
2016,PT_IN_2010_PRICE,KZALA,3.8
2016,USD_IN_2010_PRICE,,1109.1
2016,USD_IN_2010_PRICE,KZAKM,998.8
2016,USD_IN_2010_PRICE,KZAKT,1034.2
2016,USD_IN_2010_PRICE,KZALM,696.4
2016,USD_IN_2010_PRICE,KZATY,1871.1
2016,USD_IN_2010_PRICE,KZZAP,524.5
2016,USD_IN_2010_PRICE,KZZHA,453.1
2016,USD_IN_2010_PRICE,KZKAR,3391.0
2016,USD_IN_2010_PRICE,KZKUS,705.9
2016,USD_IN_2010_PRICE,KZKZY,297.5
2016,USD_IN_2010_PRICE,KZMAN,654.8
2016,USD_IN_2010_PRICE,KZONT,715.3
2016,USD_IN_2010_PRICE,KZPAV,2614.8
2016,USD_IN_2010_PRICE,KZSEV,535.3
2016,USD_IN_2010_PRICE,KZVOS,1778.9
2016,USD_IN_2010_PRICE,KZNS,750.1
2016,USD_IN_2010_PRICE,KZALA,923.6
2017,PT_IN_2010_PRICE,,10.7
2017,PT_IN_2010_PRICE,KZAKM,14.9
2017,PT_IN_2010_PRICE,KZAKT,9.3
2017,PT_IN_2010_PRICE,KZALM,14.3
2017,PT_IN_2010_PRICE,KZATY,4.6
2017,PT_IN_2010_PRICE,KZZAP,3.9
2017,PT_IN_2010_PRICE,KZZHA,12.4
2017,PT_IN_2010_PRICE,KZKAR,29.5
2017,PT_IN_2010_PRICE,KZKUS,9.6
2017,PT_IN_2010_PRICE,KZKZY,4.0
2017,PT_IN_2010_PRICE,KZMAN,4.0
2017,PT_IN_2010_PRICE,KZONT,21.8
2017,PT_IN_2010_PRICE,KZPAV,23.7
2017,PT_IN_2010_PRICE,KZSEV,8.0
2017,PT_IN_2010_PRICE,KZVOS,21.6
2017,PT_IN_2010_PRICE,KZNS,3.8
2017,PT_IN_2010_PRICE,KZALA,3.9
2017,USD_IN_2010_PRICE,,1161.5
2017,USD_IN_2010_PRICE,KZAKM,1033.7
2017,USD_IN_2010_PRICE,KZAKT,1109.8
2017,USD_IN_2010_PRICE,KZALM,720.7
2017,USD_IN_2010_PRICE,KZATY,1905.3
2017,USD_IN_2010_PRICE,KZZAP,535.5
2017,USD_IN_2010_PRICE,KZZHA,461.1
2017,USD_IN_2010_PRICE,KZKAR,3512.8
2017,USD_IN_2010_PRICE,KZKUS,756.2
2017,USD_IN_2010_PRICE,KZKZY,309.4
2017,USD_IN_2010_PRICE,KZMAN,677.2
2017,USD_IN_2010_PRICE,KZONT,755.3
2017,USD_IN_2010_PRICE,KZPAV,2753.2
2017,USD_IN_2010_PRICE,KZSEV,589.1
2017,USD_IN_2010_PRICE,KZVOS,1814.9
2017,USD_IN_2010_PRICE,KZNS,768.0
2017,USD_IN_2010_PRICE,KZALA,942.1
2018,PT_IN_2010_PRICE,,10.7
2018,PT_IN_2010_PRICE,KZAKM,15.4
2018,PT_IN_2010_PRICE,KZAKT,9.7
2018,PT_IN_2010_PRICE,KZALM,14.3
2018,PT_IN_2010_PRICE,KZATY,4.4
2018,PT_IN_2010_PRICE,KZZAP,4.5
2018,PT_IN_2010_PRICE,KZZHA,12.4
2018,PT_IN_2010_PRICE,KZKAR,28.7
2018,PT_IN_2010_PRICE,KZKUS,9.7
2018,PT_IN_2010_PRICE,KZKZY,3.9
2018,PT_IN_2010_PRICE,KZMAN,4.4
2018,PT_IN_2010_PRICE,KZPAV,23.7
2018,PT_IN_2010_PRICE,KZSEV,7.8
2018,PT_IN_2010_PRICE,KZVOS,22.8
2018,PT_IN_2010_PRICE,KZNS,4.1
2018,PT_IN_2010_PRICE,KZALA,4.0
2018,PT_IN_2010_PRICE,KZSHY,22.6
2018,USD_IN_2010_PRICE,,1182.0
2018,USD_IN_2010_PRICE,KZAKM,1109.4
2018,USD_IN_2010_PRICE,KZAKT,1201.8
2018,USD_IN_2010_PRICE,KZALM,735.7
2018,USD_IN_2010_PRICE,KZATY,2044.3
2018,USD_IN_2010_PRICE,KZZAP,598.7
2018,USD_IN_2010_PRICE,KZZHA,476.5
2018,USD_IN_2010_PRICE,KZKAR,3528.4
2018,USD_IN_2010_PRICE,KZKUS,818.3
2018,USD_IN_2010_PRICE,KZKZY,292.7
2018,USD_IN_2010_PRICE,KZMAN,739.5
2018,USD_IN_2010_PRICE,KZPAV,2923.4
2018,USD_IN_2010_PRICE,KZSEV,595.0
2018,USD_IN_2010_PRICE,KZVOS,2019.9
2018,USD_IN_2010_PRICE,KZNS,790.2
2018,USD_IN_2010_PRICE,KZALA,963.7
2019,PT_IN_2010_PRICE,,10.9
2019,PT_IN_2010_PRICE,KZAKM,15.2
2019,PT_IN_2010_PRICE,KZAKT,9.1
2019,PT_IN_2010_PRICE,KZALM,14.6
2019,PT_IN_2010_PRICE,KZATY,4.4
2019,PT_IN_2010_PRICE,KZZAP,4.9
2019,PT_IN_2010_PRICE,KZZHA,12.5
2019,PT_IN_2010_PRICE,KZKAR,27.2
2019,PT_IN_2010_PRICE,KZKUS,11.7
2019,PT_IN_2010_PRICE,KZKZY,3.9
2019,PT_IN_2010_PRICE,KZMAN,4.4
2019,PT_IN_2010_PRICE,KZPAV,23.0
2019,PT_IN_2010_PRICE,KZSEV,7.6
2019,PT_IN_2010_PRICE,KZNS,22.9
2019,PT_IN_2010_PRICE,KZALA,4.2
2019,PT_IN_2010_PRICE,KZSHY,4.0
2019,USD_IN_2010_PRICE,,1250.8
2019,USD_IN_2010_PRICE,KZAKM,1124.0
2019,USD_IN_2010_PRICE,KZAKT,1178.0
2019,USD_IN_2010_PRICE,KZALM,779.2
2019,USD_IN_2010_PRICE,KZATY,2151.0
2019,USD_IN_2010_PRICE,KZZAP,647.1
2019,USD_IN_2010_PRICE,KZZHA,496.1
2019,USD_IN_2010_PRICE,KZKAR,3537.8
2019,USD_IN_2010_PRICE,KZKUS,1034.4
2019,USD_IN_2010_PRICE,KZKZY,292.7
2019,USD_IN_2010_PRICE,KZMAN,728.4
2019,USD_IN_2010_PRICE,KZPAV,3003.2
2019,USD_IN_2010_PRICE,KZSEV,602.3
2019,USD_IN_2010_PRICE,KZVOS,2149.3
2019,USD_IN_2010_PRICE,KZNS,836.2
2019,USD_IN_2010_PRICE,KZALA,984.2
