Year,UNIT_MEASURE,Value
2010,PERSONS,1.7
2011,PERSONS,3.1
2012,PERSONS,2.7
2013,PERSONS,3.3
2014,PERSONS,3.4
2015,PERSONS,2.5
2016,PERSONS,2.0
2017,PERSONS,1.8
2018,PERSONS,1.3
2019,PERSONS,1.7
