Year,UNIT_MEASURE,SERIES,Value
2010,PT,SP_DYN_MRBF15,0.3
2010,PT,SP_DYN_MRBF18,6.1
2015,PT,SP_DYN_MRBF15,0.2
2015,PT,SP_DYN_MRBF18,7.0
