Year,UNIT_MEASURE,REF_AREA,SEX,URBANISATION,AGE,Value
2015,PT,KZSEV,,,,35.2
2015,PT,KZVOS,,,,26.2
2015,PT,KZNS,,,,26.4
2015,PT,KZALA,,,,11.4
2015,PT,,M,,,22.7
2015,PT,KZAKM,M,,,22.2
2015,PT,KZAKT,M,,,18.1
2015,PT,KZALM,M,,,28.6
2015,PT,KZATY,M,,,7.6
2015,PT,KZZAP,M,,,32.1
2015,PT,KZZHA,M,,,38.0
2015,PT,KZKAR,M,,,20.8
2015,PT,KZKUS,M,,,33.1
2015,PT,KZKZY,M,,,25.1
2015,PT,KZMAN,M,,,5.5
2015,PT,KZONT,M,,,16.3
2015,PT,KZPAV,M,,,23.0
2015,PT,KZSEV,M,,,31.2
2015,PT,KZVOS,M,,,25.6
2015,PT,KZNS,M,,,27.1
2015,PT,KZALA,M,,,11.7
2015,PT,,F,,,23.2
2015,PT,KZAKM,F,,,24.4
2015,PT,KZAKT,F,,,20.6
2015,PT,KZALM,F,,,23.9
2015,PT,KZATY,F,,,6.4
2015,PT,KZZAP,F,,,29.7
2015,PT,KZZHA,F,,,35.5
2015,PT,KZKAR,F,,,24.6
2015,PT,KZKUS,F,,,43.1
2015,PT,KZKZY,F,,,20.8
2015,PT,KZMAN,F,,,5.4
2015,PT,KZONT,F,,,14.3
2015,PT,KZPAV,F,,,28.8
2015,PT,KZSEV,F,,,39.3
2015,PT,KZVOS,F,,,26.9
2015,PT,KZNS,F,,,25.8
2015,PT,KZALA,F,,,11.1
2015,PT,,,U,,16.9
2015,PT,KZAKM,,U,,16.2
2015,PT,KZAKT,,U,,12.2
2015,PT,KZALM,,U,,17.7
2015,PT,KZATY,,U,,3.0
2015,PT,KZZAP,,U,,13.1
2015,PT,KZZHA,,U,,26.3
2015,PT,KZKAR,,U,,21.4
2015,PT,KZKUS,,U,,30.6
2015,PT,KZKZY,,U,,16.2
2015,PT,KZMAN,,U,,7.4
2015,PT,KZONT,,U,,14.0
2015,PT,KZPAV,,U,,13.2
2015,PT,KZSEV,,U,,23.7
2015,PT,KZVOS,,U,,15.5
2015,PT,KZNS,,U,,26.4
2015,PT,KZALA,,U,,11.4
2015,PT,,,R,,30.8
2015,PT,KZAKM,,R,,29.7
2015,PT,KZAKT,,R,,30.9
2015,PT,KZALM,,R,,29.0
2015,PT,KZATY,,R,,11.1
2015,PT,KZZAP,,R,,46.5
2015,PT,KZZHA,,R,,43.6
2015,PT,KZKAR,,R,,27.2
2015,PT,KZKUS,,R,,46.0
2015,PT,KZKZY,,R,,27.8
2015,PT,KZMAN,,R,,3.1
2015,PT,KZONT,,R,,16.4
2015,PT,KZPAV,,R,,51.7
2015,PT,KZSEV,,R,,43.0
2015,PT,KZVOS,,R,,42.0
2015,PT,,,,Y15,93.9
2015,PT,,,,Y16T24,25.2
2015,PT,,,,M25T28,21.7
2015,PT,,,,M29T34,21.1
2015,PT,,,,Y35T44,21.4
2015,PT,,,,Y45T54,22.2
2015,PT,,,,Y55T64,26.7
2015,PT,,,,Y_GE65,72.0
2015,PT,KZAKM,,,Y15,84.9
2015,PT,KZAKM,,,Y16T24,25.4
2015,PT,KZAKM,,,M25T28,21.3
2015,PT,KZAKM,,,M29T34,22.1
2015,PT,KZAKM,,,Y35T44,22.2
2015,PT,KZAKM,,,Y45T54,20.9
2015,PT,KZAKM,,,Y55T64,23.7
2015,PT,KZAKM,,,Y_GE65,83.7
2015,PT,KZAKT,,,Y16T24,22.7
2015,PT,KZAKT,,,M25T28,18.2
2015,PT,KZAKT,,,M29T34,20.4
2015,PT,KZAKT,,,Y35T44,17.8
2015,PT,KZAKT,,,Y45T54,18.8
2015,PT,KZAKT,,,Y55T64,18.1
2015,PT,KZAKT,,,Y_GE65,34.7
2015,PT,KZALM,,,Y15,100.0
2015,PT,KZALM,,,Y16T24,27.0
2015,PT,KZALM,,,M25T28,24.8
2015,PT,KZALM,,,M29T34,23.6
2015,PT,KZALM,,,Y35T44,27.5
2015,PT,KZALM,,,Y45T54,27.0
2015,PT,KZALM,,,Y55T64,26.7
2015,PT,KZALM,,,Y_GE65,33.8
2015,PT,KZATY,,,Y16T24,8.1
2015,PT,KZATY,,,M25T28,5.8
2015,PT,KZATY,,,M29T34,6.7
2015,PT,KZATY,,,Y35T44,6.4
2015,PT,KZATY,,,Y45T54,8.5
2015,PT,KZATY,,,Y55T64,5.6
2015,PT,KZZAP,,,Y16T24,34.8
2015,PT,KZZAP,,,M25T28,27.9
2015,PT,KZZAP,,,M29T34,27.8
2015,PT,KZZAP,,,Y35T44,28.5
2015,PT,KZZAP,,,Y45T54,32.0
2015,PT,KZZAP,,,Y55T64,36.5
2015,PT,KZZAP,,,Y_GE65,66.7
2015,PT,KZZHA,,,Y15,80.5
2015,PT,KZZHA,,,Y16T24,51.7
2015,PT,KZZHA,,,M25T28,34.7
2015,PT,KZZHA,,,M29T34,32.6
2015,PT,KZZHA,,,Y35T44,33.1
2015,PT,KZZHA,,,Y45T54,30.9
2015,PT,KZZHA,,,Y55T64,43.0
2015,PT,KZZHA,,,Y_GE65,84.1
2015,PT,KZKAR,,,Y15,100.0
2015,PT,KZKAR,,,Y16T24,30.3
2015,PT,KZKAR,,,M25T28,22.1
2015,PT,KZKAR,,,M29T34,21.6
2015,PT,KZKAR,,,Y35T44,20.2
2015,PT,KZKAR,,,Y45T54,19.1
2015,PT,KZKAR,,,Y55T64,23.2
2015,PT,KZKAR,,,Y_GE65,73.3
2015,PT,KZKUS,,,Y15,100.0
2015,PT,KZKUS,,,Y16T24,41.5
2015,PT,KZKUS,,,M25T28,35.7
2015,PT,KZKUS,,,M29T34,37.3
2015,PT,KZKUS,,,Y35T44,34.6
2015,PT,KZKUS,,,Y45T54,34.2
2015,PT,KZKUS,,,Y55T64,44.9
2015,PT,KZKUS,,,Y_GE65,87.2
2015,PT,KZKZY,,,Y16T24,26.6
2015,PT,KZKZY,,,M25T28,21.4
2015,PT,KZKZY,,,M29T34,20.8
2015,PT,KZKZY,,,Y35T44,24.4
2015,PT,KZKZY,,,Y45T54,22.5
2015,PT,KZKZY,,,Y55T64,20.9
2015,PT,KZKZY,,,Y_GE65,100.0
2015,PT,KZMAN,,,Y16T24,9.3
2015,PT,KZMAN,,,M25T28,4.8
2015,PT,KZMAN,,,M29T34,4.0
2015,PT,KZMAN,,,Y35T44,6.2
2015,PT,KZMAN,,,Y45T54,5.0
2015,PT,KZMAN,,,Y55T64,3.0
2015,PT,KZMAN,,,Y_GE65,7.2
2015,PT,KZONT,,,Y16T24,16.4
2015,PT,KZONT,,,M25T28,15.2
2015,PT,KZONT,,,M29T34,12.8
2015,PT,KZONT,,,Y35T44,15.6
2015,PT,KZONT,,,Y45T54,16.0
2015,PT,KZONT,,,Y55T64,19.2
2015,PT,KZONT,,,Y_GE65,13.7
2015,PT,KZPAV,,,Y15,100.0
2015,PT,KZPAV,,,Y16T24,38.2
2015,PT,KZPAV,,,M25T28,18.0
2015,PT,KZPAV,,,M29T34,23.5
2015,PT,KZPAV,,,Y35T44,19.1
2015,PT,KZPAV,,,Y45T54,25.3
2015,PT,KZPAV,,,Y55T64,35.2
2015,PT,KZPAV,,,Y_GE65,96.9
2015,PT,KZSEV,,,Y15,100.0
2015,PT,KZSEV,,,Y16T24,38.7
2015,PT,KZSEV,,,M25T28,26.1
2015,PT,KZSEV,,,M29T34,29.0
2015,PT,KZSEV,,,Y35T44,27.7
2015,PT,KZSEV,,,Y45T54,30.7
2015,PT,KZSEV,,,Y55T64,48.5
2015,PT,KZSEV,,,Y_GE65,94.4
2015,PT,KZVOS,,,Y15,75.7
2015,PT,KZVOS,,,Y16T24,28.3
2015,PT,KZVOS,,,M25T28,25.2
2015,PT,KZVOS,,,M29T34,23.0
2015,PT,KZVOS,,,Y35T44,25.6
2015,PT,KZVOS,,,Y45T54,28.9
2015,PT,KZVOS,,,Y55T64,26.9
2015,PT,KZVOS,,,Y_GE65,52.8
2015,PT,KZNS,,,Y16T24,41.4
2015,PT,KZNS,,,M25T28,28.7
2015,PT,KZNS,,,M29T34,23.5
2015,PT,KZNS,,,Y35T44,24.8
2015,PT,KZNS,,,Y45T54,23.9
2015,PT,KZNS,,,Y55T64,17.9
2015,PT,KZNS,,,Y_GE65,18.5
2015,PT,KZALA,,,Y16T24,12.2
2015,PT,KZALA,,,M25T28,13.6
2015,PT,KZALA,,,M29T34,12.1
2015,PT,KZALA,,,Y35T44,11.1
2015,PT,KZALA,,,Y45T54,10.5
2015,PT,KZALA,,,Y55T64,8.4
2015,PT,KZALA,,,Y_GE65,9.8
2016,PT,,,,,18.6
2016,PT,KZAKM,,,,17.9
2016,PT,KZAKT,,,,15.4
2016,PT,KZALM,,,,16.2
2016,PT,KZATY,,,,5.1
2016,PT,KZZAP,,,,29.6
2016,PT,KZZHA,,,,33.1
2016,PT,KZKAR,,,,17.4
2016,PT,KZKUS,,,,35.6
2016,PT,KZKZY,,,,16.1
2016,PT,KZMAN,,,,3.0
2016,PT,KZONT,,,,10.0
2016,PT,KZPAV,,,,25.7
2016,PT,KZSEV,,,,28.6
2016,PT,KZVOS,,,,19.4
2016,PT,KZNS,,,,17.2
2016,PT,KZALA,,,,17.2
2016,PT,,M,,,18.3
2016,PT,KZAKM,M,,,18.0
2016,PT,KZAKT,M,,,14.3
2016,PT,KZALM,M,,,18.5
2016,PT,KZATY,M,,,6.4
2016,PT,KZZAP,M,,,30.2
2016,PT,KZZHA,M,,,33.5
2016,PT,KZKAR,M,,,15.6
2016,PT,KZKUS,M,,,32.3
2016,PT,KZKZY,M,,,15.0
2016,PT,KZMAN,M,,,3.1
2016,PT,KZONT,M,,,11.2
2016,PT,KZPAV,M,,,22.6
2016,PT,KZSEV,M,,,24.5
2016,PT,KZVOS,M,,,18.1
2016,PT,KZNS,M,,,18.8
2016,PT,KZALA,M,,,17.5
2016,PT,,F,,,18.9
2016,PT,KZAKM,F,,,17.9
2016,PT,KZAKT,F,,,16.6
2016,PT,KZALM,F,,,13.7
2016,PT,KZATY,F,,,3.7
2016,PT,KZZAP,F,,,28.9
2016,PT,KZZHA,F,,,32.7
2016,PT,KZKAR,F,,,19.5
2016,PT,KZKUS,F,,,38.9
2016,PT,KZKZY,F,,,17.3
2016,PT,KZMAN,F,,,2.8
2016,PT,KZONT,F,,,8.4
2016,PT,KZPAV,F,,,28.6
2016,PT,KZSEV,F,,,33.0
2016,PT,KZVOS,F,,,20.9
2016,PT,KZNS,F,,,15.5
2016,PT,KZALA,F,,,16.9
2016,PT,,,U,,14.9
2016,PT,KZAKM,,U,,13.7
2016,PT,KZAKT,,U,,8.3
2016,PT,KZALM,,U,,14.8
2016,PT,KZATY,,U,,2.2
2016,PT,KZZAP,,U,,12.1
2016,PT,KZZHA,,U,,26.7
2016,PT,KZKAR,,U,,16.8
2016,PT,KZKUS,,U,,27.5
2016,PT,KZKZY,,U,,11.8
2016,PT,KZMAN,,U,,2.4
2016,PT,KZONT,,U,,11.9
2016,PT,KZPAV,,U,,14.8
2016,PT,KZSEV,,U,,15.4
2016,PT,KZVOS,,U,,11.0
2016,PT,KZNS,,U,,17.2
2016,PT,KZALA,,U,,17.2
2016,PT,,,R,,23.5
2016,PT,KZAKM,,R,,21.7
2016,PT,KZAKT,,R,,27.2
2016,PT,KZALM,,R,,16.6
2016,PT,KZATY,,R,,7.8
2016,PT,KZZAP,,R,,45.3
2016,PT,KZZHA,,R,,37.3
2016,PT,KZKAR,,R,,19.7
2016,PT,KZKUS,,R,,44.5
2016,PT,KZKZY,,R,,19.4
2016,PT,KZMAN,,R,,3.6
2016,PT,KZONT,,R,,8.5
2016,PT,KZPAV,,R,,50.2
2016,PT,KZSEV,,R,,37.8
2016,PT,KZVOS,,R,,32.5
2016,PT,,,,Y15,88.4
2016,PT,,,,Y16T24,21.9
2016,PT,,,,M25T28,17.1
2016,PT,,,,M29T34,16.5
2016,PT,,,,Y35T44,17.2
2016,PT,,,,Y45T54,17.3
2016,PT,,,,Y55T64,23.7
2016,PT,,,,Y_GE65,56.0
2016,PT,KZAKM,,,Y15,100.0
2016,PT,KZAKM,,,Y16T24,21.0
2016,PT,KZAKM,,,M25T28,16.8
2016,PT,KZAKM,,,M29T34,15.3
2016,PT,KZAKM,,,Y35T44,15.9
2016,PT,KZAKM,,,Y45T54,15.8
2016,PT,KZAKM,,,Y55T64,21.9
2016,PT,KZAKM,,,Y_GE65,47.1
2016,PT,KZAKT,,,Y16T24,20.6
2016,PT,KZAKT,,,M25T28,13.3
2016,PT,KZAKT,,,M29T34,14.1
2016,PT,KZAKT,,,Y35T44,14.5
2016,PT,KZAKT,,,Y45T54,14.9
2016,PT,KZAKT,,,Y55T64,18.9
2016,PT,KZAKT,,,Y_GE65,60.2
2016,PT,KZALM,,,Y16T24,17.3
2016,PT,KZALM,,,M25T28,16.0
2016,PT,KZALM,,,M29T34,15.0
2016,PT,KZALM,,,Y35T44,17.0
2016,PT,KZALM,,,Y45T54,16.9
2016,PT,KZALM,,,Y55T64,13.2
2016,PT,KZALM,,,Y_GE65,5.2
2016,PT,KZATY,,,Y16T24,6.2
2016,PT,KZATY,,,M25T28,4.9
2016,PT,KZATY,,,M29T34,3.5
2016,PT,KZATY,,,Y35T44,4.5
2016,PT,KZATY,,,Y45T54,5.3
2016,PT,KZATY,,,Y55T64,7.4
2016,PT,KZATY,,,Y_GE65,1.2
2016,PT,KZZAP,,,Y16T24,29.2
2016,PT,KZZAP,,,M25T28,23.5
2016,PT,KZZAP,,,M29T34,27.7
2016,PT,KZZAP,,,Y35T44,29.4
2016,PT,KZZAP,,,Y45T54,29.8
2016,PT,KZZAP,,,Y55T64,38.4
2016,PT,KZZHA,,,Y16T24,50.4
2016,PT,KZZHA,,,M25T28,29.6
2016,PT,KZZHA,,,M29T34,28.1
2016,PT,KZZHA,,,Y35T44,26.9
2016,PT,KZZHA,,,Y45T54,25.5
2016,PT,KZZHA,,,Y55T64,45.2
2016,PT,KZZHA,,,Y_GE65,82.6
2016,PT,KZKAR,,,Y15,100.0
2016,PT,KZKAR,,,Y16T24,27.1
2016,PT,KZKAR,,,M25T28,20.0
2016,PT,KZKAR,,,M29T34,16.8
2016,PT,KZKAR,,,Y35T44,16.0
2016,PT,KZKAR,,,Y45T54,12.4
2016,PT,KZKAR,,,Y55T64,16.4
2016,PT,KZKAR,,,Y_GE65,54.3
2016,PT,KZKUS,,,Y15,100.0
2016,PT,KZKUS,,,Y16T24,43.9
2016,PT,KZKUS,,,M25T28,35.8
2016,PT,KZKUS,,,M29T34,33.5
2016,PT,KZKUS,,,Y35T44,31.1
2016,PT,KZKUS,,,Y45T54,30.4
2016,PT,KZKUS,,,Y55T64,39.3
2016,PT,KZKUS,,,Y_GE65,87.1
2016,PT,KZKZY,,,Y15,100.0
2016,PT,KZKZY,,,Y16T24,16.5
2016,PT,KZKZY,,,M25T28,15.4
2016,PT,KZKZY,,,M29T34,17.0
2016,PT,KZKZY,,,Y35T44,15.7
2016,PT,KZKZY,,,Y45T54,15.9
2016,PT,KZKZY,,,Y55T64,15.8
2016,PT,KZKZY,,,Y_GE65,64.1
2016,PT,KZMAN,,,Y16T24,2.4
2016,PT,KZMAN,,,M25T28,2.4
2016,PT,KZMAN,,,M29T34,2.2
2016,PT,KZMAN,,,Y35T44,3.6
2016,PT,KZMAN,,,Y45T54,3.0
2016,PT,KZMAN,,,Y55T64,4.8
2016,PT,KZONT,,,Y16T24,13.5
2016,PT,KZONT,,,M25T28,9.0
2016,PT,KZONT,,,M29T34,8.3
2016,PT,KZONT,,,Y35T44,10.6
2016,PT,KZONT,,,Y45T54,9.4
2016,PT,KZONT,,,Y55T64,10.2
2016,PT,KZONT,,,Y_GE65,53.9
2016,PT,KZPAV,,,Y16T24,37.3
2016,PT,KZPAV,,,M25T28,24.1
2016,PT,KZPAV,,,M29T34,21.7
2016,PT,KZPAV,,,Y35T44,20.3
2016,PT,KZPAV,,,Y45T54,24.0
2016,PT,KZPAV,,,Y55T64,36.5
2016,PT,KZPAV,,,Y_GE65,97.8
2016,PT,KZSEV,,,Y15,100.0
2016,PT,KZSEV,,,Y16T24,30.0
2016,PT,KZSEV,,,M25T28,22.8
2016,PT,KZSEV,,,M29T34,22.1
2016,PT,KZSEV,,,Y35T44,22.9
2016,PT,KZSEV,,,Y45T54,26.6
2016,PT,KZSEV,,,Y55T64,41.9
2016,PT,KZSEV,,,Y_GE65,93.8
2016,PT,KZVOS,,,Y15,23.6
2016,PT,KZVOS,,,Y16T24,19.6
2016,PT,KZVOS,,,M25T28,15.6
2016,PT,KZVOS,,,M29T34,16.2
2016,PT,KZVOS,,,Y35T44,20.5
2016,PT,KZVOS,,,Y45T54,21.6
2016,PT,KZVOS,,,Y55T64,21.8
2016,PT,KZVOS,,,Y_GE65,61.4
2016,PT,KZNS,,,Y16T24,18.5
2016,PT,KZNS,,,M25T28,18.5
2016,PT,KZNS,,,M29T34,18.7
2016,PT,KZNS,,,Y35T44,16.5
2016,PT,KZNS,,,Y45T54,14.1
2016,PT,KZNS,,,Y55T64,18.0
2016,PT,KZNS,,,Y_GE65,5.9
2016,PT,KZALA,,,Y16T24,19.2
2016,PT,KZALA,,,M25T28,19.9
2016,PT,KZALA,,,M29T34,17.8
2016,PT,KZALA,,,Y35T44,16.5
2016,PT,KZALA,,,Y45T54,14.2
2016,PT,KZALA,,,Y55T64,16.5
2016,PT,KZALA,,,Y_GE65,21.0
2017,PT,,,,,16.2
2017,PT,KZAKM,,,,16.5
2017,PT,KZAKT,,,,8.4
2017,PT,KZALM,,,,18.3
2017,PT,KZATY,,,,6.8
2017,PT,KZZAP,,,,29.7
2017,PT,KZZHA,,,,30.8
2017,PT,KZKAR,,,,16.2
2017,PT,KZKUS,,,,27.1
2017,PT,KZKZY,,,,13.6
2017,PT,KZMAN,,,,2.4
2017,PT,KZONT,,,,6.4
2017,PT,KZPAV,,,,20.9
2017,PT,KZSEV,,,,23.7
2017,PT,KZVOS,,,,14.9
2017,PT,KZNS,,,,24.6
2017,PT,KZALA,,,,10.5
2017,PT,,M,,,16.3
2017,PT,KZAKM,M,,,17.7
2017,PT,KZAKT,M,,,7.1
2017,PT,KZALM,M,,,21.5
2017,PT,KZATY,M,,,5.7
2017,PT,KZZAP,M,,,30.2
2017,PT,KZZHA,M,,,31.7
2017,PT,KZKAR,M,,,14.9
2017,PT,KZKUS,M,,,25.2
2017,PT,KZKZY,M,,,14.2
2017,PT,KZMAN,M,,,2.3
2017,PT,KZONT,M,,,6.8
2017,PT,KZPAV,M,,,19.7
2017,PT,KZSEV,M,,,20.7
2017,PT,KZVOS,M,,,15.1
2017,PT,KZNS,M,,,25.2
2017,PT,KZALA,M,,,10.5
2017,PT,,F,,,16.1
2017,PT,KZAKM,F,,,15.2
2017,PT,KZAKT,F,,,9.7
2017,PT,KZALM,F,,,15.1
2017,PT,KZATY,F,,,7.9
2017,PT,KZZAP,F,,,29.2
2017,PT,KZZHA,F,,,29.7
2017,PT,KZKAR,F,,,17.7
2017,PT,KZKUS,F,,,28.9
2017,PT,KZKZY,F,,,12.9
2017,PT,KZMAN,F,,,2.4
2017,PT,KZONT,F,,,5.8
2017,PT,KZPAV,F,,,22.0
2017,PT,KZSEV,F,,,26.9
2017,PT,KZVOS,F,,,14.7
2017,PT,KZNS,F,,,23.9
2017,PT,KZALA,F,,,10.5
2017,PT,,,U,,11.7
2017,PT,KZAKM,,U,,11.4
2017,PT,KZAKT,,U,,2.3
2017,PT,KZALM,,U,,15.1
2017,PT,KZATY,,U,,4.5
2017,PT,KZZAP,,U,,13.4
2017,PT,KZZHA,,U,,12.3
2017,PT,KZKAR,,U,,15.3
2017,PT,KZKUS,,U,,17.8
2017,PT,KZKZY,,U,,9.3
2017,PT,KZMAN,,U,,2.0
2017,PT,KZONT,,U,,5.0
2017,PT,KZPAV,,U,,11.4
2017,PT,KZSEV,,U,,8.8
2017,PT,KZVOS,,U,,9.0
2017,PT,KZNS,,U,,24.6
2017,PT,KZALA,,U,,10.5
2017,PT,,,R,,22.2
2017,PT,KZAKM,,R,,21.2
2017,PT,KZAKT,,R,,19.0
2017,PT,KZALM,,R,,19.3
2017,PT,KZATY,,R,,9.1
2017,PT,KZZAP,,R,,44.8
2017,PT,KZZHA,,R,,42.3
2017,PT,KZKAR,,R,,19.6
2017,PT,KZKUS,,R,,36.8
2017,PT,KZKZY,,R,,16.9
2017,PT,KZMAN,,R,,2.7
2017,PT,KZONT,,R,,7.4
2017,PT,KZPAV,,R,,42.4
2017,PT,KZSEV,,R,,34.2
2017,PT,KZVOS,,R,,24.0
2017,PT,,,,Y15,46.5
2017,PT,,,,Y16T24,19.2
2017,PT,,,,M25T28,14.5
2017,PT,,,,M29T34,14.7
2017,PT,,,,Y35T44,15.0
2017,PT,,,,Y45T54,15.0
2017,PT,,,,Y55T64,20.9
2017,PT,,,,Y_GE65,48.0
2017,PT,KZAKM,,,Y15,100.0
2017,PT,KZAKM,,,Y16T24,19.8
2017,PT,KZAKM,,,M25T28,15.7
2017,PT,KZAKM,,,M29T34,15.3
2017,PT,KZAKM,,,Y35T44,14.8
2017,PT,KZAKM,,,Y45T54,16.0
2017,PT,KZAKM,,,Y55T64,17.0
2017,PT,KZAKM,,,Y_GE65,27.2
2017,PT,KZAKT,,,Y16T24,6.4
2017,PT,KZAKT,,,M25T28,9.3
2017,PT,KZAKT,,,M29T34,9.5
2017,PT,KZAKT,,,Y35T44,7.4
2017,PT,KZAKT,,,Y45T54,8.6
2017,PT,KZAKT,,,Y55T64,8.1
2017,PT,KZAKT,,,Y_GE65,17.6
2017,PT,KZALM,,,Y16T24,14.9
2017,PT,KZALM,,,M25T28,16.6
2017,PT,KZALM,,,M29T34,17.2
2017,PT,KZALM,,,Y35T44,19.6
2017,PT,KZALM,,,Y45T54,19.6
2017,PT,KZALM,,,Y55T64,21.5
2017,PT,KZALM,,,Y_GE65,11.7
2017,PT,KZATY,,,Y16T24,10.4
2017,PT,KZATY,,,M25T28,4.9
2017,PT,KZATY,,,M29T34,5.3
2017,PT,KZATY,,,Y35T44,7.9
2017,PT,KZATY,,,Y45T54,5.8
2017,PT,KZATY,,,Y55T64,6.6
2017,PT,KZATY,,,Y_GE65,11.7
2017,PT,KZZAP,,,Y16T24,30.7
2017,PT,KZZAP,,,M25T28,26.5
2017,PT,KZZAP,,,M29T34,26.5
2017,PT,KZZAP,,,Y35T44,27.0
2017,PT,KZZAP,,,Y45T54,31.6
2017,PT,KZZAP,,,Y55T64,36.7
2017,PT,KZZHA,,,Y16T24,38.8
2017,PT,KZZHA,,,M25T28,28.7
2017,PT,KZZHA,,,M29T34,24.7
2017,PT,KZZHA,,,Y35T44,23.9
2017,PT,KZZHA,,,Y45T54,26.7
2017,PT,KZZHA,,,Y55T64,43.6
2017,PT,KZZHA,,,Y_GE65,57.9
2017,PT,KZKAR,,,Y15,100.0
2017,PT,KZKAR,,,Y16T24,23.1
2017,PT,KZKAR,,,M25T28,16.3
2017,PT,KZKAR,,,M29T34,15.7
2017,PT,KZKAR,,,Y35T44,15.1
2017,PT,KZKAR,,,Y45T54,14.1
2017,PT,KZKAR,,,Y55T64,16.7
2017,PT,KZKAR,,,Y_GE65,47.6
2017,PT,KZKUS,,,Y15,100.0
2017,PT,KZKUS,,,Y16T24,35.1
2017,PT,KZKUS,,,M25T28,27.9
2017,PT,KZKUS,,,M29T34,25.2
2017,PT,KZKUS,,,Y35T44,19.6
2017,PT,KZKUS,,,Y45T54,23.1
2017,PT,KZKUS,,,Y55T64,34.2
2017,PT,KZKUS,,,Y_GE65,91.9
2017,PT,KZKZY,,,Y16T24,16.9
2017,PT,KZKZY,,,M25T28,14.4
2017,PT,KZKZY,,,M29T34,13.8
2017,PT,KZKZY,,,Y35T44,13.5
2017,PT,KZKZY,,,Y45T54,11.2
2017,PT,KZKZY,,,Y55T64,12.3
2017,PT,KZKZY,,,Y_GE65,26.6
2017,PT,KZMAN,,,Y16T24,4.6
2017,PT,KZMAN,,,M25T28,2.4
2017,PT,KZMAN,,,M29T34,2.2
2017,PT,KZMAN,,,Y35T44,2.0
2017,PT,KZMAN,,,Y45T54,2.3
2017,PT,KZMAN,,,Y55T64,1.7
2017,PT,KZONT,,,Y16T24,9.1
2017,PT,KZONT,,,M25T28,6.1
2017,PT,KZONT,,,M29T34,5.9
2017,PT,KZONT,,,Y35T44,6.6
2017,PT,KZONT,,,Y45T54,5.4
2017,PT,KZONT,,,Y55T64,6.8
2017,PT,KZPAV,,,Y16T24,25.5
2017,PT,KZPAV,,,M25T28,18.2
2017,PT,KZPAV,,,M29T34,18.0
2017,PT,KZPAV,,,Y35T44,17.4
2017,PT,KZPAV,,,Y45T54,17.3
2017,PT,KZPAV,,,Y55T64,32.3
2017,PT,KZPAV,,,Y_GE65,99.5
2017,PT,KZSEV,,,Y15,100.0
2017,PT,KZSEV,,,Y16T24,26.7
2017,PT,KZSEV,,,M25T28,15.5
2017,PT,KZSEV,,,M29T34,16.7
2017,PT,KZSEV,,,Y35T44,18.8
2017,PT,KZSEV,,,Y45T54,20.8
2017,PT,KZSEV,,,Y55T64,36.3
2017,PT,KZSEV,,,Y_GE65,91.2
2017,PT,KZVOS,,,Y15,100.0
2017,PT,KZVOS,,,Y16T24,18.5
2017,PT,KZVOS,,,M25T28,11.4
2017,PT,KZVOS,,,M29T34,12.8
2017,PT,KZVOS,,,Y35T44,14.0
2017,PT,KZVOS,,,Y45T54,15.3
2017,PT,KZVOS,,,Y55T64,19.4
2017,PT,KZVOS,,,Y_GE65,60.4
2017,PT,KZNS,,,Y16T24,21.9
2017,PT,KZNS,,,M25T28,22.6
2017,PT,KZNS,,,M29T34,30.8
2017,PT,KZNS,,,Y35T44,30.9
2017,PT,KZNS,,,Y45T54,14.9
2017,PT,KZNS,,,Y55T64,9.6
2017,PT,KZNS,,,Y_GE65,7.6
2017,PT,KZALA,,,Y16T24,11.9
2017,PT,KZALA,,,M25T28,8.8
2017,PT,KZALA,,,M29T34,11.4
2017,PT,KZALA,,,Y35T44,10.3
2017,PT,KZALA,,,Y45T54,9.7
2017,PT,KZALA,,,Y55T64,11.0
2017,PT,KZALA,,,Y_GE65,1.3
2018,PT,,,,,14.9
2018,PT,KZAKM,,,,17.0
2018,PT,KZAKT,,,,8.0
2018,PT,KZALM,,,,17.7
2018,PT,KZATY,,,,5.6
2018,PT,KZZAP,,,,29.8
2018,PT,KZZHA,,,,32.1
2018,PT,KZKAR,,,,17.8
2018,PT,KZKUS,,,,22.4
2018,PT,KZKZY,,,,11.6
2018,PT,KZMAN,,,,3.0
2018,PT,KZPAV,,,,12.6
2018,PT,KZSEV,,,,23.0
2018,PT,KZYUZ,,,,8.8
2018,PT,KZVOS,,,,11.8
2018,PT,KZNS,,,,16.6
2018,PT,KZALA,,,,10.9
2018,PT,KZSHY,,,,4.5
2018,PT,,M,,,15.1
2018,PT,KZAKM,M,,,16.9
2018,PT,KZAKT,M,,,7.6
2018,PT,KZALM,M,,,18.4
2018,PT,KZATY,M,,,5.0
2018,PT,KZZAP,M,,,30.7
2018,PT,KZZHA,M,,,33.6
2018,PT,KZKAR,M,,,17.9
2018,PT,KZKUS,M,,,22.3
2018,PT,KZKZY,M,,,11.0
2018,PT,KZMAN,M,,,2.5
2018,PT,KZPAV,M,,,11.6
2018,PT,KZSEV,M,,,20.8
2018,PT,KZYUZ,M,,,11.2
2018,PT,KZVOS,M,,,11.7
2018,PT,KZNS,M,,,16.0
2018,PT,KZALA,M,,,11.4
2018,PT,KZSHY,M,,,4.6
2018,PT,,F,,,14.7
2018,PT,KZAKM,F,,,17.1
2018,PT,KZAKT,F,,,8.5
2018,PT,KZALM,F,,,17.0
2018,PT,KZATY,F,,,6.3
