Year,UNIT_MEASURE,Value
2010,PT,21.3
2011,PT,21.3
2012,PT,21.3
2013,PT,21.4
2014,PT,21.4
2015,PT,21.4
2016,PT,21.5
2017,PT,21.1
2018,PT,21.8
2019,PT,21.8
