Year,UNIT_MEASURE,REF_AREA,URBANISATION,SEX,AGE,Value
2013,PT,KZAKM,,,Y45T54,4.6
2013,PT,KZAKM,,,Y55T64,6.9
2013,PT,KZAKT,,,Y16T24,2.5
2013,PT,KZAKT,,,M25T28,3.8
2013,PT,KZAKT,,,M29T34,4.8
2013,PT,KZAKT,,,Y35T44,6.2
2013,PT,KZAKT,,,Y45T54,7.0
2013,PT,KZAKT,,,Y55T64,0.4
2013,PT,KZALM,,,Y16T24,2.4
2013,PT,KZALM,,,M25T28,11.6
2013,PT,KZALM,,,M29T34,11.7
2013,PT,KZALM,,,Y35T44,2.2
2013,PT,KZALM,,,Y45T54,1.7
2013,PT,KZALM,,,Y55T64,0.1
2013,PT,KZATY,,,Y16T24,1.0
2013,PT,KZATY,,,M25T28,6.8
2013,PT,KZATY,,,M29T34,6.8
2013,PT,KZATY,,,Y35T44,4.1
2013,PT,KZATY,,,Y45T54,6.4
2013,PT,KZATY,,,Y55T64,5.6
2013,PT,KZZAP,,,Y16T24,4.5
2013,PT,KZZAP,,,M25T28,5.5
2013,PT,KZZAP,,,M29T34,6.5
2013,PT,KZZAP,,,Y35T44,5.6
2013,PT,KZZAP,,,Y45T54,4.7
2013,PT,KZZAP,,,Y55T64,3.7
2013,PT,KZZHA,,,Y16T24,5.2
2013,PT,KZZHA,,,M25T28,9.4
2013,PT,KZZHA,,,M29T34,3.2
2013,PT,KZZHA,,,Y35T44,3.7
2013,PT,KZZHA,,,Y45T54,3.4
2013,PT,KZZHA,,,Y55T64,9.3
2013,PT,KZKAR,,,Y16T24,5.2
2013,PT,KZKAR,,,M25T28,3.6
2013,PT,KZKAR,,,M29T34,8.3
2013,PT,KZKAR,,,Y35T44,5.1
2013,PT,KZKAR,,,Y45T54,4.0
2013,PT,KZKAR,,,Y55T64,3.1
2013,PT,KZKUS,,,Y16T24,4.6
2013,PT,KZKUS,,,M25T28,2.8
2013,PT,KZKUS,,,M29T34,6.5
2013,PT,KZKUS,,,Y35T44,5.8
2013,PT,KZKUS,,,Y45T54,6.2
2013,PT,KZKUS,,,Y55T64,3.3
2013,PT,KZKZY,,,Y16T24,6.7
2013,PT,KZKZY,,,M25T28,6.8
2013,PT,KZKZY,,,M29T34,4.6
2013,PT,KZKZY,,,Y35T44,4.6
2013,PT,KZKZY,,,Y45T54,4.5
2013,PT,KZKZY,,,Y55T64,3.9
2013,PT,KZMAN,,,Y16T24,7.9
2013,PT,KZMAN,,,M25T28,7.1
2013,PT,KZMAN,,,M29T34,4.1
2013,PT,KZMAN,,,Y35T44,3.4
2013,PT,KZMAN,,,Y45T54,6.7
2013,PT,KZMAN,,,Y55T64,7.1
2013,PT,KZONT,,,Y16T24,1.0
2013,PT,KZONT,,,M25T28,5.4
2013,PT,KZONT,,,M29T34,10.4
2013,PT,KZONT,,,Y35T44,4.6
2013,PT,KZONT,,,Y45T54,4.8
2013,PT,KZONT,,,Y55T64,5.1
2013,PT,KZPAV,,,Y16T24,3.6
2013,PT,KZPAV,,,M25T28,7.6
2013,PT,KZPAV,,,M29T34,4.7
2013,PT,KZPAV,,,Y35T44,4.4
2013,PT,KZPAV,,,Y45T54,4.9
2013,PT,KZPAV,,,Y55T64,5.5
2013,PT,KZSEV,,,Y16T24,3.7
2013,PT,KZSEV,,,M25T28,12.1
2013,PT,KZSEV,,,M29T34,5.6
2013,PT,KZSEV,,,Y35T44,5.9
2013,PT,KZSEV,,,Y45T54,3.4
2013,PT,KZSEV,,,Y55T64,3.1
2013,PT,KZVOS,,,Y16T24,3.7
2013,PT,KZVOS,,,M25T28,8.3
2013,PT,KZVOS,,,M29T34,8.6
2013,PT,KZVOS,,,Y35T44,4.7
2013,PT,KZVOS,,,Y45T54,2.7
2013,PT,KZVOS,,,Y55T64,2.5
2013,PT,KZNS,,,Y16T24,7.7
2013,PT,KZNS,,,M25T28,2.9
2013,PT,KZNS,,,M29T34,3.0
2013,PT,KZNS,,,Y35T44,8.2
2013,PT,KZNS,,,Y45T54,5.9
2013,PT,KZNS,,,Y55T64,6.4
2013,PT,KZALA,,,Y16T24,5.9
2013,PT,KZALA,,,M25T28,10.0
2013,PT,KZALA,,,M29T34,4.9
2013,PT,KZALA,,,Y35T44,5.4
2013,PT,KZALA,,,Y45T54,3.6
2013,PT,KZALA,,,Y55T64,4.1
2014,PT,,,,,5.0
2014,PT,KZAKM,,,,4.9
2014,PT,KZAKT,,,,4.9
2014,PT,KZALM,,,,4.9
2014,PT,KZATY,,,,5.0
2014,PT,KZZAP,,,,5.0
2014,PT,KZZHA,,,,4.9
2014,PT,KZKAR,,,,4.9
2014,PT,KZKUS,,,,5.0
2014,PT,KZKZY,,,,5.0
2014,PT,KZMAN,,,,5.0
2014,PT,KZONT,,,,5.4
2014,PT,KZPAV,,,,4.8
2014,PT,KZSEV,,,,5.0
2014,PT,KZVOS,,,,4.8
2014,PT,KZNS,,,,5.1
2014,PT,KZALA,,,,5.5
2014,PT,,,M,,4.3
2014,PT,KZAKM,,M,,4.6
2014,PT,KZAKT,,M,,3.8
2014,PT,KZALM,,M,,4.0
2014,PT,KZATY,,M,,5.2
2014,PT,KZZAP,,M,,4.5
2014,PT,KZZHA,,M,,4.0
2014,PT,KZKAR,,M,,3.6
2014,PT,KZKUS,,M,,5.1
2014,PT,KZKZY,,M,,4.5
2014,PT,KZMAN,,M,,3.9
2014,PT,KZONT,,M,,4.5
2014,PT,KZPAV,,M,,4.5
2014,PT,KZSEV,,M,,4.9
2014,PT,KZVOS,,M,,3.3
2014,PT,KZNS,,M,,5.0
2014,PT,KZALA,,M,,4.5
2014,PT,,,F,,5.8
2014,PT,KZAKM,,F,,5.3
2014,PT,KZAKT,,F,,6.0
2014,PT,KZALM,,F,,5.9
2014,PT,KZATY,,F,,4.9
2014,PT,KZZAP,,F,,5.6
2014,PT,KZZHA,,F,,5.9
2014,PT,KZKAR,,F,,6.2
2014,PT,KZKUS,,F,,5.0
2014,PT,KZKZY,,F,,5.7
2014,PT,KZMAN,,F,,6.3
2014,PT,KZONT,,F,,6.4
2014,PT,KZPAV,,F,,5.0
2014,PT,KZSEV,,F,,5.1
2014,PT,KZVOS,,F,,6.3
2014,PT,KZNS,,F,,5.1
2014,PT,KZALA,,F,,6.5
2014,PT,,U,,,5.2
2014,PT,KZAKM,U,,,4.6
2014,PT,KZAKT,U,,,5.1
2014,PT,KZALM,U,,,5.0
2014,PT,KZATY,U,,,4.4
2014,PT,KZZAP,U,,,4.9
2014,PT,KZZHA,U,,,6.0
2014,PT,KZKAR,U,,,5.1
2014,PT,KZKUS,U,,,6.0
2014,PT,KZKZY,U,,,4.7
2014,PT,KZMAN,U,,,4.5
2014,PT,KZONT,U,,,5.7
2014,PT,KZPAV,U,,,5.0
2014,PT,KZSEV,U,,,4.7
2014,PT,KZVOS,U,,,4.8
2014,PT,KZNS,U,,,5.1
2014,PT,KZALA,U,,,5.5
2014,PT,,R,,,4.9
2014,PT,KZAKM,R,,,5.3
2014,PT,KZAKT,R,,,4.5
2014,PT,KZALM,R,,,4.8
2014,PT,KZATY,R,,,5.6
2014,PT,KZZAP,R,,,5.1
2014,PT,KZZHA,R,,,4.1
2014,PT,KZKAR,R,,,4.1
2014,PT,KZKUS,R,,,4.0
2014,PT,KZKZY,R,,,5.2
2014,PT,KZMAN,R,,,5.6
2014,PT,KZONT,R,,,5.3
2014,PT,KZPAV,R,,,4.2
2014,PT,KZSEV,R,,,5.2
2014,PT,KZVOS,R,,,4.7
2014,PT,,,,Y16T24,3.8
2014,PT,,,,M25T28,4.7
2014,PT,,,,M29T34,7.4
2014,PT,,,,Y35T44,4.6
2014,PT,,,,Y45T54,4.6
2014,PT,,,,Y55T64,5.1
2014,PT,KZAKM,,,Y16T24,3.8
2014,PT,KZAKM,,,M25T28,2.2
2014,PT,KZAKM,,,M29T34,5.9
2014,PT,KZAKM,,,Y35T44,4.9
2014,PT,KZAKM,,,Y45T54,6.2
2014,PT,KZAKM,,,Y55T64,5.5
2014,PT,KZAKT,,,Y16T24,3.0
2014,PT,KZAKT,,,M25T28,3.3
2014,PT,KZAKT,,,M29T34,6.1
2014,PT,KZAKT,,,Y35T44,6.1
2014,PT,KZAKT,,,Y45T54,5.3
2014,PT,KZAKT,,,Y55T64,1.8
2014,PT,KZALM,,,Y16T24,3.0
2014,PT,KZALM,,,M25T28,3.5
2014,PT,KZALM,,,M29T34,9.4
2014,PT,KZALM,,,Y35T44,4.6
2014,PT,KZALM,,,Y45T54,4.2
2014,PT,KZALM,,,Y55T64,8.0
2014,PT,KZATY,,,Y16T24,1.3
2014,PT,KZATY,,,M25T28,4.9
2014,PT,KZATY,,,M29T34,6.2
2014,PT,KZATY,,,Y35T44,5.6
2014,PT,KZATY,,,Y45T54,5.5
2014,PT,KZATY,,,Y55T64,5.8
2014,PT,KZZAP,,,Y16T24,4.1
2014,PT,KZZAP,,,M25T28,4.7
2014,PT,KZZAP,,,M29T34,7.4
2014,PT,KZZAP,,,Y35T44,4.4
2014,PT,KZZAP,,,Y45T54,5.5
2014,PT,KZZAP,,,Y55T64,4.6
2014,PT,KZZHA,,,Y16T24,4.8
2014,PT,KZZHA,,,M25T28,5.7
2014,PT,KZZHA,,,M29T34,5.9
2014,PT,KZZHA,,,Y35T44,3.4
2014,PT,KZZHA,,,Y45T54,4.6
2014,PT,KZZHA,,,Y55T64,7.2
2014,PT,KZKAR,,,Y16T24,5.1
2014,PT,KZKAR,,,M25T28,3.6
2014,PT,KZKAR,,,M29T34,6.9
2014,PT,KZKAR,,,Y35T44,4.8
2014,PT,KZKAR,,,Y45T54,4.8
2014,PT,KZKAR,,,Y55T64,3.3
2014,PT,KZKUS,,,Y16T24,3.8
2014,PT,KZKUS,,,M25T28,3.5
2014,PT,KZKUS,,,M29T34,10.0
2014,PT,KZKUS,,,Y35T44,5.2
2014,PT,KZKUS,,,Y45T54,3.6
2014,PT,KZKUS,,,Y55T64,2.5
2014,PT,KZKZY,,,Y16T24,5.8
2014,PT,KZKZY,,,M25T28,3.9
2014,PT,KZKZY,,,M29T34,7.3
2014,PT,KZKZY,,,Y35T44,5.0
2014,PT,KZKZY,,,Y45T54,3.6
2014,PT,KZKZY,,,Y55T64,2.6
2014,PT,KZMAN,,,Y16T24,6.4
2014,PT,KZMAN,,,M25T28,4.9
2014,PT,KZMAN,,,M29T34,9.4
2014,PT,KZMAN,,,Y35T44,2.5
2014,PT,KZMAN,,,Y45T54,2.3
2014,PT,KZMAN,,,Y55T64,5.1
2014,PT,KZONT,,,Y16T24,1.5
2014,PT,KZONT,,,M25T28,4.1
2014,PT,KZONT,,,M29T34,9.8
2014,PT,KZONT,,,Y35T44,4.9
2014,PT,KZONT,,,Y45T54,5.9
2014,PT,KZONT,,,Y55T64,4.7
2014,PT,KZPAV,,,Y16T24,2.3
2014,PT,KZPAV,,,M25T28,3.0
2014,PT,KZPAV,,,M29T34,6.7
2014,PT,KZPAV,,,Y35T44,4.4
2014,PT,KZPAV,,,Y45T54,5.5
2014,PT,KZPAV,,,Y55T64,5.2
2014,PT,KZSEV,,,Y16T24,5.0
2014,PT,KZSEV,,,M25T28,2.7
2014,PT,KZSEV,,,M29T34,8.8
2014,PT,KZSEV,,,Y35T44,5.7
2014,PT,KZSEV,,,Y45T54,4.0
2014,PT,KZSEV,,,Y55T64,3.3
2014,PT,KZVOS,,,Y16T24,3.9
2014,PT,KZVOS,,,M25T28,4.8
2014,PT,KZVOS,,,M29T34,7.9
2014,PT,KZVOS,,,Y35T44,4.2
2014,PT,KZVOS,,,Y45T54,3.4
2014,PT,KZVOS,,,Y55T64,4.2
2014,PT,KZNS,,,Y16T24,8.0
2014,PT,KZNS,,,M25T28,5.3
2014,PT,KZNS,,,M29T34,4.4
2014,PT,KZNS,,,Y35T44,5.0
2014,PT,KZNS,,,Y45T54,4.3
2014,PT,KZNS,,,Y55T64,3.6
2014,PT,KZALA,,,Y16T24,5.6
2014,PT,KZALA,,,M25T28,12.7
2014,PT,KZALA,,,M29T34,4.5
2014,PT,KZALA,,,Y35T44,3.4
2014,PT,KZALA,,,Y45T54,4.0
2014,PT,KZALA,,,Y55T64,9.1
2015,PT,,,,,5.1
2015,PT,KZAKM,,,,5.1
2015,PT,KZAKT,,,,5.1
2015,PT,KZALM,,,,5.0
2015,PT,KZATY,,,,5.0
2015,PT,KZZAP,,,,5.1
2015,PT,KZZHA,,,,5.1
2015,PT,KZKAR,,,,5.3
2015,PT,KZKUS,,,,5.1
2015,PT,KZKZY,,,,5.1
2015,PT,KZMAN,,,,5.1
2015,PT,KZONT,,,,5.3
2015,PT,KZPAV,,,,4.9
2015,PT,KZSEV,,,,5.1
2015,PT,KZVOS,,,,5.0
2015,PT,KZNS,,,,4.7
2015,PT,KZALA,,,,5.3
2015,PT,,,M,,4.4
2015,PT,KZAKM,,M,,5.0
2015,PT,KZAKT,,M,,4.3
2015,PT,KZALM,,M,,4.0
2015,PT,KZATY,,M,,5.4
2015,PT,KZZAP,,M,,4.3
2015,PT,KZZHA,,M,,4.1
2015,PT,KZKAR,,M,,3.8
2015,PT,KZKUS,,M,,4.5
2015,PT,KZKZY,,M,,4.7
2015,PT,KZMAN,,M,,2.6
2015,PT,KZONT,,M,,4.7
2015,PT,KZPAV,,M,,4.7
2015,PT,KZSEV,,M,,4.4
2015,PT,KZVOS,,M,,4.3
2015,PT,KZNS,,M,,4.1
2015,PT,KZALA,,M,,4.8
2015,PT,,,F,,5.9
2015,PT,KZAKM,,F,,5.1
2015,PT,KZAKT,,F,,6.0
2015,PT,KZALM,,F,,6.1
2015,PT,KZATY,,F,,4.7
2015,PT,KZZAP,,F,,6.0
2015,PT,KZZHA,,F,,6.1
2015,PT,KZKAR,,F,,6.9
2015,PT,KZKUS,,F,,5.7
2015,PT,KZKZY,,F,,5.6
2015,PT,KZMAN,,F,,7.9
2015,PT,KZONT,,F,,6.1
2015,PT,KZPAV,,F,,5.1
2015,PT,KZSEV,,F,,5.8
2015,PT,KZVOS,,F,,5.8
2015,PT,KZNS,,F,,5.3
2015,PT,KZALA,,F,,5.6
2015,PT,,U,,,5.0
2015,PT,KZAKM,U,,,4.5
2015,PT,KZAKT,U,,,4.9
2015,PT,KZALM,U,,,5.0
2015,PT,KZATY,U,,,4.1
2015,PT,KZZAP,U,,,4.8
2015,PT,KZZHA,U,,,5.7
2015,PT,KZKAR,U,,,5.1
2015,PT,KZKUS,U,,,5.6
2015,PT,KZKZY,U,,,4.8
2015,PT,KZMAN,U,,,4.5
2015,PT,KZONT,U,,,5.2
2015,PT,KZPAV,U,,,5.0
2015,PT,KZSEV,U,,,4.5
2015,PT,KZVOS,U,,,5.1
2015,PT,KZNS,U,,,4.7
2015,PT,KZALA,U,,,5.3
2015,PT,,R,,,4.9
2015,PT,KZAKM,R,,,5.2
2015,PT,KZAKT,R,,,4.9
2015,PT,KZALM,R,,,4.7
2015,PT,KZATY,R,,,6.0
2015,PT,KZZAP,R,,,5.0
2015,PT,KZZHA,R,,,4.5
2015,PT,KZKAR,R,,,4.2
2015,PT,KZKUS,R,,,4.2
2015,PT,KZKZY,R,,,5.1
2015,PT,KZMAN,R,,,5.8
2015,PT,KZONT,R,,,5.3
2015,PT,KZPAV,R,,,4.2
2015,PT,KZSEV,R,,,5.2
2015,PT,KZVOS,R,,,4.6
2015,PT,,,,Y16T24,4.2
2015,PT,,,,M25T28,4.6
2015,PT,,,,M29T34,7.6
2015,PT,,,,Y35T44,4.5
2015,PT,,,,Y45T54,4.6
2015,PT,,,,Y55T64,5.4
2015,PT,KZAKM,,,Y16T24,3.6
2015,PT,KZAKM,,,M25T28,2.7
2015,PT,KZAKM,,,M29T34,6.0
2015,PT,KZAKM,,,Y35T44,5.3
2015,PT,KZAKM,,,Y45T54,5.8
2015,PT,KZAKM,,,Y55T64,5.8
2015,PT,KZAKT,,,Y16T24,3.5
2015,PT,KZAKT,,,M25T28,3.0
2015,PT,KZAKT,,,M29T34,7.8
2015,PT,KZAKT,,,Y35T44,5.1
2015,PT,KZAKT,,,Y45T54,4.2
2015,PT,KZAKT,,,Y55T64,5.9
2015,PT,KZALM,,,Y16T24,2.7
2015,PT,KZALM,,,M25T28,2.4
2015,PT,KZALM,,,M29T34,7.7
2015,PT,KZALM,,,Y35T44,5.2
2015,PT,KZALM,,,Y45T54,5.0
2015,PT,KZALM,,,Y55T64,9.3
2015,PT,KZATY,,,Y16T24,1.4
2015,PT,KZATY,,,M25T28,3.9
2015,PT,KZATY,,,M29T34,5.8
2015,PT,KZATY,,,Y35T44,4.4
2015,PT,KZATY,,,Y45T54,5.1
2015,PT,KZATY,,,Y55T64,11.9
2015,PT,KZZAP,,,Y16T24,4.3
2015,PT,KZZAP,,,M25T28,4.1
2015,PT,KZZAP,,,M29T34,5.6
2015,PT,KZZAP,,,Y35T44,5.5
2015,PT,KZZAP,,,Y45T54,5.1
2015,PT,KZZAP,,,Y55T64,5.7
2015,PT,KZZHA,,,Y16T24,5.5
2015,PT,KZZHA,,,M25T28,4.5
2015,PT,KZZHA,,,M29T34,6.7
2015,PT,KZZHA,,,Y35T44,4.4
2015,PT,KZZHA,,,Y45T54,5.4
2015,PT,KZZHA,,,Y55T64,3.5
2015,PT,KZKAR,,,Y16T24,6.4
2015,PT,KZKAR,,,M25T28,4.4
2015,PT,KZKAR,,,M29T34,7.0
2015,PT,KZKAR,,,Y35T44,4.4
2015,PT,KZKAR,,,Y45T54,5.7
2015,PT,KZKAR,,,Y55T64,3.9
2015,PT,KZKUS,,,Y16T24,3.3
2015,PT,KZKUS,,,M25T28,3.4
2015,PT,KZKUS,,,M29T34,9.3
2015,PT,KZKUS,,,Y35T44,5.3
2015,PT,KZKUS,,,Y45T54,4.2
2015,PT,KZKUS,,,Y55T64,3.8
2015,PT,KZKZY,,,Y16T24,5.6
2015,PT,KZKZY,,,M25T28,3.2
2015,PT,KZKZY,,,M29T34,8.5
2015,PT,KZKZY,,,Y35T44,4.9
2015,PT,KZKZY,,,Y45T54,3.4
2015,PT,KZKZY,,,Y55T64,3.4
2015,PT,KZMAN,,,Y16T24,5.4
2015,PT,KZMAN,,,M25T28,3.1
2015,PT,KZMAN,,,M29T34,6.7
2015,PT,KZMAN,,,Y35T44,5.2
2015,PT,KZMAN,,,Y45T54,4.4
2015,PT,KZMAN,,,Y55T64,5.4
2015,PT,KZONT,,,Y16T24,3.1
2015,PT,KZONT,,,M25T28,5.2
2015,PT,KZONT,,,M29T34,8.6
2015,PT,KZONT,,,Y35T44,4.8
2015,PT,KZONT,,,Y45T54,4.6
2015,PT,KZONT,,,Y55T64,4.7
2015,PT,KZPAV,,,Y16T24,2.9
2015,PT,KZPAV,,,M25T28,3.7
2015,PT,KZPAV,,,M29T34,5.8
2015,PT,KZPAV,,,Y35T44,5.3
2015,PT,KZPAV,,,Y45T54,4.9
2015,PT,KZPAV,,,Y55T64,6.0
2015,PT,KZSEV,,,Y16T24,4.2
2015,PT,KZSEV,,,M25T28,2.0
2015,PT,KZSEV,,,M29T34,10.2
2015,PT,KZSEV,,,Y35T44,5.1
2015,PT,KZSEV,,,Y45T54,4.8
2015,PT,KZSEV,,,Y55T64,3.3
2015,PT,KZVOS,,,Y16T24,4.1
2015,PT,KZVOS,,,M25T28,4.6
2015,PT,KZVOS,,,M29T34,8.0
2015,PT,KZVOS,,,Y35T44,3.4
2015,PT,KZVOS,,,Y45T54,4.5
2015,PT,KZVOS,,,Y55T64,5.6
2015,PT,KZNS,,,Y16T24,7.2
2015,PT,KZNS,,,M25T28,4.9
2015,PT,KZNS,,,M29T34,6.0
2015,PT,KZNS,,,Y35T44,3.1
2015,PT,KZNS,,,Y45T54,3.4
2015,PT,KZNS,,,Y55T64,4.2
2015,PT,KZALA,,,Y16T24,5.3
2015,PT,KZALA,,,M25T28,15.0
2015,PT,KZALA,,,M29T34,9.0
2015,PT,KZALA,,,Y35T44,3.0
2015,PT,KZALA,,,Y45T54,3.0
2015,PT,KZALA,,,Y55T64,3.1
2016,PT,,,,,5.0
2016,PT,KZAKM,,,,4.9
2016,PT,KZAKT,,,,4.8
2016,PT,KZALM,,,,4.8
2016,PT,KZATY,,,,4.9
2016,PT,KZZAP,,,,4.9
2016,PT,KZZHA,,,,4.9
2016,PT,KZKAR,,,,5.0
2016,PT,KZKUS,,,,4.9
2016,PT,KZKZY,,,,4.9
2016,PT,KZMAN,,,,5.0
2016,PT,KZONT,,,,5.2
2016,PT,KZPAV,,,,4.8
2016,PT,KZSEV,,,,5.0
2016,PT,KZVOS,,,,4.9
2016,PT,KZNS,,,,4.6
2016,PT,KZALA,,,,5.3
2016,PT,,,M,,4.4
2016,PT,KZAKM,,M,,5.2
2016,PT,KZAKT,,M,,4.8
2016,PT,KZALM,,M,,3.8
2016,PT,KZATY,,M,,4.8
2016,PT,KZZAP,,M,,4.6
2016,PT,KZZHA,,M,,4.0
2016,PT,KZKAR,,M,,4.2
2016,PT,KZKUS,,M,,4.8
2016,PT,KZKZY,,M,,4.4
2016,PT,KZMAN,,M,,2.7
2016,PT,KZONT,,M,,4.4
2016,PT,KZPAV,,M,,4.6
2016,PT,KZSEV,,M,,5.0
2016,PT,KZVOS,,M,,4.2
2016,PT,KZNS,,M,,4.4
2016,PT,KZALA,,M,,4.9
2016,PT,,,F,,5.5
2016,PT,KZAKM,,F,,4.6
2016,PT,KZAKT,,F,,4.9
2016,PT,KZALM,,F,,5.8
2016,PT,KZATY,,F,,5.1
2016,PT,KZZAP,,F,,5.2
2016,PT,KZZHA,,F,,5.8
2016,PT,KZKAR,,F,,5.8
2016,PT,KZKUS,,F,,5.1
2016,PT,KZKZY,,F,,5.5
2016,PT,KZMAN,,F,,7.8
2016,PT,KZONT,,F,,6.1
2016,PT,KZPAV,,F,,5.0
2016,PT,KZSEV,,F,,4.9
2016,PT,KZVOS,,F,,5.6
2016,PT,KZNS,,F,,4.9
2016,PT,KZALA,,F,,5.7
2016,PT,,U,,,5.1
2016,PT,KZAKM,U,,,4.4
2016,PT,KZAKT,U,,,5.1
2016,PT,KZALM,U,,,4.8
2016,PT,KZATY,U,,,5.9
2016,PT,KZZAP,U,,,4.8
2016,PT,KZZHA,U,,,5.5
2016,PT,KZKAR,U,,,5.1
2016,PT,KZKUS,U,,,5.6
2016,PT,KZKZY,U,,,4.6
2016,PT,KZMAN,U,,,4.9
2016,PT,KZONT,U,,,5.3
2016,PT,KZPAV,U,,,5.0
2016,PT,KZSEV,U,,,4.7
2016,PT,KZVOS,U,,,5.0
2016,PT,KZNS,U,,,4.6
2016,PT,KZALA,U,,,5.3
2016,PT,,R,,,4.8
2016,PT,KZAKM,R,,,5.4
2016,PT,KZAKT,R,,,4.3
2016,PT,KZALM,R,,,4.8
2016,PT,KZATY,R,,,4.0
2016,PT,KZZAP,R,,,4.9
2016,PT,KZZHA,R,,,4.4
2016,PT,KZKAR,R,,,4.3
2016,PT,KZKUS,R,,,4.2
2016,PT,KZKZY,R,,,5.2
2016,PT,KZMAN,R,,,5.1
2016,PT,KZONT,R,,,5.1
2016,PT,KZPAV,R,,,4.4
2016,PT,KZSEV,R,,,5.1
2016,PT,KZVOS,R,,,4.7
2016,PT,,,,Y16T24,3.8
2016,PT,,,,M25T28,4.3
2016,PT,,,,M29T34,7.0
2016,PT,,,,Y35T44,4.8
2016,PT,,,,Y45T54,4.6
2016,PT,,,,Y55T64,4.6
2016,PT,KZAKM,,,Y16T24,3.0
2016,PT,KZAKM,,,M25T28,3.6
2016,PT,KZAKM,,,M29T34,5.9
2016,PT,KZAKM,,,Y35T44,5.5
2016,PT,KZAKM,,,Y45T54,5.6
2016,PT,KZAKM,,,Y55T64,4.9
2016,PT,KZAKT,,,Y16T24,2.8
2016,PT,KZAKT,,,M25T28,3.0
2016,PT,KZAKT,,,M29T34,5.9
2016,PT,KZAKT,,,Y35T44,4.8
2016,PT,KZAKT,,,Y45T54,6.4
2016,PT,KZAKT,,,Y55T64,3.7
2016,PT,KZALM,,,Y16T24,3.3
2016,PT,KZALM,,,M25T28,2.8
2016,PT,KZALM,,,M29T34,7.2
2016,PT,KZALM,,,Y35T44,5.9
2016,PT,KZALM,,,Y45T54,3.9
2016,PT,KZALM,,,Y55T64,6.1
2016,PT,KZATY,,,Y16T24,1.6
2016,PT,KZATY,,,M25T28,2.9
2016,PT,KZATY,,,M29T34,7.1
2016,PT,KZATY,,,Y35T44,6.0
2016,PT,KZATY,,,Y45T54,4.8
2016,PT,KZATY,,,Y55T64,7.1
2016,PT,KZZAP,,,Y16T24,4.0
2016,PT,KZZAP,,,M25T28,3.9
2016,PT,KZZAP,,,M29T34,6.8
2016,PT,KZZAP,,,Y35T44,5.6
2016,PT,KZZAP,,,Y45T54,4.4
2016,PT,KZZAP,,,Y55T64,4.2
2016,PT,KZZHA,,,Y16T24,4.7
2016,PT,KZZHA,,,M25T28,3.7
2016,PT,KZZHA,,,M29T34,7.4
2016,PT,KZZHA,,,Y35T44,4.2
2016,PT,KZZHA,,,Y45T54,5.4
2016,PT,KZZHA,,,Y55T64,2.8
2016,PT,KZKAR,,,Y16T24,6.0
2016,PT,KZKAR,,,M25T28,4.4
2016,PT,KZKAR,,,M29T34,5.0
2016,PT,KZKAR,,,Y35T44,4.1
2016,PT,KZKAR,,,Y45T54,6.2
2016,PT,KZKAR,,,Y55T64,4.6
2016,PT,KZKUS,,,Y16T24,3.3
2016,PT,KZKUS,,,M25T28,3.2
2016,PT,KZKUS,,,M29T34,10.8
2016,PT,KZKUS,,,Y35T44,5.9
2016,PT,KZKUS,,,Y45T54,3.5
2016,PT,KZKUS,,,Y55T64,1.7
2016,PT,KZKZY,,,Y16T24,5.5
2016,PT,KZKZY,,,M25T28,4.0
2016,PT,KZKZY,,,M29T34,8.3
2016,PT,KZKZY,,,Y35T44,4.7
2016,PT,KZKZY,,,Y45T54,3.4
2016,PT,KZKZY,,,Y55T64,2.5
2016,PT,KZMAN,,,Y16T24,5.2
2016,PT,KZMAN,,,M25T28,3.9
2016,PT,KZMAN,,,M29T34,7.1
2016,PT,KZMAN,,,Y35T44,4.2
2016,PT,KZMAN,,,Y45T54,4.9
2016,PT,KZMAN,,,Y55T64,2.9
2016,PT,KZONT,,,Y16T24,1.9
2016,PT,KZONT,,,M25T28,5.5
2016,PT,KZONT,,,M29T34,7.6
2016,PT,KZONT,,,Y35T44,4.9
2016,PT,KZONT,,,Y45T54,4.5
2016,PT,KZONT,,,Y55T64,5.4
2016,PT,KZPAV,,,Y16T24,2.7
2016,PT,KZPAV,,,M25T28,3.3
2016,PT,KZPAV,,,M29T34,6.2
2016,PT,KZPAV,,,Y35T44,6.0
2016,PT,KZPAV,,,Y45T54,4.5
2016,PT,KZPAV,,,Y55T64,3.6
2016,PT,KZSEV,,,Y16T24,4.9
2016,PT,KZSEV,,,M25T28,1.8
2016,PT,KZSEV,,,M29T34,10.8
2016,PT,KZSEV,,,Y35T44,4.4
2016,PT,KZSEV,,,Y45T54,4.6
2016,PT,KZSEV,,,Y55T64,2.5
2016,PT,KZVOS,,,Y16T24,2.3
2016,PT,KZVOS,,,M25T28,3.6
2016,PT,KZVOS,,,M29T34,9.1
2016,PT,KZVOS,,,Y35T44,3.4
2016,PT,KZVOS,,,Y45T54,3.5
2016,PT,KZVOS,,,Y55T64,6.5
2016,PT,KZNS,,,Y16T24,5.7
2016,PT,KZNS,,,M25T28,4.3
2016,PT,KZNS,,,M29T34,3.6
2016,PT,KZNS,,,Y35T44,4.8
2016,PT,KZNS,,,Y45T54,5.0
2016,PT,KZNS,,,Y55T64,4.3
2016,PT,KZALA,,,Y16T24,5.3
2016,PT,KZALA,,,M25T28,9.7
2016,PT,KZALA,,,M29T34,5.1
2016,PT,KZALA,,,Y35T44,3.9
