Year,UNIT_MEASURE,Value
2010,PT,8.8
2011,PT,9.0
2012,PT,9.0
2013,PT,9.0
2014,PT,9.0
2015,PT,9.1
2016,PT,9.2
2017,PT,9.4
2018,PT,9.6
2019,PT,9.6
