Year,UNIT_MEASURE,Value
2010,PT,1.2
2011,PT,1.3
2012,PT,1.3
2013,PT,0.9
2014,PT,0.8
2015,PT,1.0
2016,PT,1.2
2017,PT,1.3
2018,PT,1.1
