Year,UNIT_MEASURE,REF_AREA,Value
2010,PT,,66.4
2010,PT,KZAKM,76.95108475303883
2010,PT,KZAKT,89.41342768990998
2010,PT,KZALM,41.46364244140317
2010,PT,KZATY,1.5400674207293077
2010,PT,KZZAP,98.97709645040604
2010,PT,KZZHA,7.560847687346486
2010,PT,KZKAR,63.5437673847411
2010,PT,KZKUS,56.46831112711559
2010,PT,KZKZY,67.11240970118486
2010,PT,KZMAN,66.26993960591622
2010,PT,KZPAV,75.68281466586552
2010,PT,KZSEV,0.6445886438647743
2010,PT,KZVOS,29.00283050303373
2010,PT,KZNS,100.0
2010,PT,KZALA,95.1658926094158
2011,PT,,67.5
2011,PT,KZAKM,74.4668321204728
2011,PT,KZAKT,89.7751941505064
2011,PT,KZALM,41.00810878483792
2011,PT,KZATY,1.5724882402605234
2011,PT,KZZAP,98.58574763147054
2011,PT,KZZHA,6.4051762562266426
2011,PT,KZKAR,64.50944892326962
2011,PT,KZKUS,54.20190074499831
2011,PT,KZKZY,77.29702166235435
2011,PT,KZMAN,66.82012518384239
2011,PT,KZPAV,75.97444471874977
2011,PT,KZSEV,7.670794019264786
2011,PT,KZVOS,31.779422237359505
2011,PT,KZNS,100.0
2011,PT,KZALA,96.89183459881583
2012,PT,,67.0
2012,PT,KZAKM,71.34448497044397
2012,PT,KZAKT,84.49811556969784
2012,PT,KZALM,38.93287304508257
2012,PT,KZATY,1.470216820627425
2012,PT,KZZAP,98.77667976929575
2012,PT,KZZHA,7.382582628821087
2012,PT,KZKAR,62.508585790458646
2012,PT,KZKUS,48.85345007296227
2012,PT,KZKZY,77.43779358222189
2012,PT,KZMAN,60.297336319621245
2012,PT,KZPAV,74.75342337565114
2012,PT,KZSEV,0.5669366977867168
2012,PT,KZVOS,34.5649697060045
2012,PT,KZNS,100.0
2012,PT,KZALA,97.6258117648301
2013,PT,,69.6
2013,PT,KZAKM,72.45238215530743
2013,PT,KZAKT,87.17119276448531
2013,PT,KZALM,33.461769845589714
2013,PT,KZATY,1.7428058130955055
2013,PT,KZZAP,98.714244157859
2013,PT,KZZHA,15.600400744239302
2013,PT,KZKAR,67.3651489182809
2013,PT,KZKUS,51.224091676030206
2013,PT,KZKZY,87.38772235376999
2013,PT,KZMAN,74.7425908591977
2013,PT,KZPAV,81.39470477456518
2013,PT,KZSEV,0.5322399587384006
2013,PT,KZVOS,34.61550479235722
2013,PT,KZNS,100.0
2013,PT,KZALA,97.4161555526556
2014,PT,,69.8
2014,PT,KZAKM,77.13508054162315
2014,PT,KZAKT,87.78474667164075
2014,PT,KZALM,30.00681973175722
2014,PT,KZATY,1.9253680027505256
2014,PT,KZZAP,90.12783230340482
2014,PT,KZZHA,17.76162834679026
2014,PT,KZKAR,68.5565740050066
2014,PT,KZKUS,51.247972507573
2014,PT,KZKZY,88.73776422187545
2014,PT,KZMAN,73.46604199849386
2014,PT,KZPAV,86.88080166062797
2014,PT,KZSEV,0.4198546588234242
2014,PT,KZVOS,32.70887378933523
2014,PT,KZNS,100.0
2014,PT,KZALA,96.61882912162916
2015,PT,,72.6
2015,PT,KZAKM,79.22275065201417
2015,PT,KZAKT,87.50524504372834
2015,PT,KZALM,84.68837209302325
2015,PT,KZATY,1.798659006896993
2015,PT,KZZAP,90.17996985726528
2015,PT,KZZHA,16.6
2015,PT,KZKAR,67.51933056575739
2015,PT,KZKUS,51.6
2015,PT,KZKZY,95.71916563703758
2015,PT,KZMAN,74.28293307375354
2015,PT,KZPAV,87.77437991205231
2015,PT,KZSEV,0.0749498430166397
2015,PT,KZVOS,32.11281437862848
2015,PT,KZNS,100.0
2015,PT,KZALA,98.17861139893128
2016,PT,,74.1
2016,PT,KZAKM,79.09847190508886
2016,PT,KZAKT,87.25420461033066
2016,PT,KZALM,83.18447628931823
2016,PT,KZATY,35.40407379423247
2016,PT,KZZAP,90.83566293929712
2016,PT,KZZHA,17.74166178571624
2016,PT,KZKAR,69.50807742942466
2016,PT,KZKUS,50.54785709664284
2016,PT,KZKZY,95.50799222930372
2016,PT,KZMAN,73.26116020478038
2016,PT,KZPAV,88.37466930166255
2016,PT,KZSEV,0.1196028938165918
2016,PT,KZVOS,32.8168512424312
2016,PT,KZNS,100.0
2016,PT,KZALA,97.29871609850872
2017,PT,,72.6
2017,PT,KZAKM,79.53768097256877
2017,PT,KZAKT,87.58302690767084
2017,PT,KZALM,80.71514624355764
2017,PT,KZATY,32.279031977250305
2017,PT,KZZAP,91.14525275044832
2017,PT,KZZHA,18.836949757505
2017,PT,KZKAR,59.51712897804353
2017,PT,KZKUS,54.48756505609681
2017,PT,KZKZY,95.88130261032224
