Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2018,PT,U,F,KZMAN,92.02476520279134
2018,PT,R,,KZMAN,86.57914907595537
2018,PT,R,M,KZMAN,86.52891643619122
2018,PT,R,F,KZMAN,86.62793486341943
2018,PT,,,KZPAV,88.11006925616847
2018,PT,,M,KZPAV,89.44824612972762
2018,PT,,F,KZPAV,86.92970702155405
2018,PT,U,,KZPAV,91.36126740692792
2018,PT,U,M,KZPAV,93.46472911000603
2018,PT,U,F,KZPAV,89.59948455868197
2018,PT,R,,KZPAV,80.21659740586828
2018,PT,R,M,KZPAV,80.55720691218701
2018,PT,R,F,KZPAV,79.87610797743756
2018,PT,,,KZSEV,84.82252502148062
2018,PT,,M,KZSEV,85.13159417414737
2018,PT,,F,KZSEV,84.54328879860795
2018,PT,U,,KZSEV,86.37482923943026
2018,PT,U,M,KZSEV,86.47797065339104
2018,PT,U,F,KZSEV,86.29086676005761
2018,PT,R,,KZSEV,83.54780856567157
2018,PT,R,M,KZSEV,84.13112935353848
2018,PT,R,F,KZSEV,82.97395082158917
2018,PT,,,KZYUZ,80.37042534942408
2018,PT,,M,KZYUZ,81.22557042514572
2018,PT,,F,KZYUZ,79.49867078274228
2018,PT,U,,KZYUZ,77.89322296617075
2018,PT,U,M,KZYUZ,78.00266804536953
2018,PT,U,F,KZYUZ,77.78346754061424
2018,PT,R,,KZYUZ,80.94845866704054
2018,PT,R,M,KZYUZ,81.97002166584471
2018,PT,R,F,KZYUZ,79.9030296811267
2018,PT,,,KZVOS,87.34541820872835
2018,PT,,M,KZVOS,87.71079724073432
2018,PT,,F,KZVOS,87.01751878533179
2018,PT,U,,KZVOS,94.22063176542888
2018,PT,U,M,KZVOS,94.29950969697666
2018,PT,U,F,KZVOS,94.15438987288064
2018,PT,R,,KZVOS,76.52170504816296
2018,PT,R,M,KZVOS,78.22146700651373
2018,PT,R,F,KZVOS,74.82903572443152
2018,PT,,,KZNS,94.19164879238326
2018,PT,,M,KZNS,98.4785856280804
2018,PT,,F,KZNS,90.31903634532092
2018,PT,,,KZALA,89.80043873012005
2018,PT,,M,KZALA,90.54687605859
2018,PT,,F,KZALA,89.19044613493672
2018,PT,,,KZSHY,91.30396348082004
2018,PT,,M,KZSHY,92.3668148403604
2018,PT,,F,KZSHY,90.34503822382472
2019,PT,,,,88.12097004703236
2019,PT,,M,,88.5960218220858
2019,PT,,F,,87.68209467503725
2019,PT,U,,,90.05839995548139
2019,PT,U,M,,90.580358615731
2019,PT,U,F,,89.60399153099115
2019,PT,R,,,85.39844628719246
2019,PT,R,M,,86.00571846176854
2019,PT,R,F,,84.78872340590502
2019,PT,,,KZAKM,88.11544799788605
2019,PT,,M,KZAKM,89.20136915283669
2019,PT,,F,KZAKM,87.10455354871533
2019,PT,U,,KZAKM,89.23739425712863
2019,PT,U,M,KZAKM,89.96836122207375
2019,PT,U,F,KZAKM,88.6005940803064
2019,PT,R,,KZAKM,87.13193845979967
2019,PT,R,M,KZAKM,88.57102216153167
2019,PT,R,F,KZAKM,85.71228109564436
2019,PT,,,KZAKT,90.66373219043209
2019,PT,,M,KZAKT,91.57664838406092
2019,PT,,F,KZAKT,89.82190612815978
2019,PT,U,,KZAKT,92.43496940368723
2019,PT,U,M,KZAKT,92.56051547682202
2019,PT,U,F,KZAKT,92.32351312164198
2019,PT,R,,KZAKT,86.44354948227996
2019,PT,R,M,KZAKT,89.38193905817174
2019,PT,R,F,KZAKT,83.47796525255417
2019,PT,,,KZALM,91.72652554303214
2019,PT,,M,KZALM,91.91252630743077
2019,PT,,F,KZALM,91.54669909386892
2019,PT,U,,KZALM,90.23761031907672
2019,PT,U,M,KZALM,91.17442211193068
2019,PT,U,F,KZALM,89.40154416533092
2019,PT,R,,KZALM,92.14729405676974
2019,PT,R,M,KZALM,92.11036739397744
2019,PT,R,F,KZALM,92.18381030253477
2019,PT,,,KZATY,84.65256384684146
2019,PT,,M,KZATY,84.70095912890928
2019,PT,,F,KZATY,84.60625161513009
2019,PT,U,,KZATY,88.53459096940787
2019,PT,U,M,KZATY,90.17212241656412
2019,PT,U,F,KZATY,87.04452747990425
2019,PT,R,,KZATY,80.53095323316401
2019,PT,R,M,KZATY,79.1919957553248
2019,PT,R,F,KZATY,81.88259419092216
2019,PT,,,KZZAP,87.55776966246414
2019,PT,,M,KZZAP,87.42274429555226
2019,PT,,F,KZZAP,87.68272374020847
2019,PT,U,,KZZAP,94.4638004845242
2019,PT,U,M,KZZAP,95.03529016765567
2019,PT,U,F,KZZAP,93.97939203088411
2019,PT,R,,KZZAP,80.16194186803315
2019,PT,R,M,KZZAP,80.00270344297692
2019,PT,R,F,KZZAP,80.32377950023137
2019,PT,,,KZZHA,81.35257295154081
2019,PT,,M,KZZHA,81.42272348595377
