Year,UNIT_MEASURE,Value
2010,PT,0.5
2011,PT,0.25
2012,PT,0.37
2013,PT,0.53
2014,PT,0.6
2015,PT,0.93
2016,PT,2.07
2017,PT,1.97
2018,PT,1.2
2019,PT,3.0935267891742
