Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,PER_100000_POP,_L_HLTH_IMBD_SUBS,350.7
2010,PER_100000_POP,_L_HLTH_IMBD_ALH,301.3
2010,PER_100000_POP,_L_HLTH_IMBD_DRG,44.3
2011,PER_100000_POP,_L_HLTH_IMBD_SUBS,330.9
2011,PER_100000_POP,_L_HLTH_IMBD_ALH,287.3
2011,PER_100000_POP,_L_HLTH_IMBD_DRG,37.1
2012,PER_100000_POP,_L_HLTH_IMBD_SUBS,311.4
2012,PER_100000_POP,_L_HLTH_IMBD_ALH,276.5
2012,PER_100000_POP,_L_HLTH_IMBD_DRG,28.4
2013,PER_100000_POP,_L_HLTH_IMBD_SUBS,278.2
2013,PER_100000_POP,_L_HLTH_IMBD_ALH,241.1
2013,PER_100000_POP,_L_HLTH_IMBD_DRG,33.0
2014,PER_100000_POP,_L_HLTH_IMBD_SUBS,241.5
2014,PER_100000_POP,_L_HLTH_IMBD_ALH,210.0
2014,PER_100000_POP,_L_HLTH_IMBD_DRG,29.7
2015,PER_100000_POP,_L_HLTH_IMBD_SUBS,216.4
2015,PER_100000_POP,_L_HLTH_IMBD_ALH,184.8
2015,PER_100000_POP,_L_HLTH_IMBD_DRG,30.7
2016,PER_100000_POP,_L_HLTH_IMBD_SUBS,156.6
2016,PER_100000_POP,_L_HLTH_IMBD_ALH,130.6
2016,PER_100000_POP,_L_HLTH_IMBD_DRG,25.1
2017,PER_100000_POP,_L_HLTH_IMBD_SUBS,109.2
2017,PER_100000_POP,_L_HLTH_IMBD_ALH,86.6
2017,PER_100000_POP,_L_HLTH_IMBD_DRG,21.8
2018,PER_100000_POP,_L_HLTH_IMBD_SUBS,99.8
2018,PER_100000_POP,_L_HLTH_IMBD_ALH,79.4
2018,PER_100000_POP,_L_HLTH_IMBD_DRG,20.1
2019,PER_100000_POP,_L_HLTH_IMBD_SUBS,85.6
2019,PER_100000_POP,_L_HLTH_IMBD_ALH,69.0
2019,PER_100000_POP,_L_HLTH_IMBD_DRG,16.2
