Year,UNIT_MEASURE,Value
2010,UNITS,7.78
2011,UNITS,8.18
2012,UNITS,8.1
2013,UNITS,7.93
2014,UNITS,8.15
2015,UNITS,8.14
2016,UNITS,8.51
2017,UNITS,7.95
2018,UNITS,8.26
2019,UNITS,8.04
