Year,UNIT_MEASURE,Value
2013,PT_PREV_Y,19.6
2014,PT_PREV_Y,18.5
2015,PT_PREV_Y,14.1
2016,PT_PREV_Y,12.9
2017,PT_PREV_Y,15.6
2018,PT_PREV_Y,15.7
2019,PT_PREV_Y,15.2
