Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,PT,,27.2
2010,PT,_L_BI_CIT,12.3
2010,PT,_L_BI_RRT,14.9
2011,PT,,38.4
2011,PT,_L_BI_CIT,13.6
2011,PT,_L_BI_RRT,24.8
2012,PT,,36.8
2012,PT,_L_BI_CIT,12.8
2012,PT,_L_BI_RRT,24.0
2013,PT,,34.6
2013,PT,_L_BI_CIT,12.6
2013,PT,_L_BI_RRT,22.0
2014,PT,,32.0
2014,PT,_L_BI_CIT,12.1
2014,PT,_L_BI_RRT,19.9
2015,PT,,12.9
2015,PT,_L_BI_CIT,4.5
2015,PT,_L_BI_RRT,8.4
2016,PT,,14.1
2016,PT,_L_BI_CIT,5.5
2016,PT,_L_BI_RRT,8.6
2017,PT,,18.5
2017,PT,_L_BI_CIT,7.2
2017,PT,_L_BI_RRT,11.3
2018,PT,,24.1
2018,PT,_L_BI_CIT,10.4
2018,PT,_L_BI_RRT,13.8
2019,PT,,22.59925591060644
2019,PT,_L_BI_CIT,9.902183848196126
2019,PT,_L_BI_RRT,12.69707206161378
