Year,UNIT_MEASURE,Value
2010,PT,14.4
2011,PT,11.6
2012,PT,12.3
2013,PT,12.3
2014,PT,14.3
2015,PT,22.1
2016,PT,24.3
2017,PT,24.8
2018,PT,24.9
2019,PT,24.0
