Year,UNIT_MEASURE,Value
2010,TH_HA,55.0
2011,TH_HA,67.9
2012,TH_HA,81.0
2013,TH_HA,92.8
2014,TH_HA,109.8
2015,TH_HA,136.5
2016,TH_HA,170.3
2017,TH_HA,183.4
2018,TH_HA,215.5
2019,TH_HA,210.5
