Year,UNIT_MEASURE,REF_AREA,URBANISATION,AGE,Value
2014,PT,KZZAP,R,,28.8
2014,PT,KZZHA,R,,16.7
2014,PT,KZKAR,R,,32.0
2014,PT,KZKUS,R,,34.4
2014,PT,KZKZY,R,,28.8
2014,PT,KZMAN,R,,45.5
2014,PT,KZONT,R,,30.4
2014,PT,KZPAV,R,,38.6
2014,PT,KZSEV,R,,28.0
2014,PT,KZVOS,R,,29.2
2014,PT,,,Y16T24,29.6
2014,PT,,,M25T28,34.8
2014,PT,,,M29T34,33.2
2014,PT,,,Y35T44,36.5
2014,PT,,,Y45T54,38.3
2014,PT,,,Y55T64,30.2
2014,PT,,,Y_GE65,16.0
2014,PT,KZAKM,,Y16T24,25.6
2014,PT,KZAKM,,M25T28,26.6
2014,PT,KZAKM,,M29T34,32.1
2014,PT,KZAKM,,Y35T44,36.4
2014,PT,KZAKM,,Y45T54,36.8
2014,PT,KZAKM,,Y55T64,37.8
2014,PT,KZAKT,,Y16T24,13.5
2014,PT,KZAKT,,M25T28,43.8
2014,PT,KZAKT,,M29T34,43.3
2014,PT,KZAKT,,Y35T44,41.8
2014,PT,KZAKT,,Y45T54,36.5
2014,PT,KZAKT,,Y55T64,16.7
2014,PT,KZAKT,,Y_GE65,0.0
2014,PT,KZALM,,Y16T24,17.3
2014,PT,KZALM,,M25T28,34.2
2014,PT,KZALM,,M29T34,20.2
2014,PT,KZALM,,Y35T44,27.6
2014,PT,KZALM,,Y45T54,31.1
2014,PT,KZALM,,Y55T64,26.1
2014,PT,KZALM,,Y_GE65,25.6
2014,PT,KZATY,,Y16T24,39.1
2014,PT,KZATY,,M25T28,12.7
2014,PT,KZATY,,M29T34,18.4
2014,PT,KZATY,,Y35T44,36.2
2014,PT,KZATY,,Y45T54,28.7
2014,PT,KZATY,,Y55T64,13.3
2014,PT,KZATY,,Y_GE65,0.0
2014,PT,KZZAP,,Y16T24,31.3
2014,PT,KZZAP,,M25T28,27.1
2014,PT,KZZAP,,M29T34,43.2
2014,PT,KZZAP,,Y35T44,32.6
2014,PT,KZZAP,,Y45T54,27.6
2014,PT,KZZAP,,Y55T64,26.9
2014,PT,KZZAP,,Y_GE65,0.0
2014,PT,KZZHA,,Y16T24,4.2
2014,PT,KZZHA,,M25T28,25.0
2014,PT,KZZHA,,M29T34,11.3
2014,PT,KZZHA,,Y35T44,22.8
2014,PT,KZZHA,,Y45T54,42.2
2014,PT,KZZHA,,Y55T64,28.3
2014,PT,KZZHA,,Y_GE65,0.0
2014,PT,KZKAR,,Y16T24,31.1
2014,PT,KZKAR,,M25T28,20.2
2014,PT,KZKAR,,M29T34,33.4
2014,PT,KZKAR,,Y35T44,35.2
2014,PT,KZKAR,,Y45T54,43.4
2014,PT,KZKAR,,Y55T64,42.9
2014,PT,KZKAR,,Y_GE65,8.1
2014,PT,KZKUS,,Y16T24,44.5
2014,PT,KZKUS,,M25T28,35.6
2014,PT,KZKUS,,M29T34,34.7
2014,PT,KZKUS,,Y35T44,40.3
2014,PT,KZKUS,,Y45T54,43.2
2014,PT,KZKUS,,Y55T64,27.2
2014,PT,KZKUS,,Y_GE65,32.5
2014,PT,KZKZY,,Y16T24,27.7
2014,PT,KZKZY,,M25T28,65.2
2014,PT,KZKZY,,M29T34,28.9
2014,PT,KZKZY,,Y35T44,47.7
2014,PT,KZKZY,,Y45T54,29.2
2014,PT,KZKZY,,Y55T64,16.2
2014,PT,KZMAN,,Y16T24,41.1
2014,PT,KZMAN,,M25T28,47.7
2014,PT,KZMAN,,M29T34,38.5
2014,PT,KZMAN,,Y35T44,50.2
2014,PT,KZMAN,,Y45T54,48.2
2014,PT,KZMAN,,Y55T64,31.6
2014,PT,KZMAN,,Y_GE65,6.8
2014,PT,KZONT,,Y16T24,22.0
2014,PT,KZONT,,M25T28,31.6
2014,PT,KZONT,,M29T34,36.2
2014,PT,KZONT,,Y35T44,36.6
2014,PT,KZONT,,Y45T54,31.5
2014,PT,KZONT,,Y55T64,25.2
2014,PT,KZPAV,,Y16T24,22.1
2014,PT,KZPAV,,M25T28,33.4
2014,PT,KZPAV,,M29T34,27.9
2014,PT,KZPAV,,Y35T44,31.9
2014,PT,KZPAV,,Y45T54,37.0
2014,PT,KZPAV,,Y55T64,24.9
2014,PT,KZPAV,,Y_GE65,84.8
2014,PT,KZSEV,,Y16T24,2.1
2014,PT,KZSEV,,M25T28,23.0
2014,PT,KZSEV,,M29T34,28.0
2014,PT,KZSEV,,Y35T44,38.0
2014,PT,KZSEV,,Y45T54,32.2
2014,PT,KZSEV,,Y55T64,32.2
2014,PT,KZSEV,,Y_GE65,21.9
2014,PT,KZVOS,,Y16T24,25.8
2014,PT,KZVOS,,M25T28,27.2
2014,PT,KZVOS,,M29T34,35.2
2014,PT,KZVOS,,Y35T44,30.2
2014,PT,KZVOS,,Y45T54,45.2
2014,PT,KZVOS,,Y55T64,29.0
2014,PT,KZVOS,,Y_GE65,10.6
2014,PT,KZNS,,Y16T24,20.8
2014,PT,KZNS,,M25T28,47.7
2014,PT,KZNS,,M29T34,43.1
2014,PT,KZNS,,Y35T44,38.5
2014,PT,KZNS,,Y45T54,28.3
2014,PT,KZNS,,Y55T64,28.0
2014,PT,KZALA,,Y16T24,37.0
2014,PT,KZALA,,M25T28,43.4
2014,PT,KZALA,,M29T34,32.8
2014,PT,KZALA,,Y35T44,39.1
2014,PT,KZALA,,Y45T54,42.3
2014,PT,KZALA,,Y55T64,35.1
2014,PT,KZALA,,Y_GE65,0.0
2015,PT,,,,37.0
2015,PT,KZAKM,,,30.0
2015,PT,KZAKT,,,34.3
2015,PT,KZALM,,,31.3
2015,PT,KZATY,,,33.8
2015,PT,KZZAP,,,35.9
2015,PT,KZZHA,,,20.5
2015,PT,KZKAR,,,38.9
2015,PT,KZKUS,,,42.9
2015,PT,KZKZY,,,32.6
2015,PT,KZMAN,,,52.0
2015,PT,KZONT,,,28.7
2015,PT,KZPAV,,,39.1
2015,PT,KZSEV,,,39.6
2015,PT,KZVOS,,,33.0
2015,PT,KZNS,,,41.9
2015,PT,KZALA,,,35.3
2015,PT,,U,,38.4
2015,PT,KZAKM,U,,29.8
2015,PT,KZAKT,U,,33.1
2015,PT,KZALM,U,,34.3
2015,PT,KZATY,U,,33.6
2015,PT,KZZAP,U,,38.4
2015,PT,KZZHA,U,,20.3
2015,PT,KZKAR,U,,39.9
2015,PT,KZKUS,U,,44.7
2015,PT,KZKZY,U,,37.6
2015,PT,KZMAN,U,,51.6
2015,PT,KZONT,U,,32.8
2015,PT,KZPAV,U,,40.7
2015,PT,KZSEV,U,,42.1
2015,PT,KZVOS,U,,34.6
2015,PT,KZNS,U,,41.9
2015,PT,KZALA,U,,35.3
2015,PT,,R,,32.1
2015,PT,KZAKM,R,,30.3
2015,PT,KZAKT,R,,38.1
2015,PT,KZALM,R,,29.3
2015,PT,KZATY,R,,34.6
2015,PT,KZZAP,R,,30.7
2015,PT,KZZHA,R,,21.1
2015,PT,KZKAR,R,,30.9
2015,PT,KZKUS,R,,38.4
2015,PT,KZKZY,R,,26.3
2015,PT,KZMAN,R,,53.0
2015,PT,KZONT,R,,23.7
2015,PT,KZPAV,R,,31.6
2015,PT,KZSEV,R,,32.9
2015,PT,KZVOS,R,,28.5
2015,PT,,,Y16T24,38.3
2015,PT,,,M25T28,36.7
2015,PT,,,M29T34,37.1
2015,PT,,,Y35T44,35.9
2015,PT,,,Y45T54,39.4
2015,PT,,,Y55T64,34.3
2015,PT,,,Y_GE65,28.4
2015,PT,KZAKM,,Y16T24,45.5
2015,PT,KZAKM,,M25T28,15.1
2015,PT,KZAKM,,M29T34,30.7
2015,PT,KZAKM,,Y35T44,29.0
2015,PT,KZAKM,,Y45T54,32.1
2015,PT,KZAKM,,Y55T64,30.3
2015,PT,KZAKT,,Y16T24,33.0
2015,PT,KZAKT,,M25T28,42.2
2015,PT,KZAKT,,M29T34,27.3
2015,PT,KZAKT,,Y35T44,24.5
2015,PT,KZAKT,,Y45T54,52.7
2015,PT,KZAKT,,Y55T64,29.9
2015,PT,KZAKT,,Y_GE65,0.0
2015,PT,KZALM,,Y16T24,44.1
2015,PT,KZALM,,M25T28,31.1
2015,PT,KZALM,,M29T34,26.9
2015,PT,KZALM,,Y35T44,28.1
2015,PT,KZALM,,Y45T54,31.0
2015,PT,KZALM,,Y55T64,33.9
2015,PT,KZALM,,Y_GE65,9.8
2015,PT,KZATY,,Y16T24,17.1
2015,PT,KZATY,,M25T28,0.0
2015,PT,KZATY,,M29T34,39.3
2015,PT,KZATY,,Y35T44,50.5
2015,PT,KZATY,,Y45T54,29.7
2015,PT,KZATY,,Y55T64,18.5
2015,PT,KZATY,,Y_GE65,0.0
2015,PT,KZZAP,,Y16T24,48.1
2015,PT,KZZAP,,M25T28,43.0
2015,PT,KZZAP,,M29T34,31.9
2015,PT,KZZAP,,Y35T44,24.9
2015,PT,KZZAP,,Y45T54,41.8
2015,PT,KZZAP,,Y55T64,36.7
2015,PT,KZZHA,,Y16T24,4.1
2015,PT,KZZHA,,M25T28,32.7
2015,PT,KZZHA,,M29T34,13.6
2015,PT,KZZHA,,Y35T44,18.4
2015,PT,KZZHA,,Y45T54,37.4
2015,PT,KZZHA,,Y55T64,10.4
2015,PT,KZKAR,,Y16T24,49.8
2015,PT,KZKAR,,M25T28,34.3
2015,PT,KZKAR,,M29T34,36.7
2015,PT,KZKAR,,Y35T44,34.4
2015,PT,KZKAR,,Y45T54,46.8
2015,PT,KZKAR,,Y55T64,38.1
2015,PT,KZKAR,,Y_GE65,27.8
2015,PT,KZKUS,,Y16T24,45.3
2015,PT,KZKUS,,M25T28,40.2
2015,PT,KZKUS,,M29T34,44.0
2015,PT,KZKUS,,Y35T44,42.9
2015,PT,KZKUS,,Y45T54,45.0
2015,PT,KZKUS,,Y55T64,36.0
2015,PT,KZKUS,,Y_GE65,17.7
2015,PT,KZKZY,,Y16T24,0.0
2015,PT,KZKZY,,M25T28,33.8
2015,PT,KZKZY,,M29T34,33.6
2015,PT,KZKZY,,Y35T44,44.2
2015,PT,KZKZY,,Y45T54,30.3
2015,PT,KZKZY,,Y55T64,13.0
2015,PT,KZMAN,,Y16T24,36.3
2015,PT,KZMAN,,M25T28,63.3
2015,PT,KZMAN,,M29T34,47.5
2015,PT,KZMAN,,Y35T44,62.3
2015,PT,KZMAN,,Y45T54,46.5
2015,PT,KZMAN,,Y55T64,41.6
2015,PT,KZMAN,,Y_GE65,54.5
2015,PT,KZONT,,Y16T24,5.3
2015,PT,KZONT,,M25T28,12.9
2015,PT,KZONT,,M29T34,33.9
2015,PT,KZONT,,Y35T44,39.7
2015,PT,KZONT,,Y45T54,21.4
2015,PT,KZONT,,Y55T64,24.3
2015,PT,KZONT,,Y_GE65,0.0
2015,PT,KZPAV,,Y16T24,42.0
2015,PT,KZPAV,,M25T28,32.5
2015,PT,KZPAV,,M29T34,56.7
2015,PT,KZPAV,,Y35T44,38.6
2015,PT,KZPAV,,Y45T54,35.8
2015,PT,KZPAV,,Y55T64,30.6
2015,PT,KZPAV,,Y_GE65,11.8
2015,PT,KZSEV,,Y16T24,48.7
2015,PT,KZSEV,,M25T28,37.7
2015,PT,KZSEV,,M29T34,38.0
2015,PT,KZSEV,,Y35T44,38.2
2015,PT,KZSEV,,Y45T54,42.2
2015,PT,KZSEV,,Y55T64,40.6
2015,PT,KZSEV,,Y_GE65,2.8
2015,PT,KZVOS,,Y16T24,29.9
2015,PT,KZVOS,,M25T28,13.7
2015,PT,KZVOS,,M29T34,32.2
2015,PT,KZVOS,,Y35T44,34.8
2015,PT,KZVOS,,Y45T54,36.9
2015,PT,KZVOS,,Y55T64,38.3
2015,PT,KZVOS,,Y_GE65,0.0
2015,PT,KZNS,,Y16T24,41.3
2015,PT,KZNS,,M25T28,52.4
2015,PT,KZNS,,M29T34,37.3
2015,PT,KZNS,,Y35T44,37.2
2015,PT,KZNS,,Y45T54,46.1
2015,PT,KZNS,,Y55T64,41.1
2015,PT,KZNS,,Y_GE65,55.6
2015,PT,KZALA,,Y16T24,35.1
2015,PT,KZALA,,M25T28,22.9
2015,PT,KZALA,,M29T34,43.7
2015,PT,KZALA,,Y35T44,35.1
2015,PT,KZALA,,Y45T54,33.8
2015,PT,KZALA,,Y55T64,35.8
2015,PT,KZALA,,Y_GE65,32.1
2016,PT,,,,37.3
2016,PT,KZAKM,,,34.6
2016,PT,KZAKT,,,34.1
2016,PT,KZALM,,,35.7
2016,PT,KZATY,,,30.0
2016,PT,KZZAP,,,34.5
2016,PT,KZZHA,,,19.2
2016,PT,KZKAR,,,33.8
2016,PT,KZKUS,,,39.6
2016,PT,KZKZY,,,31.1
2016,PT,KZMAN,,,44.4
2016,PT,KZONT,,,40.9
2016,PT,KZPAV,,,40.0
2016,PT,KZSEV,,,32.6
2016,PT,KZVOS,,,33.7
2016,PT,KZNS,,,44.2
2016,PT,KZALA,,,39.9
2016,PT,,U,,38.3
2016,PT,KZAKM,U,,31.8
2016,PT,KZAKT,U,,36.8
2016,PT,KZALM,U,,42.2
2016,PT,KZATY,U,,30.5
2016,PT,KZZAP,U,,35.0
2016,PT,KZZHA,U,,16.2
2016,PT,KZKAR,U,,34.2
2016,PT,KZKUS,U,,41.4
2016,PT,KZKZY,U,,32.2
2016,PT,KZMAN,U,,43.8
2016,PT,KZONT,U,,43.0
2016,PT,KZPAV,U,,40.5
2016,PT,KZSEV,U,,33.5
2016,PT,KZVOS,U,,35.2
2016,PT,KZNS,U,,44.2
2016,PT,KZALA,U,,39.9
2016,PT,,R,,32.9
2016,PT,KZAKM,R,,38.3
2016,PT,KZAKT,R,,27.0
2016,PT,KZALM,R,,31.1
2016,PT,KZATY,R,,28.4
2016,PT,KZZAP,R,,33.5
2016,PT,KZZHA,R,,29.4
2016,PT,KZKAR,R,,30.7
2016,PT,KZKUS,R,,35.9
2016,PT,KZKZY,R,,27.3
2016,PT,KZMAN,R,,47.1
2016,PT,KZONT,R,,33.7
2016,PT,KZPAV,R,,37.6
2016,PT,KZSEV,R,,30.4
2016,PT,KZVOS,R,,25.2
2016,PT,,,Y16T24,37.9
2016,PT,,,M25T28,36.1
2016,PT,,,M29T34,35.6
2016,PT,,,Y35T44,35.4
2016,PT,,,Y45T54,41.5
2016,PT,,,Y55T64,36.7
2016,PT,,,Y_GE65,29.8
2016,PT,KZAKM,,Y16T24,45.0
2016,PT,KZAKM,,M25T28,15.8
2016,PT,KZAKM,,M29T34,45.4
2016,PT,KZAKM,,Y35T44,28.7
2016,PT,KZAKM,,Y45T54,35.8
2016,PT,KZAKM,,Y55T64,44.0
2016,PT,KZAKT,,Y16T24,25.1
2016,PT,KZAKT,,M25T28,35.2
2016,PT,KZAKT,,M29T34,42.9
2016,PT,KZAKT,,Y35T44,32.2
2016,PT,KZAKT,,Y45T54,47.6
2016,PT,KZAKT,,Y55T64,24.0
2016,PT,KZAKT,,Y_GE65,4.7
2016,PT,KZALM,,Y16T24,25.1
2016,PT,KZALM,,M25T28,35.2
2016,PT,KZALM,,M29T34,42.9
2016,PT,KZALM,,Y35T44,32.2
2016,PT,KZALM,,Y45T54,47.6
2016,PT,KZALM,,Y55T64,24.0
2016,PT,KZALM,,Y_GE65,4.7
2016,PT,KZATY,,Y16T24,33.8
2016,PT,KZATY,,M25T28,49.1
2016,PT,KZATY,,M29T34,7.5
2016,PT,KZATY,,Y35T44,34.1
2016,PT,KZATY,,Y45T54,49.1
2016,PT,KZATY,,Y55T64,23.4
2016,PT,KZATY,,Y_GE65,0.0
2016,PT,KZZAP,,Y16T24,40.4
2016,PT,KZZAP,,M25T28,47.7
2016,PT,KZZAP,,M29T34,37.3
2016,PT,KZZAP,,Y35T44,31.4
2016,PT,KZZAP,,Y45T54,34.1
2016,PT,KZZAP,,Y55T64,31.1
2016,PT,KZZHA,,Y16T24,0.0
2016,PT,KZZHA,,M25T28,9.7
2016,PT,KZZHA,,M29T34,17.8
2016,PT,KZZHA,,Y35T44,13.3
2016,PT,KZZHA,,Y45T54,36.7
2016,PT,KZZHA,,Y55T64,22.5
2016,PT,KZZHA,,Y_GE65,100.0
2016,PT,KZKAR,,Y16T24,47.9
2016,PT,KZKAR,,M25T28,26.9
2016,PT,KZKAR,,M29T34,36.3
2016,PT,KZKAR,,Y35T44,28.6
2016,PT,KZKAR,,Y45T54,37.2
2016,PT,KZKAR,,Y55T64,36.3
2016,PT,KZKAR,,Y_GE65,14.0
2016,PT,KZKUS,,Y16T24,40.2
2016,PT,KZKUS,,M25T28,38.2
2016,PT,KZKUS,,M29T34,25.1
2016,PT,KZKUS,,Y35T44,42.5
2016,PT,KZKUS,,Y45T54,51.4
2016,PT,KZKUS,,Y55T64,33.8
2016,PT,KZKUS,,Y_GE65,15.9
2016,PT,KZKZY,,Y16T24,21.7
2016,PT,KZKZY,,M25T28,22.9
2016,PT,KZKZY,,M29T34,31.0
2016,PT,KZKZY,,Y35T44,22.8
2016,PT,KZKZY,,Y45T54,42.5
2016,PT,KZKZY,,Y55T64,30.8
2016,PT,KZMAN,,Y16T24,40.7
2016,PT,KZMAN,,M25T28,46.0
2016,PT,KZMAN,,M29T34,47.4
2016,PT,KZMAN,,Y35T44,41.9
2016,PT,KZMAN,,Y45T54,47.1
2016,PT,KZMAN,,Y55T64,37.6
2016,PT,KZONT,,Y16T24,5.2
2016,PT,KZONT,,M25T28,10.9
2016,PT,KZONT,,M29T34,46.9
2016,PT,KZONT,,Y35T44,60.7
2016,PT,KZONT,,Y45T54,39.8
2016,PT,KZONT,,Y55T64,67.2
2016,PT,KZONT,,Y_GE65,0.0
2016,PT,KZPAV,,Y16T24,72.0
2016,PT,KZPAV,,M25T28,32.9
2016,PT,KZPAV,,M29T34,31.7
2016,PT,KZPAV,,Y35T44,40.3
2016,PT,KZPAV,,Y45T54,44.9
2016,PT,KZPAV,,Y55T64,38.1
2016,PT,KZPAV,,Y_GE65,70.3
2016,PT,KZSEV,,Y16T24,0.0
2016,PT,KZSEV,,M25T28,34.2
2016,PT,KZSEV,,M29T34,27.1
2016,PT,KZSEV,,Y35T44,34.8
2016,PT,KZSEV,,Y45T54,37.3
2016,PT,KZSEV,,Y55T64,27.3
2016,PT,KZSEV,,Y_GE65,16.5
2016,PT,KZVOS,,Y16T24,1.5
2016,PT,KZVOS,,M25T28,71.9
2016,PT,KZVOS,,M29T34,31.7
2016,PT,KZVOS,,Y35T44,29.43
2016,PT,KZVOS,,Y45T54,28.5
2016,PT,KZVOS,,Y55T64,30.7
2016,PT,KZVOS,,Y_GE65,17.5
2016,PT,KZNS,,Y16T24,61.6
2016,PT,KZNS,,M25T28,46.3
2016,PT,KZNS,,M29T34,40.6
2016,PT,KZNS,,Y35T44,38.3
2016,PT,KZNS,,Y45T54,48.7
2016,PT,KZNS,,Y55T64,56.7
2016,PT,KZNS,,Y_GE65,66.0
2016,PT,KZALA,,Y16T24,40.6
2016,PT,KZALA,,M25T28,37.3
2016,PT,KZALA,,M29T34,36.8
2016,PT,KZALA,,Y35T44,37.0
2016,PT,KZALA,,Y45T54,43.2
2016,PT,KZALA,,Y55T64,48.9
2016,PT,KZALA,,Y_GE65,78.8
2017,PT,,,,37.0
2017,PT,KZAKM,,,35.8
2017,PT,KZAKT,,,39.8
2017,PT,KZALM,,,33.8
2017,PT,KZATY,,,31.0
2017,PT,KZZAP,,,35.8
2017,PT,KZZHA,,,18.5
2017,PT,KZKAR,,,32.9
2017,PT,KZKUS,,,38.8
2017,PT,KZKZY,,,30.5
2017,PT,KZMAN,,,42.0
2017,PT,KZONT,,,26.5
2017,PT,KZPAV,,,43.6
2017,PT,KZSEV,,,33.9
2017,PT,KZVOS,,,41.1
2017,PT,KZNS,,,43.2
2017,PT,KZALA,,,36.1
2017,PT,,U,,37.8
2017,PT,KZAKM,U,,33.1
2017,PT,KZAKT,U,,42.3
2017,PT,KZALM,U,,35.2
2017,PT,KZATY,U,,30.8
2017,PT,KZZAP,U,,39.1
2017,PT,KZZHA,U,,17.8
2017,PT,KZKAR,U,,33.3
2017,PT,KZKUS,U,,40.0
2017,PT,KZKZY,U,,29.6
2017,PT,KZMAN,U,,39.5
2017,PT,KZONT,U,,24.9
2017,PT,KZPAV,U,,46.1
2017,PT,KZSEV,U,,37.2
2017,PT,KZVOS,U,,42.3
2017,PT,KZNS,U,,43.2
2017,PT,KZALA,U,,36.1
2017,PT,,R,,33.3
2017,PT,KZAKM,R,,39.8
2017,PT,KZAKT,R,,31.7
2017,PT,KZALM,R,,33.0
2017,PT,KZATY,R,,32.6
2017,PT,KZZAP,R,,28.8
2017,PT,KZZHA,R,,20.9
2017,PT,KZKAR,R,,29.6
2017,PT,KZKUS,R,,36.5
2017,PT,KZKZY,R,,33.3
2017,PT,KZMAN,R,,49.1
2017,PT,KZONT,R,,32.1
2017,PT,KZPAV,R,,30.4
2017,PT,KZSEV,R,,24.3
2017,PT,KZVOS,R,,33.3
2017,PT,,,Y16T24,41.2
2017,PT,,,M25T28,35.0
2017,PT,,,M29T34,36.9
2017,PT,,,Y35T44,37.0
2017,PT,,,Y45T54,39.6
2017,PT,,,Y55T64,31.4
2017,PT,,,Y_GE65,35.3
2017,PT,KZAKM,,Y16T24,49.3
2017,PT,KZAKM,,M25T28,22.6
2017,PT,KZAKM,,M29T34,32.2
2017,PT,KZAKM,,Y35T44,38.6
2017,PT,KZAKM,,Y45T54,43.4
2017,PT,KZAKM,,Y55T64,26.7
2017,PT,KZAKT,,Y16T24,50.8
2017,PT,KZAKT,,M25T28,49.7
2017,PT,KZAKT,,M29T34,41.5
2017,PT,KZAKT,,Y35T44,36.5
2017,PT,KZAKT,,Y45T54,41.0
2017,PT,KZAKT,,Y55T64,22.2
2017,PT,KZAKT,,Y_GE65,0.0
2017,PT,KZALM,,Y16T24,35.9
2017,PT,KZALM,,M25T28,31.9
2017,PT,KZALM,,M29T34,32.6
2017,PT,KZALM,,Y35T44,30.1
2017,PT,KZALM,,Y45T54,40.2
2017,PT,KZALM,,Y55T64,27.4
2017,PT,KZALM,,Y_GE65,72.5
2017,PT,KZATY,,Y16T24,2.2
2017,PT,KZATY,,M25T28,21.4
2017,PT,KZATY,,M29T34,32.8
2017,PT,KZATY,,Y35T44,40.2
2017,PT,KZATY,,Y45T54,28.7
2017,PT,KZATY,,Y55T64,31.3
2017,PT,KZZAP,,Y16T24,44.1
2017,PT,KZZAP,,M25T28,33.9
2017,PT,KZZAP,,M29T34,25.9
2017,PT,KZZAP,,Y35T44,38.6
2017,PT,KZZAP,,Y45T54,40.3
2017,PT,KZZAP,,Y55T64,32.5
2017,PT,KZZHA,,Y16T24,31.1
2017,PT,KZZHA,,M25T28,20.7
2017,PT,KZZHA,,M29T34,9.0
2017,PT,KZZHA,,Y35T44,20.1
2017,PT,KZZHA,,Y45T54,12.0
2017,PT,KZZHA,,Y55T64,17.6
2017,PT,KZKAR,,Y16T24,26.0
2017,PT,KZKAR,,M25T28,36.9
2017,PT,KZKAR,,M29T34,20.2
2017,PT,KZKAR,,Y35T44,35.4
2017,PT,KZKAR,,Y45T54,39.3
2017,PT,KZKAR,,Y55T64,32.7
2017,PT,KZKAR,,Y_GE65,26.9
2017,PT,KZKUS,,Y16T24,40.1
2017,PT,KZKUS,,M25T28,30.8
2017,PT,KZKUS,,M29T34,29.9
2017,PT,KZKUS,,Y35T44,49.6
2017,PT,KZKUS,,Y45T54,44.0
2017,PT,KZKUS,,Y55T64,25.1
2017,PT,KZKUS,,Y_GE65,14.1
2017,PT,KZKZY,,Y16T24,100.0
2017,PT,KZKZY,,M25T28,43.3
2017,PT,KZKZY,,M29T34,29.0
2017,PT,KZKZY,,Y35T44,34.0
2017,PT,KZKZY,,Y45T54,33.5
2017,PT,KZKZY,,Y55T64,16.6
2017,PT,KZMAN,,Y16T24,18.8
2017,PT,KZMAN,,M25T28,53.1
2017,PT,KZMAN,,M29T34,44.9
2017,PT,KZMAN,,Y35T44,46.5
2017,PT,KZMAN,,Y45T54,38.0
2017,PT,KZMAN,,Y55T64,29.3
2017,PT,KZMAN,,Y_GE65,0.0
2017,PT,KZONT,,Y16T24,12.4
2017,PT,KZONT,,M25T28,14.9
2017,PT,KZONT,,M29T34,21.1
2017,PT,KZONT,,Y35T44,29.9
2017,PT,KZONT,,Y45T54,40.2
2017,PT,KZONT,,Y55T64,11.3
2017,PT,KZPAV,,Y16T24,60.4
2017,PT,KZPAV,,M25T28,54.5
2017,PT,KZPAV,,M29T34,49.9
2017,PT,KZPAV,,Y35T44,41.8
2017,PT,KZPAV,,Y45T54,39.1
2017,PT,KZPAV,,Y55T64,36.0
2017,PT,KZPAV,,Y_GE65,0.0
2017,PT,KZSEV,,Y16T24,7.9
2017,PT,KZSEV,,M25T28,24.7
2017,PT,KZSEV,,M29T34,32.3
2017,PT,KZSEV,,Y35T44,37.9
2017,PT,KZSEV,,Y45T54,37.3
2017,PT,KZSEV,,Y55T64,27.4
2017,PT,KZSEV,,Y_GE65,14.4
2017,PT,KZVOS,,Y16T24,67.7
2017,PT,KZVOS,,M25T28,54.5
2017,PT,KZVOS,,M29T34,35.2
2017,PT,KZVOS,,Y35T44,46.5
2017,PT,KZVOS,,Y45T54,39.0
2017,PT,KZVOS,,Y55T64,30.4
2017,PT,KZVOS,,Y_GE65,12.5
2017,PT,KZNS,,Y16T24,62.5
2017,PT,KZNS,,M25T28,25.4
2017,PT,KZNS,,M29T34,58.1
2017,PT,KZNS,,Y35T44,29.8
2017,PT,KZNS,,Y45T54,42.1
2017,PT,KZNS,,Y55T64,51.1
2017,PT,KZNS,,Y_GE65,66.7
2017,PT,KZALA,,Y16T24,39.2
2017,PT,KZALA,,M25T28,34.3
2017,PT,KZALA,,M29T34,36.5
2017,PT,KZALA,,Y35T44,32.4
2017,PT,KZALA,,Y45T54,39.2
2017,PT,KZALA,,Y55T64,38.4
2017,PT,KZALA,,Y_GE65,42.5
2018,PT,,,,41.2
2018,PT,KZAKM,,,45.7
2018,PT,KZAKT,,,33.7
2018,PT,KZALM,,,39.3
2018,PT,KZATY,,,35.6
2018,PT,KZZAP,,,36.4
2018,PT,KZZHA,,,40.7
2018,PT,KZKAR,,,36.3
2018,PT,KZKUS,,,42.9
2018,PT,KZKZY,,,37.2
2018,PT,KZMAN,,,37.4
2018,PT,KZPAV,,,40.2
2018,PT,KZSEV,,,39.3
2018,PT,KZYUZ,,,40.3
2018,PT,KZVOS,,,45.1
2018,PT,KZNS,,,43.3
2018,PT,KZALA,,,43.2
2018,PT,KZSHY,,,46.7
2018,PT,,U,,41.7
2018,PT,KZAKM,U,,45.8
2018,PT,KZAKT,U,,34.1
2018,PT,KZALM,U,,38.0
2018,PT,KZATY,U,,33.8
2018,PT,KZZAP,U,,36.9
2018,PT,KZZHA,U,,42.6
2018,PT,KZKAR,U,,37.0
2018,PT,KZKUS,U,,42.5
2018,PT,KZKZY,U,,38.2
2018,PT,KZMAN,U,,36.6
2018,PT,KZPAV,U,,40.1
2018,PT,KZSEV,U,,43.1
2018,PT,KZYUZ,U,,37.9
2018,PT,KZVOS,U,,46.7
2018,PT,KZNS,U,,43.3
2018,PT,KZALA,U,,43.2
2018,PT,KZSHY,U,,46.7
2018,PT,,R,,39.5
2018,PT,KZAKM,R,,45.6
2018,PT,KZAKT,R,,32.4
2018,PT,KZALM,R,,39.8
2018,PT,KZATY,R,,43.0
2018,PT,KZZAP,R,,35.6
2018,PT,KZZHA,R,,36.2
2018,PT,KZKAR,R,,33.6
2018,PT,KZKUS,R,,43.7
2018,PT,KZKZY,R,,34.9
2018,PT,KZMAN,R,,38.9
2018,PT,KZPAV,R,,40.7
2018,PT,KZSEV,R,,34.1
2018,PT,KZYUZ,R,,41.0
2018,PT,KZVOS,R,,41.5
