Year,UNIT_MEASURE,REF_AREA,URBANISATION,AGE,Value
2018,PT,,,Y16T24,45.2
2018,PT,,,M25T28,42.0
2018,PT,,,M29T34,37.2
2018,PT,,,Y35T44,41.7
2018,PT,,,Y45T54,44.5
2018,PT,,,Y55T64,37.8
2018,PT,,,Y_GE65,32.7
2018,PT,KZAKM,,Y16T24,38.3
2018,PT,KZAKM,,M25T28,44.1
2018,PT,KZAKM,,M29T34,47.2
2018,PT,KZAKM,,Y35T44,45.2
2018,PT,KZAKM,,Y45T54,48.1
2018,PT,KZAKM,,Y55T64,47.0
2018,PT,KZAKT,,Y16T24,32.6
2018,PT,KZAKT,,M25T28,21.4
2018,PT,KZAKT,,M29T34,23.1
2018,PT,KZAKT,,Y35T44,32.4
2018,PT,KZAKT,,Y45T54,46.5
2018,PT,KZAKT,,Y55T64,46.4
2018,PT,KZAKT,,Y_GE65,0.0
2018,PT,KZALM,,Y16T24,46.5
2018,PT,KZALM,,M25T28,37.9
2018,PT,KZALM,,M29T34,39.0
2018,PT,KZALM,,Y35T44,41.6
2018,PT,KZALM,,Y45T54,37.9
2018,PT,KZALM,,Y55T64,35.8
2018,PT,KZALM,,Y_GE65,0.0
2018,PT,KZATY,,Y16T24,23.0
2018,PT,KZATY,,M25T28,61.6
2018,PT,KZATY,,M29T34,24.6
2018,PT,KZATY,,Y35T44,35.7
2018,PT,KZATY,,Y45T54,41.4
2018,PT,KZATY,,Y55T64,38.1
2018,PT,KZATY,,Y_GE65,0.0
2018,PT,KZZAP,,Y16T24,56.1
2018,PT,KZZAP,,M25T28,36.8
2018,PT,KZZAP,,M29T34,47.3
2018,PT,KZZAP,,Y35T44,34.2
2018,PT,KZZAP,,Y45T54,31.6
2018,PT,KZZAP,,Y55T64,32.0
2018,PT,KZZHA,,Y16T24,23.6
2018,PT,KZZHA,,M25T28,35.5
2018,PT,KZZHA,,M29T34,39.6
2018,PT,KZZHA,,Y35T44,46.8
2018,PT,KZZHA,,Y45T54,47.8
2018,PT,KZZHA,,Y55T64,23.1
2018,PT,KZKAR,,Y16T24,36.1
2018,PT,KZKAR,,M25T28,31.9
2018,PT,KZKAR,,M29T34,36.1
2018,PT,KZKAR,,Y35T44,40.1
2018,PT,KZKAR,,Y45T54,37.6
2018,PT,KZKAR,,Y55T64,29.1
2018,PT,KZKAR,,Y_GE65,37.8
2018,PT,KZKUS,,Y16T24,48.6
2018,PT,KZKUS,,M25T28,44.5
2018,PT,KZKUS,,M29T34,35.0
2018,PT,KZKUS,,Y35T44,45.3
2018,PT,KZKUS,,Y45T54,47.9
2018,PT,KZKUS,,Y55T64,37.4
2018,PT,KZKUS,,Y_GE65,48.6
2018,PT,KZKZY,,Y16T24,47.8
2018,PT,KZKZY,,M25T28,33.9
2018,PT,KZKZY,,M29T34,32.1
2018,PT,KZKZY,,Y35T44,35.8
2018,PT,KZKZY,,Y45T54,47.3
2018,PT,KZKZY,,Y55T64,31.8
2018,PT,KZMAN,,Y16T24,35.2
2018,PT,KZMAN,,M25T28,47.8
2018,PT,KZMAN,,M29T34,30.8
2018,PT,KZMAN,,Y35T44,39.7
2018,PT,KZMAN,,Y45T54,40.9
2018,PT,KZMAN,,Y55T64,27.0
2018,PT,KZPAV,,Y16T24,63.4
2018,PT,KZPAV,,M25T28,45.8
2018,PT,KZPAV,,M29T34,36.1
2018,PT,KZPAV,,Y35T44,34.1
2018,PT,KZPAV,,Y45T54,50.2
2018,PT,KZPAV,,Y55T64,32.8
2018,PT,KZPAV,,Y_GE65,0.0
2018,PT,KZSEV,,Y16T24,50.1
2018,PT,KZSEV,,M25T28,38.7
2018,PT,KZSEV,,M29T34,29.1
2018,PT,KZSEV,,Y35T44,49.0
2018,PT,KZSEV,,Y45T54,42.3
2018,PT,KZSEV,,Y55T64,32.6
2018,PT,KZSEV,,Y_GE65,42.6
2018,PT,KZYUZ,,Y16T24,46.9
2018,PT,KZYUZ,,M25T28,54.7
2018,PT,KZYUZ,,M29T34,29.5
2018,PT,KZYUZ,,Y35T44,26.1
2018,PT,KZYUZ,,Y45T54,64.4
2018,PT,KZYUZ,,Y55T64,41.3
2018,PT,KZVOS,,Y16T24,77.1
2018,PT,KZVOS,,M25T28,63.3
2018,PT,KZVOS,,M29T34,44.3
2018,PT,KZVOS,,Y35T44,28.5
2018,PT,KZVOS,,Y45T54,48.4
2018,PT,KZVOS,,Y55T64,42.7
2018,PT,KZVOS,,Y_GE65,17.6
2018,PT,KZNS,,Y16T24,42.8
2018,PT,KZNS,,M25T28,41.5
2018,PT,KZNS,,M29T34,44.3
2018,PT,KZNS,,Y35T44,44.0
2018,PT,KZNS,,Y45T54,44.6
2018,PT,KZNS,,Y55T64,35.9
2018,PT,KZNS,,Y_GE65,46.3
2018,PT,KZALA,,Y16T24,45.3
2018,PT,KZALA,,M25T28,39.4
2018,PT,KZALA,,M29T34,39.3
2018,PT,KZALA,,Y35T44,43.2
2018,PT,KZALA,,Y45T54,44.6
2018,PT,KZALA,,Y55T64,50.4
2018,PT,KZALA,,Y_GE65,39.1
2018,PT,KZSHY,,Y16T24,31.4
2018,PT,KZSHY,,M25T28,38.3
2018,PT,KZSHY,,M29T34,18.8
2018,PT,KZSHY,,Y35T44,74.2
2018,PT,KZSHY,,Y45T54,43.2
2018,PT,KZSHY,,Y55T64,32.2
2019,PT,,,,43.0
2019,PT,KZAKM,,,43.5
2019,PT,KZAKT,,,27.3
2019,PT,KZALM,,,43.6
2019,PT,KZATY,,,41.3
2019,PT,KZZAP,,,38.9
2019,PT,KZZHA,,,35.2
2019,PT,KZKAR,,,34.4
2019,PT,KZKUS,,,40.1
2019,PT,KZKZY,,,44.4
2019,PT,KZMAN,,,34.5
2019,PT,KZPAV,,,45.0
2019,PT,KZSEV,,,40.8
2019,PT,KZYUZ,,,34.7
2019,PT,KZVOS,,,44.5
2019,PT,KZNS,,,52.1
2019,PT,KZALA,,,48.1
2019,PT,KZSHY,,,38.3
2019,PT,,U,,43.9
2019,PT,KZAKM,U,,45.6
2019,PT,KZAKT,U,,22.6
2019,PT,KZALM,U,,41.0
2019,PT,KZATY,U,,36.8
2019,PT,KZZAP,U,,41.1
2019,PT,KZZHA,U,,37.3
2019,PT,KZKAR,U,,34.6
2019,PT,KZKUS,U,,38.2
2019,PT,KZKZY,U,,50.0
2019,PT,KZMAN,U,,33.2
2019,PT,KZPAV,U,,45.9
2019,PT,KZSEV,U,,44.9
2019,PT,KZYUZ,U,,27.5
2019,PT,KZVOS,U,,45.0
2019,PT,KZNS,U,,52.1
2019,PT,KZALA,U,,48.1
2019,PT,KZSHY,U,,38.3
2019,PT,,R,,40.0
2019,PT,KZAKM,R,,40.7
2019,PT,KZAKT,R,,39.7
2019,PT,KZALM,R,,44.5
2019,PT,KZATY,R,,48.5
2019,PT,KZZAP,R,,35.4
2019,PT,KZZHA,R,,26.5
2019,PT,KZKAR,R,,33.5
2019,PT,KZKUS,R,,42.4
2019,PT,KZKZY,R,,33.2
2019,PT,KZMAN,R,,37.4
2019,PT,KZPAV,R,,41.7
2019,PT,KZSEV,R,,35.9
2019,PT,KZYUZ,R,,36.6
2019,PT,KZVOS,R,,43.4
2019,PT,,,Y16T24,42.4
2019,PT,,,M25T28,47.7
2019,PT,,,M29T34,41.2
2019,PT,,,Y35T44,41.3
2019,PT,,,Y45T54,46.9
2019,PT,,,Y55T64,39.8
2019,PT,,,Y_GE65,42.5
2019,PT,KZAKM,,Y16T24,41.6
2019,PT,KZAKM,,M25T28,43.2
2019,PT,KZAKM,,M29T34,40.2
2019,PT,KZAKM,,Y35T44,41.4
2019,PT,KZAKM,,Y45T54,50.7
2019,PT,KZAKM,,Y55T64,42.2
2019,PT,KZAKM,,Y_GE65,37.0
2019,PT,KZAKT,,Y16T24,11.0
2019,PT,KZAKT,,M25T28,15.7
2019,PT,KZAKT,,M29T34,19.4
2019,PT,KZAKT,,Y35T44,26.7
2019,PT,KZAKT,,Y45T54,37.1
2019,PT,KZAKT,,Y55T64,34.1
2019,PT,KZAKT,,Y_GE65,100.0
2019,PT,KZALM,,Y16T24,41.7
2019,PT,KZALM,,M25T28,38.2
2019,PT,KZALM,,M29T34,38.8
2019,PT,KZALM,,Y35T44,45.4
2019,PT,KZALM,,Y45T54,49.5
2019,PT,KZALM,,Y55T64,43.3
2019,PT,KZALM,,Y_GE65,34.0
2019,PT,KZATY,,Y16T24,4.1
2019,PT,KZATY,,M25T28,55.2
2019,PT,KZATY,,M29T34,38.9
2019,PT,KZATY,,Y35T44,43.5
2019,PT,KZATY,,Y45T54,52.4
2019,PT,KZATY,,Y55T64,18.8
2019,PT,KZZAP,,Y16T24,41.7
2019,PT,KZZAP,,M25T28,55.6
2019,PT,KZZAP,,M29T34,34.1
2019,PT,KZZAP,,Y35T44,44.7
2019,PT,KZZAP,,Y45T54,36.5
2019,PT,KZZAP,,Y55T64,31.8
2019,PT,KZZHA,,Y16T24,47.2
2019,PT,KZZHA,,M25T28,31.6
2019,PT,KZZHA,,M29T34,20.3
2019,PT,KZZHA,,Y35T44,36.2
2019,PT,KZZHA,,Y45T54,41.9
2019,PT,KZZHA,,Y55T64,33.7
2019,PT,KZKAR,,Y16T24,21.7
2019,PT,KZKAR,,M25T28,32.2
2019,PT,KZKAR,,M29T34,22.3
2019,PT,KZKAR,,Y35T44,40.0
2019,PT,KZKAR,,Y45T54,41.6
2019,PT,KZKAR,,Y55T64,34.2
2019,PT,KZKAR,,Y_GE65,87.7
2019,PT,KZKUS,,Y16T24,42.2
2019,PT,KZKUS,,M25T28,42.7
2019,PT,KZKUS,,M29T34,28.9
2019,PT,KZKUS,,Y35T44,38.5
2019,PT,KZKUS,,Y45T54,54.7
2019,PT,KZKUS,,Y55T64,35.2
2019,PT,KZKUS,,Y_GE65,47.8
2019,PT,KZKZY,,Y16T24,11.7
2019,PT,KZKZY,,M25T28,34.0
2019,PT,KZKZY,,M29T34,53.1
2019,PT,KZKZY,,Y35T44,49.9
2019,PT,KZKZY,,Y45T54,45.1
2019,PT,KZKZY,,Y55T64,27.0
2019,PT,KZMAN,,Y16T24,51.8
2019,PT,KZMAN,,M25T28,32.7
2019,PT,KZMAN,,M29T34,35.8
2019,PT,KZMAN,,Y35T44,28.3
2019,PT,KZMAN,,Y45T54,39.0
2019,PT,KZMAN,,Y55T64,38.5
2019,PT,KZMAN,,Y_GE65,7.1
2019,PT,KZPAV,,Y16T24,24.5
2019,PT,KZPAV,,M25T28,26.0
2019,PT,KZPAV,,M29T34,33.8
2019,PT,KZPAV,,Y35T44,49.3
2019,PT,KZPAV,,Y45T54,56.3
2019,PT,KZPAV,,Y55T64,46.6
2019,PT,KZPAV,,Y_GE65,4.2
2019,PT,KZSEV,,Y16T24,24.9
2019,PT,KZSEV,,M25T28,39.4
2019,PT,KZSEV,,M29T34,44.2
2019,PT,KZSEV,,Y35T44,40.3
2019,PT,KZSEV,,Y45T54,46.7
2019,PT,KZSEV,,Y55T64,32.8
2019,PT,KZSEV,,Y_GE65,15.8
2019,PT,KZYUZ,,Y16T24,38.2
2019,PT,KZYUZ,,M25T28,26.9
2019,PT,KZYUZ,,M29T34,28.0
2019,PT,KZYUZ,,Y35T44,46.6
2019,PT,KZYUZ,,Y45T54,36.7
2019,PT,KZYUZ,,Y55T64,13.0
2019,PT,KZVOS,,Y16T24,44.4
2019,PT,KZVOS,,M25T28,41.5
2019,PT,KZVOS,,M29T34,49.3
2019,PT,KZVOS,,Y35T44,35.7
2019,PT,KZVOS,,Y45T54,50.4
2019,PT,KZVOS,,Y55T64,49.0
2019,PT,KZNS,,Y16T24,41.3
2019,PT,KZNS,,M25T28,72.1
2019,PT,KZNS,,M29T34,64.5
2019,PT,KZNS,,Y35T44,38.4
2019,PT,KZNS,,Y45T54,43.8
2019,PT,KZNS,,Y55T64,42.6
2019,PT,KZNS,,Y_GE65,49.0
2019,PT,KZALA,,Y16T24,41.3
2019,PT,KZALA,,M25T28,72.1
2019,PT,KZALA,,M29T34,64.5
2019,PT,KZALA,,Y35T44,38.4
2019,PT,KZALA,,Y45T54,43.8
2019,PT,KZALA,,Y55T64,42.6
2019,PT,KZALA,,Y_GE65,49.0
2019,PT,KZSHY,,Y16T24,30.5
2019,PT,KZSHY,,M25T28,38.5
2019,PT,KZSHY,,M29T34,29.7
2019,PT,KZSHY,,Y35T44,47.3
2019,PT,KZSHY,,Y45T54,37.5
2019,PT,KZSHY,,Y55T64,41.2
