Year,UNIT_MEASURE,Value
2014,PER_100000_POP,20947.0
2015,PER_100000_POP,21084.0
2016,PER_100000_POP,21860.0
2017,PER_100000_POP,19839.0
2018,PER_100000_POP,20578.0
2019,PER_100000_POP,20706.0
