Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,PT,,109.56411103244758
2010,PT,_L_BUD_EXP_GOVS,109.14965550200871
2010,PT,_L_BUD_EXP_DEF,107.66270845912074
2010,PT,_L_BUD_EXP_PSLJ_CEA,107.4100168620412
2010,PT,_L_BUD_EXP_EDU,121.36459780263418
2010,PT,_L_BUD_EXP_HC,103.48691447927096
2010,PT,_L_BUD_EXP_SAW,90.667493063471
2010,PT,_L_BUD_EXP_HCS,139.23337153447807
2010,PT,_L_BUD_EXP_CSTIS,180.0928776818431
2010,PT,_L_BUD_EXP_FES_SR,111.96780454237404
2010,PT,_L_BUD_EXP_RWFFSP,118.70395526157972
2010,PT,_L_IND_BUILD,94.5508959413938
2010,PT,_L_BUD_EXP_TA,118.21332360945348
2010,PT,_L_BUD_EXP_OTH,201.5462431242597
2010,PT,_L_BUD_EXP_DBS,78.16694076545454
2010,PT,_L_BUD_EXP_TRS,100.0
2011,PT,,110.41075688312824
2011,PT,_L_BUD_EXP_GOVS,126.72191273348092
2011,PT,_L_BUD_EXP_DEF,106.0378060490676
2011,PT,_L_BUD_EXP_PSLJ_CEA,101.74812578055892
2011,PT,_L_BUD_EXP_EDU,115.33406068276096
2011,PT,_L_BUD_EXP_HC,99.15573129029208
2011,PT,_L_BUD_EXP_SAW,100.31793171062182
2011,PT,_L_BUD_EXP_HCS,164.73440575859877
2011,PT,_L_BUD_EXP_CSTIS,157.55274872170807
2011,PT,_L_BUD_EXP_FES_SR,129.27669897143582
2011,PT,_L_BUD_EXP_RWFFSP,119.30751267681528
2011,PT,_L_IND_BUILD,94.68650585534716
2011,PT,_L_BUD_EXP_TA,105.79830038464532
2011,PT,_L_BUD_EXP_OTH,164.21777306981426
2011,PT,_L_BUD_EXP_DBS,91.7658194989178
2011,PT,_L_BUD_EXP_TRS,100.0
2012,PT,,105.19417128627536
2012,PT,_L_BUD_EXP_GOVS,106.6964756010176
2012,PT,_L_BUD_EXP_DEF,102.15904712501438
2012,PT,_L_BUD_EXP_PSLJ_CEA,104.05494122077872
2012,PT,_L_BUD_EXP_EDU,97.74058476617924
2012,PT,_L_BUD_EXP_HC,106.18830880280484
2012,PT,_L_BUD_EXP_SAW,95.5959527548458
2012,PT,_L_BUD_EXP_HCS,129.633311165934
2012,PT,_L_BUD_EXP_CSTIS,102.23244610591074
2012,PT,_L_BUD_EXP_FES_SR,110.30472044892356
2012,PT,_L_BUD_EXP_RWFFSP,95.35995804132122
2012,PT,_L_IND_BUILD,101.764733260948
2012,PT,_L_BUD_EXP_TA,96.77354277080964
2012,PT,_L_BUD_EXP_OTH,234.28456065333452
2012,PT,_L_BUD_EXP_DBS,73.5689202408592
2012,PT,_L_BUD_EXP_TRS,100.0
2013,PT,,96.30522151258786
2013,PT,_L_BUD_EXP_GOVS,99.91423425219992
2013,PT,_L_BUD_EXP_DEF,99.87561912952826
2013,PT,_L_BUD_EXP_PSLJ_CEA,96.24809842731251
2013,PT,_L_BUD_EXP_EDU,96.52445852722816
2013,PT,_L_BUD_EXP_HC,96.92663065840196
2013,PT,_L_BUD_EXP_SAW,95.82849787508364
2013,PT,_L_BUD_EXP_HCS,133.50544602852744
2013,PT,_L_BUD_EXP_CSTIS,106.68859926057884
2013,PT,_L_BUD_EXP_FES_SR,101.94133903343776
2013,PT,_L_BUD_EXP_RWFFSP,96.53643048921876
2013,PT,_L_IND_BUILD,96.27237997216162
2013,PT,_L_BUD_EXP_TA,102.42075941094213
2013,PT,_L_BUD_EXP_OTH,68.22846072436299
2013,PT,_L_BUD_EXP_DBS,82.7343493196303
2013,PT,_L_BUD_EXP_TRS,100.0
2014,PT,,105.26528073379808
2014,PT,_L_BUD_EXP_GOVS,116.86399539403124
2014,PT,_L_BUD_EXP_DEF,95.69061182789646
2014,PT,_L_BUD_EXP_PSLJ_CEA,97.20939346157442
2014,PT,_L_BUD_EXP_EDU,100.6384060266587
2014,PT,_L_BUD_EXP_HC,99.68881806176006
2014,PT,_L_BUD_EXP_SAW,98.42002987495178
2014,PT,_L_BUD_EXP_HCS,127.71001831587168
2014,PT,_L_BUD_EXP_CSTIS,92.86933742183278
2014,PT,_L_BUD_EXP_FES_SR,98.2532702759156
2014,PT,_L_BUD_EXP_RWFFSP,111.58569174176267
2014,PT,_L_IND_BUILD,120.78114879842626
2014,PT,_L_BUD_EXP_TA,97.4296041766556
2014,PT,_L_BUD_EXP_OTH,164.62325817743871
2014,PT,_L_BUD_EXP_DBS,97.43988150637732
2014,PT,_L_BUD_EXP_TRS,100.0
2015,PT,,91.19186018612184
2015,PT,_L_BUD_EXP_GOVS,149.36416946104993
2015,PT,_L_BUD_EXP_DEF,98.37063502597032
2015,PT,_L_BUD_EXP_PSLJ_CEA,89.3013902118722
2015,PT,_L_BUD_EXP_EDU,82.86432000661733
2015,PT,_L_BUD_EXP_HC,93.84356396661614
2015,PT,_L_BUD_EXP_SAW,94.40480699798678
2015,PT,_L_BUD_EXP_HCS,80.90945658924485
2015,PT,_L_BUD_EXP_CSTIS,88.09293120660637
2015,PT,_L_BUD_EXP_FES_SR,104.62699947370464
2015,PT,_L_BUD_EXP_RWFFSP,105.45905297434504
2015,PT,_L_IND_BUILD,87.14829624052425
2015,PT,_L_BUD_EXP_TA,88.25998177248557
2015,PT,_L_BUD_EXP_OTH,51.17522628141029
2015,PT,_L_BUD_EXP_DBS,97.9440750035439
2015,PT,_L_BUD_EXP_TRS,100.0
2016,PT,,110.8792116985848
2016,PT,_L_BUD_EXP_GOVS,129.51174883647883
2016,PT,_L_BUD_EXP_DEF,106.4580906574626
2016,PT,_L_BUD_EXP_PSLJ_CEA,108.58665291822042
2016,PT,_L_BUD_EXP_EDU,118.96053229206818
2016,PT,_L_BUD_EXP_HC,112.72156068202764
2016,PT,_L_BUD_EXP_SAW,99.47118342344808
2016,PT,_L_BUD_EXP_HCS,167.10793359606802
2016,PT,_L_BUD_EXP_CSTIS,125.9603926458934
2016,PT,_L_BUD_EXP_FES_SR,136.44927531720586
2016,PT,_L_BUD_EXP_RWFFSP,157.82245884830505
2016,PT,_L_IND_BUILD,106.77483890240448
2016,PT,_L_BUD_EXP_TA,121.63578611086866
2016,PT,_L_BUD_EXP_OTH,99.65626329985886
2016,PT,_L_BUD_EXP_DBS,115.89086100184456
2016,PT,_L_BUD_EXP_TRS,100.0502858705636
2017,PT,,130.31106794540523
2017,PT,_L_BUD_EXP_GOVS,109.27343816073244
2017,PT,_L_BUD_EXP_DEF,104.6407043323604
2017,PT,_L_BUD_EXP_PSLJ_CEA,113.86273104313118
2017,PT,_L_BUD_EXP_EDU,106.76364836808578
2017,PT,_L_BUD_EXP_HC,99.9447778666347
2017,PT,_L_BUD_EXP_SAW,103.72256742235682
2017,PT,_L_BUD_EXP_HCS,104.52064051692678
2017,PT,_L_BUD_EXP_CSTIS,139.95004979670492
2017,PT,_L_BUD_EXP_FES_SR,179.43435814574283
2017,PT,_L_BUD_EXP_RWFFSP,134.19851782833072
2017,PT,_L_IND_BUILD,418.5977615951045
2017,PT,_L_BUD_EXP_TA,116.94862367744145
2017,PT,_L_BUD_EXP_OTH,651.2480788074346
2017,PT,_L_BUD_EXP_DBS,87.73460401606549
2017,PT,_L_BUD_EXP_TRS,100.63400301713732
2018,PT,,104.5
2018,PT,_L_BUD_EXP_GOVS,114.07686748153158
2018,PT,_L_BUD_EXP_DEF,99.54040852997056
2018,PT,_L_BUD_EXP_PSLJ_CEA,120.08708197519734
2018,PT,_L_BUD_EXP_EDU,123.61234591784016
2018,PT,_L_BUD_EXP_HC,100.3992536456742
2018,PT,_L_BUD_EXP_SAW,98.65227522244868
2018,PT,_L_BUD_EXP_HCS,120.07866113401649
2018,PT,_L_BUD_EXP_CSTIS,124.71816700927153
2018,PT,_L_BUD_EXP_FES_SR,111.65499091321766
2018,PT,_L_BUD_EXP_RWFFSP,139.04173829785043
2018,PT,_L_IND_BUILD,245.26065399643596
2018,PT,_L_BUD_EXP_TA,99.31347097709924
2018,PT,_L_BUD_EXP_OTH,98.20907504437623
2018,PT,_L_BUD_EXP_DBS,97.60866206263896
2018,PT,_L_BUD_EXP_TRS,100.53680004668576
2019,PT,,112.1
2019,PT,_L_BUD_EXP_GOVS,129.7
2019,PT,_L_BUD_EXP_DEF,116.2
2019,PT,_L_BUD_EXP_PSLJ_CEA,106.0
2019,PT,_L_BUD_EXP_EDU,98.6
2019,PT,_L_BUD_EXP_HC,107.3
2019,PT,_L_BUD_EXP_SAW,110.2
2019,PT,_L_BUD_EXP_HCS,135.7
2019,PT,_L_BUD_EXP_CSTIS,110.9
2019,PT,_L_BUD_EXP_FES_SR,139.8
2019,PT,_L_BUD_EXP_RWFFSP,99.9
2019,PT,_L_IND_BUILD,121.8
2019,PT,_L_BUD_EXP_TA,104.5
2019,PT,_L_BUD_EXP_OTH,169.9
2019,PT,_L_BUD_EXP_DBS,101.1
2019,PT,_L_BUD_EXP_TRS,100.0
