Year,UNIT_MEASURE,Value
2010,PT,49.4
2011,PT,47.4
2012,PT,31.0
2013,PT,30.3
2014,PT,29.1
2015,PT,38.3
2016,PT,34.4
2017,PT,31.8
2018,PT,30.8
2019,PT,28.2
