Year,UNIT_MEASURE,REF_AREA,URBANISATION,SEX,Value
2011,PT,KZKAR,,F,14.7
2011,PT,KZKUS,,F,5.3
2011,PT,KZKZY,,F,15.6
2011,PT,KZMAN,,F,13.4
2011,PT,KZONT,,F,8.3
2011,PT,KZPAV,,F,5.8
2011,PT,KZSEV,,F,8.8
2011,PT,KZVOS,,F,10.4
2011,PT,KZNS,,F,7.8
2011,PT,KZALA,,F,6.7
2011,PT,,U,,6.8
2011,PT,KZAKM,U,,5.0
2011,PT,KZAKT,U,,7.4
2011,PT,KZALM,U,,10.7
2011,PT,KZATY,U,,3.8
2011,PT,KZZAP,U,,2.2
2011,PT,KZZHA,U,,7.1
2011,PT,KZKAR,U,,10.2
2011,PT,KZKUS,U,,5.3
2011,PT,KZKZY,U,,13.6
2011,PT,KZMAN,U,,10.0
2011,PT,KZONT,U,,5.6
2011,PT,KZPAV,U,,5.2
2011,PT,KZSEV,U,,7.8
2011,PT,KZVOS,U,,7.4
2011,PT,KZNS,U,,6.6
2011,PT,KZALA,U,,4.9
2011,PT,,R,,8.1
2011,PT,KZAKM,R,,5.1
2011,PT,KZAKT,R,,4.9
2011,PT,KZALM,R,,8.6
2011,PT,KZATY,R,,4.3
2011,PT,KZZAP,R,,5.3
2011,PT,KZZHA,R,,10.6
2011,PT,KZKAR,R,,10.3
2011,PT,KZKUS,R,,4.7
2011,PT,KZKZY,R,,12.0
2011,PT,KZMAN,R,,16.9
2011,PT,KZONT,R,,8.0
2011,PT,KZPAV,R,,2.6
2011,PT,KZSEV,R,,6.1
2011,PT,KZYUZ,R,,8.6
2012,PT,,,,5.9
2012,PT,KZAKM,,,5.4
2012,PT,KZAKT,,,1.2
2012,PT,KZALM,,,9.0
2012,PT,KZATY,,,4.0
2012,PT,KZZAP,,,3.9
2012,PT,KZZHA,,,7.4
2012,PT,KZKAR,,,8.0
2012,PT,KZKUS,,,4.5
2012,PT,KZKZY,,,10.1
2012,PT,KZMAN,,,9.8
2012,PT,KZONT,,,3.8
2012,PT,KZPAV,,,2.8
2012,PT,KZSEV,,,6.4
2012,PT,KZVOS,,,5.1
2012,PT,KZNS,,,13.5
2012,PT,KZALA,,,3.3
2012,PT,,,M,4.9
2012,PT,KZAKM,,M,5.4
2012,PT,KZAKT,,M,0.4
2012,PT,KZALM,,M,6.8
2012,PT,KZATY,,M,2.0
2012,PT,KZZAP,,M,3.5
2012,PT,KZZHA,,M,6.3
2012,PT,KZKAR,,M,5.7
2012,PT,KZKUS,,M,3.3
2012,PT,KZKZY,,M,9.9
2012,PT,KZMAN,,M,12.3
2012,PT,KZONT,,M,2.3
2012,PT,KZPAV,,M,2.0
2012,PT,KZSEV,,M,5.0
2012,PT,KZVOS,,M,4.3
2012,PT,KZNS,,M,12.7
2012,PT,KZALA,,M,3.8
2012,PT,,,F,6.9
2012,PT,KZAKM,,F,5.4
2012,PT,KZAKT,,F,2.0
2012,PT,KZALM,,F,11.1
2012,PT,KZATY,,F,5.9
2012,PT,KZZAP,,F,4.4
2012,PT,KZZHA,,F,8.5
2012,PT,KZKAR,,F,10.4
2012,PT,KZKUS,,F,5.8
2012,PT,KZKZY,,F,10.3
2012,PT,KZMAN,,F,6.7
2012,PT,KZONT,,F,5.3
2012,PT,KZPAV,,F,3.6
2012,PT,KZSEV,,F,8.0
2012,PT,KZVOS,,F,6.1
2012,PT,KZNS,,F,14.3
2012,PT,KZALA,,F,3.0
2012,PT,,U,,5.9
2012,PT,KZAKM,U,,6.7
2012,PT,KZAKT,U,,2.0
2012,PT,KZALM,U,,10.0
2012,PT,KZATY,U,,3.8
2012,PT,KZZAP,U,,3.0
2012,PT,KZZHA,U,,9.4
2012,PT,KZKAR,U,,7.6
2012,PT,KZKUS,U,,4.9
2012,PT,KZKZY,U,,10.9
2012,PT,KZMAN,U,,3.6
2012,PT,KZONT,U,,5.1
2012,PT,KZPAV,U,,3.1
2012,PT,KZSEV,U,,7.6
2012,PT,KZVOS,U,,3.2
2012,PT,KZNS,U,,13.5
2012,PT,KZALA,U,,3.3
2012,PT,,R,,5.9
2012,PT,KZAKM,R,,4.2
2012,PT,KZAKT,R,,0.2
2012,PT,KZALM,R,,8.7
2012,PT,KZATY,R,,4.1
2012,PT,KZZAP,R,,4.7
2012,PT,KZZHA,R,,6.1
2012,PT,KZKAR,R,,9.3
2012,PT,KZKUS,R,,4.2
2012,PT,KZKZY,R,,9.6
2012,PT,KZMAN,R,,18.5
2012,PT,KZONT,R,,3.0
2012,PT,KZPAV,R,,2.2
2012,PT,KZSEV,R,,5.6
2012,PT,KZYUZ,R,,8.2
2013,PT,,,,5.8
2013,PT,KZAKM,,,5.1
2013,PT,KZAKT,,,1.9
2013,PT,KZALM,,,7.9
2013,PT,KZATY,,,4.3
2013,PT,KZZAP,,,3.2
2013,PT,KZZHA,,,4.8
2013,PT,KZKAR,,,5.3
2013,PT,KZKUS,,,5.2
2013,PT,KZKZY,,,9.88
2013,PT,KZMAN,,,8.4
2013,PT,KZONT,,,3.3
2013,PT,KZPAV,,,1.8
2013,PT,KZSEV,,,6.3
2013,PT,KZVOS,,,7.3
2013,PT,KZNS,,,19.3
2013,PT,KZALA,,,3.2
2013,PT,,,M,5.0
2013,PT,KZAKM,,M,4.5
2013,PT,KZAKT,,M,1.4
2013,PT,KZALM,,M,5.7
2013,PT,KZATY,,M,3.8
2013,PT,KZZAP,,M,3.1
2013,PT,KZZHA,,M,4.3
2013,PT,KZKAR,,M,4.8
2013,PT,KZKUS,,M,5.2
2013,PT,KZKZY,,M,9.8
2013,PT,KZMAN,,M,7.6
2013,PT,KZONT,,M,1.6
2013,PT,KZPAV,,M,1.1
2013,PT,KZSEV,,M,6.4
2013,PT,KZVOS,,M,6.5
2013,PT,KZNS,,M,17.8
2013,PT,KZALA,,M,3.4
2013,PT,,,F,6.5
2013,PT,KZAKM,,F,5.7
2013,PT,KZAKT,,F,2.4
2013,PT,KZALM,,F,10.0
2013,PT,KZATY,,F,4.8
2013,PT,KZZAP,,F,3.2
2013,PT,KZZHA,,F,5.4
2013,PT,KZKAR,,F,5.9
2013,PT,KZKUS,,F,5.1
2013,PT,KZKZY,,F,9.8
2013,PT,KZMAN,,F,9.3
2013,PT,KZONT,,F,5.1
2013,PT,KZPAV,,F,2.5
2013,PT,KZSEV,,F,6.3
2013,PT,KZVOS,,F,8.1
2013,PT,KZNS,,F,21.1
2013,PT,KZALA,,F,3.0
2013,PT,,U,,5.8
2013,PT,KZAKM,U,,5.0
2013,PT,KZAKT,U,,1.7
2013,PT,KZALM,U,,5.8
2013,PT,KZATY,U,,5.6
2013,PT,KZZAP,U,,2.6
2013,PT,KZZHA,U,,4.3
2013,PT,KZKAR,U,,5.5
2013,PT,KZKUS,U,,6.6
2013,PT,KZKZY,U,,9.5
2013,PT,KZMAN,U,,7.2
2013,PT,KZONT,U,,5.6
2013,PT,KZPAV,U,,1.6
2013,PT,KZSEV,U,,4.5
2013,PT,KZVOS,U,,4.3
2013,PT,KZNS,U,,19.3
2013,PT,KZALA,U,,3.2
2013,PT,,R,,5.7
2013,PT,KZAKM,R,,5.1
2013,PT,KZAKT,R,,2.3
2013,PT,KZALM,R,,8.5
2013,PT,KZATY,R,,3.2
2013,PT,KZZAP,R,,3.7
2013,PT,KZZHA,R,,5.2
2013,PT,KZKAR,R,,4.8
2013,PT,KZKUS,R,,3.8
2013,PT,KZKZY,R,,10.1
2013,PT,KZMAN,R,,9.5
2013,PT,KZONT,R,,1.9
2013,PT,KZPAV,R,,2.1
2013,PT,KZSEV,R,,7.6
2013,PT,KZYUZ,R,,11.5
2014,PT,,,,7.0
2014,PT,KZAKM,,,4.5
2014,PT,KZAKT,,,6.8
2014,PT,KZALM,,,7.6
2014,PT,KZATY,,,4.7
2014,PT,KZZAP,,,3.1
2014,PT,KZZHA,,,9.6
2014,PT,KZKAR,,,10.5
2014,PT,KZKUS,,,4.5
2014,PT,KZKZY,,,12.4
2014,PT,KZMAN,,,14.5
2014,PT,KZONT,,,6.8
2014,PT,KZPAV,,,3.4
2014,PT,KZSEV,,,6.6
2014,PT,KZVOS,,,5.7
2014,PT,KZNS,,,6.5
2014,PT,KZALA,,,4.8
2014,PT,,,M,5.0
2014,PT,KZAKM,,M,3.3
2014,PT,KZAKT,,M,3.7
2014,PT,KZALM,,M,5.4
2014,PT,KZATY,,M,2.2
2014,PT,KZZAP,,M,2.8
2014,PT,KZZHA,,M,5.4
2014,PT,KZKAR,,M,5.3
2014,PT,KZKUS,,M,4.6
2014,PT,KZKZY,,M,9.1
2014,PT,KZMAN,,M,13.8
2014,PT,KZONT,,M,5.3
2014,PT,KZPAV,,M,2.2
2014,PT,KZSEV,,M,4.6
2014,PT,KZVOS,,M,3.4
2014,PT,KZNS,,M,4.7
2014,PT,KZALA,,M,3.9
2014,PT,,,F,9.0
2014,PT,KZAKM,,F,5.8
2014,PT,KZAKT,,F,9.8
2014,PT,KZALM,,F,9.9
2014,PT,KZATY,,F,7.3
2014,PT,KZZAP,,F,3.4
2014,PT,KZZHA,,F,14.0
2014,PT,KZKAR,,F,15.9
2014,PT,KZKUS,,F,4.4
2014,PT,KZKZY,,F,16.0
2014,PT,KZMAN,,F,15.1
2014,PT,KZONT,,F,8.4
2014,PT,KZPAV,,F,4.6
2014,PT,KZSEV,,F,8.8
2014,PT,KZVOS,,F,8.1
2014,PT,KZNS,,F,8.1
2014,PT,KZALA,,F,5.6
2014,PT,,U,,6.3
2014,PT,KZAKM,U,,4.0
2014,PT,KZAKT,U,,8.0
2014,PT,KZALM,U,,7.6
2014,PT,KZATY,U,,4.3
2014,PT,KZZAP,U,,2.2
2014,PT,KZZHA,U,,6.9
2014,PT,KZKAR,U,,10.5
2014,PT,KZKUS,U,,4.6
2014,PT,KZKZY,U,,14.4
2014,PT,KZMAN,U,,9.9
2014,PT,KZONT,U,,5.3
2014,PT,KZPAV,U,,4.1
2014,PT,KZSEV,U,,7.3
2014,PT,KZVOS,U,,4.8
2014,PT,KZNS,U,,6.5
2014,PT,KZALA,U,,4.8
2014,PT,,R,,7.8
2014,PT,KZAKM,R,,4.9
2014,PT,KZAKT,R,,4.7
2014,PT,KZALM,R,,7.6
2014,PT,KZATY,R,,4.9
2014,PT,KZZAP,R,,4.2
2014,PT,KZZHA,R,,11.2
2014,PT,KZKAR,R,,10.7
2014,PT,KZKUS,R,,4.4
2014,PT,KZKZY,R,,11.4
2014,PT,KZMAN,R,,18.6
2014,PT,KZONT,R,,7.8
2014,PT,KZPAV,R,,2.0
2014,PT,KZSEV,R,,6.1
2014,PT,KZYUZ,R,,7.0
2015,PT,,,,7.9
2015,PT,KZAKM,,,7.7
2015,PT,KZAKT,,,8.0
2015,PT,KZALM,,,8.2
2015,PT,KZATY,,,7.0
2015,PT,KZZAP,,,3.9
2015,PT,KZZHA,,,12.9
2015,PT,KZKAR,,,12.5
2015,PT,KZKUS,,,6.5
2015,PT,KZKZY,,,7.6
2015,PT,KZMAN,,,9.9
2015,PT,KZONT,,,8.3
2015,PT,KZPAV,,,5.6
2015,PT,KZSEV,,,7.2
2015,PT,KZVOS,,,7.6
2015,PT,KZNS,,,5.2
2015,PT,KZALA,,,5.9
2015,PT,,,M,6.0
2015,PT,KZAKM,,M,5.8
2015,PT,KZAKT,,M,5.4
2015,PT,KZALM,,M,6.1
2015,PT,KZATY,,M,4.3
2015,PT,KZZAP,,M,3.5
2015,PT,KZZHA,,M,8.1
2015,PT,KZKAR,,M,7.2
2015,PT,KZKUS,,M,6.0
2015,PT,KZKZY,,M,6.6
2015,PT,KZMAN,,M,6.8
2015,PT,KZONT,,M,7.4
2015,PT,KZPAV,,M,5.0
2015,PT,KZSEV,,M,5.1
2015,PT,KZVOS,,M,4.9
2015,PT,KZNS,,M,4.4
2015,PT,KZALA,,M,5.2
2015,PT,,,F,9.7
2015,PT,KZAKM,,F,9.7
2015,PT,KZAKT,,F,10.0
2015,PT,KZALM,,F,10.5
2015,PT,KZATY,,F,10.4
2015,PT,KZZAP,,F,4.4
2015,PT,KZZHA,,F,17.9
2015,PT,KZKAR,,F,17.6
2015,PT,KZKUS,,F,7.1
2015,PT,KZKZY,,F,8.8
2015,PT,KZMAN,,F,13.5
2015,PT,KZONT,,F,9.2
2015,PT,KZPAV,,F,6.2
2015,PT,KZSEV,,F,9.7
2015,PT,KZVOS,,F,10.5
2015,PT,KZNS,,F,5.8
2015,PT,KZALA,,F,6.4
2015,PT,,U,,6.6
2015,PT,KZAKM,U,,6.6
2015,PT,KZAKT,U,,6.3
2015,PT,KZALM,U,,7.7
2015,PT,KZATY,U,,7.4
2015,PT,KZZAP,U,,1.7
2015,PT,KZZHA,U,,14.9
2015,PT,KZKAR,U,,12.0
2015,PT,KZKUS,U,,5.5
2015,PT,KZKZY,U,,7.2
2015,PT,KZMAN,U,,6.3
2015,PT,KZONT,U,,4.6
2015,PT,KZPAV,U,,2.5
2015,PT,KZSEV,U,,9.2
2015,PT,KZVOS,U,,6.3
2015,PT,KZNS,U,,5.2
2015,PT,KZALA,U,,5.9
2015,PT,,R,,9.6
2015,PT,KZAKM,R,,8.6
2015,PT,KZAKT,R,,11.0
2015,PT,KZALM,R,,8.3
2015,PT,KZATY,R,,6.8
2015,PT,KZZAP,R,,6.2
2015,PT,KZZHA,R,,11.6
2015,PT,KZKAR,R,,14.3
2015,PT,KZKUS,R,,7.6
2015,PT,KZKZY,R,,7.9
2015,PT,KZMAN,R,,13.3
2015,PT,KZONT,R,,11.5
2015,PT,KZPAV,R,,12.7
2015,PT,KZSEV,R,,5.8
2015,PT,KZYUZ,R,,9.7
2016,PT,,,,7.2
2016,PT,KZAKM,,,5.8
2016,PT,KZAKT,,,5.1
2016,PT,KZALM,,,7.6
2016,PT,KZATY,,,7.1
2016,PT,KZZAP,,,2.3
2016,PT,KZZHA,,,11.7
2016,PT,KZKAR,,,9.5
2016,PT,KZKUS,,,3.3
2016,PT,KZKZY,,,10.1
2016,PT,KZMAN,,,14.2
2016,PT,KZONT,,,7.9
2016,PT,KZPAV,,,7.5
2016,PT,KZSEV,,,8.6
2016,PT,KZVOS,,,4.6
2016,PT,KZNS,,,6.4
2016,PT,KZALA,,,5.2
2016,PT,,,M,5.3
2016,PT,KZAKM,,M,4.5
2016,PT,KZAKT,,M,2.3
2016,PT,KZALM,,M,5.2
2016,PT,KZATY,,M,5.7
2016,PT,KZZAP,,M,2.2
2016,PT,KZZHA,,M,7.8
2016,PT,KZKAR,,M,5.9
2016,PT,KZKUS,,M,2.9
2016,PT,KZKZY,,M,8.4
2016,PT,KZMAN,,M,6.2
2016,PT,KZONT,,M,6.5
2016,PT,KZPAV,,M,7.1
2016,PT,KZSEV,,M,4.6
2016,PT,KZVOS,,M,3.4
2016,PT,KZNS,,M,4.9
2016,PT,KZALA,,M,4.7
2016,PT,,,F,9.1
2016,PT,KZAKM,,F,7.2
2016,PT,KZAKT,,F,7.9
2016,PT,KZALM,,F,10.3
2016,PT,KZATY,,F,8.5
2016,PT,KZZAP,,F,2.4
2016,PT,KZZHA,,F,16.0
2016,PT,KZKAR,,F,13.2
2016,PT,KZKUS,,F,3.7
2016,PT,KZKZY,,F,12.0
2016,PT,KZMAN,,F,22.4
2016,PT,KZONT,,F,9.2
2016,PT,KZPAV,,F,7.9
2016,PT,KZSEV,,F,12.5
2016,PT,KZVOS,,F,6.1
2016,PT,KZNS,,F,7.6
2016,PT,KZALA,,F,5.6
2016,PT,,U,,5.8
2016,PT,KZAKM,U,,4.0
2016,PT,KZAKT,U,,3.8
2016,PT,KZALM,U,,8.5
2016,PT,KZATY,U,,8.1
2016,PT,KZZAP,U,,1.4
2016,PT,KZZHA,U,,12.0
2016,PT,KZKAR,U,,8.2
2016,PT,KZKUS,U,,3.1
2016,PT,KZKZY,U,,10.8
2016,PT,KZMAN,U,,14.8
2016,PT,KZONT,U,,3.1
2016,PT,KZPAV,U,,5.1
2016,PT,KZSEV,U,,9.6
2016,PT,KZVOS,U,,2.4
2016,PT,KZNS,U,,6.4
2016,PT,KZALA,U,,5.2
2016,PT,,R,,9.2
2016,PT,KZAKM,R,,7.3
2016,PT,KZAKT,R,,7.4
2016,PT,KZALM,R,,7.3
2016,PT,KZATY,R,,6.4
2016,PT,KZZAP,R,,3.4
2016,PT,KZZHA,R,,11.5
2016,PT,KZKAR,R,,14.8
2016,PT,KZKUS,R,,3.6
2016,PT,KZKZY,R,,9.7
2016,PT,KZMAN,R,,13.8
2016,PT,KZONT,R,,12.3
2016,PT,KZPAV,R,,13.4
2016,PT,KZSEV,R,,7.8
2016,PT,KZYUZ,R,,8.3
2017,PT,,,,6.4
2017,PT,KZAKM,,,6.1
2017,PT,KZAKT,,,4.8
2017,PT,KZALM,,,6.7
2017,PT,KZATY,,,7.2
2017,PT,KZZAP,,,2.2
2017,PT,KZZHA,,,9.3
2017,PT,KZKAR,,,8.7
2017,PT,KZKUS,,,4.1
2017,PT,KZKZY,,,6.4
2017,PT,KZMAN,,,6.6
2017,PT,KZONT,,,9.0
2017,PT,KZPAV,,,4.5
2017,PT,KZSEV,,,6.6
2017,PT,KZVOS,,,5.9
2017,PT,KZNS,,,4.1
2017,PT,KZALA,,,4.0
2017,PT,,,M,5.1
2017,PT,KZAKM,,M,4.6
2017,PT,KZAKT,,M,2.1
2017,PT,KZALM,,M,6.5
2017,PT,KZATY,,M,5.0
2017,PT,KZZAP,,M,1.9
2017,PT,KZZHA,,M,5.9
2017,PT,KZKAR,,M,6.4
2017,PT,KZKUS,,M,3.5
2017,PT,KZKZY,,M,5.5
2017,PT,KZMAN,,M,3.6
2017,PT,KZONT,,M,8.2
2017,PT,KZPAV,,M,4.8
2017,PT,KZSEV,,M,3.3
2017,PT,KZVOS,,M,3.5
2017,PT,KZNS,,M,3.8
2017,PT,KZALA,,M,3.3
2017,PT,,,F,7.6
2017,PT,KZAKM,,F,7.8
2017,PT,KZAKT,,F,7.6
2017,PT,KZALM,,F,6.9
2017,PT,KZATY,,F,10.0
2017,PT,KZZAP,,F,2.4
2017,PT,KZZHA,,F,13.0
2017,PT,KZKAR,,F,11.0
2017,PT,KZKUS,,F,4.6
2017,PT,KZKZY,,F,7.3
2017,PT,KZMAN,,F,9.7
2017,PT,KZONT,,F,9.8
2017,PT,KZPAV,,F,4.2
2017,PT,KZSEV,,F,10.3
2017,PT,KZVOS,,F,8.5
2017,PT,KZNS,,F,4.3
2017,PT,KZALA,,F,4.6
2017,PT,,U,,4.9
2017,PT,KZAKM,U,,4.7
2017,PT,KZAKT,U,,4.2
2017,PT,KZALM,U,,6.0
2017,PT,KZATY,U,,8.3
2017,PT,KZZAP,U,,1.2
2017,PT,KZZHA,U,,8.2
2017,PT,KZKAR,U,,8.5
2017,PT,KZKUS,U,,4.4
2017,PT,KZKZY,U,,5.5
2017,PT,KZMAN,U,,6.0
2017,PT,KZONT,U,,4.1
2017,PT,KZPAV,U,,2.0
2017,PT,KZSEV,U,,8.1
2017,PT,KZVOS,U,,4.6
2017,PT,KZNS,U,,4.1
2017,PT,KZALA,U,,4.0
2017,PT,,R,,8.4
2017,PT,KZAKM,R,,7.5
2017,PT,KZAKT,R,,6.2
2017,PT,KZALM,R,,6.9
2017,PT,KZATY,R,,6.3
2017,PT,KZZAP,R,,3.1
2017,PT,KZZHA,R,,10.0
2017,PT,KZKAR,R,,9.8
2017,PT,KZKUS,R,,3.7
2017,PT,KZKZY,R,,6.9
2017,PT,KZMAN,R,,7.1
2017,PT,KZONT,R,,13.2
2017,PT,KZPAV,R,,11.3
2017,PT,KZSEV,R,,5.3
2017,PT,KZYUZ,R,,8.4
2018,PT,,,,6.0
2018,PT,KZAKM,,,4.4
2018,PT,KZAKT,,,6.5
2018,PT,KZALM,,,6.1
2018,PT,KZATY,,,5.7
2018,PT,KZZAP,,,2.1
2018,PT,KZZHA,,,5.9
2018,PT,KZKAR,,,9.7
2018,PT,KZKUS,,,4.1
2018,PT,KZKZY,,,4.0
2018,PT,KZMAN,,,5.4
2018,PT,KZPAV,,,4.2
2018,PT,KZSEV,,,8.1
2018,PT,KZYUZ,,,11.4
2018,PT,KZVOS,,,4.1
2018,PT,KZNS,,,4.1
2018,PT,KZALA,,,3.4
2018,PT,KZSHY,,,9.5
2018,PT,,,M,5.2
2018,PT,KZAKM,,M,3.5
2018,PT,KZAKT,,M,4.2
2018,PT,KZALM,,M,3.7
2018,PT,KZATY,,M,2.1
2018,PT,KZZAP,,M,1.6
2018,PT,KZZHA,,M,5.8
2018,PT,KZKAR,,M,7.0
2018,PT,KZKUS,,M,3.5
2018,PT,KZKZY,,M,3.4
2018,PT,KZMAN,,M,4.0
2018,PT,KZPAV,,M,5.0
2018,PT,KZSEV,,M,4.3
2018,PT,KZYUZ,,M,12.0
2018,PT,KZVOS,,M,3.1
2018,PT,KZNS,,M,4.1
2018,PT,KZALA,,M,2.7
2018,PT,KZSHY,,M,10.9
2018,PT,,,F,6.8
2018,PT,KZAKM,,F,5.5
2018,PT,KZAKT,,F,8.9
2018,PT,KZALM,,F,8.6
2018,PT,KZATY,,F,9.9
2018,PT,KZZAP,,F,2.7
2018,PT,KZZHA,,F,5.9
2018,PT,KZKAR,,F,12.5
2018,PT,KZKUS,,F,4.8
2018,PT,KZKZY,,F,4.8
2018,PT,KZMAN,,F,7.1
2018,PT,KZPAV,,F,3.4
2018,PT,KZSEV,,F,12.1
2018,PT,KZYUZ,,F,10.8
2018,PT,KZVOS,,F,5.2
2018,PT,KZNS,,F,4.1
2018,PT,KZALA,,F,4.0
2018,PT,KZSHY,,F,8.3
2018,PT,,U,,5.4
2018,PT,KZAKM,U,,2.9
2018,PT,KZAKT,U,,7.3
2018,PT,KZALM,U,,5.5
2018,PT,KZATY,U,,7.0
2018,PT,KZZAP,U,,1.4
2018,PT,KZZHA,U,,5.8
2018,PT,KZKAR,U,,9.9
2018,PT,KZKUS,U,,4.2
2018,PT,KZKZY,U,,3.5
2018,PT,KZMAN,U,,3.4
2018,PT,KZPAV,U,,2.3
2018,PT,KZSEV,U,,9.7
2018,PT,KZYUZ,U,,12.8
2018,PT,KZVOS,U,,3.0
2018,PT,KZNS,U,,4.1
2018,PT,KZALA,U,,3.4
2018,PT,KZSHY,U,,9.5
2018,PT,,R,,6.9
2018,PT,KZAKM,R,,5.8
2018,PT,KZAKT,R,,5.3
2018,PT,KZALM,R,,6.2
2018,PT,KZATY,R,,4.8
2018,PT,KZZAP,R,,3.0
2018,PT,KZZHA,R,,5.9
2018,PT,KZKAR,R,,9.1
2018,PT,KZKUS,R,,4.0
2018,PT,KZKZY,R,,4.3
2018,PT,KZMAN,R,,6.6
2018,PT,KZPAV,R,,10.0
2018,PT,KZSEV,R,,6.5
2018,PT,KZVOS,R,,11.2
2018,PT,KZYUZ,R,,6.0
2019,PT,,,,5.2
2019,PT,KZAKM,,,4.9
2019,PT,KZAKT,,,6.4
2019,PT,KZALM,,,4.5
2019,PT,KZATY,,,5.2
2019,PT,KZZAP,,,2.1
2019,PT,KZZHA,,,4.5
2019,PT,KZKAR,,,8.5
2019,PT,KZKUS,,,3.5
2019,PT,KZKZY,,,5.6
2019,PT,KZMAN,,,5.7
2019,PT,KZPAV,,,3.6
2019,PT,KZSEV,,,6.9
