Year,UNIT_MEASURE,SERIES,REF_AREA,Value
2010,TH_HA,"Площадь территории, покрытой лесом",,12317.8
2010,TH_HA,"Площадь территории, покрытой лесом",KZAKM,373.7
2010,TH_HA,"Площадь территории, покрытой лесом",KZAKT,47.3
2010,TH_HA,"Площадь территории, покрытой лесом",KZALM,1797.6
2010,TH_HA,"Площадь территории, покрытой лесом",KZATY,15.8
2010,TH_HA,"Площадь территории, покрытой лесом",KZZAP,103.3
2010,TH_HA,"Площадь территории, покрытой лесом",KZZHA,2213.6
2010,TH_HA,"Площадь территории, покрытой лесом",KZKAR,155.4
2010,TH_HA,"Площадь территории, покрытой лесом",KZKUS,222.4
2010,TH_HA,"Площадь территории, покрытой лесом",KZKZY,3094.7
2010,TH_HA,"Площадь территории, покрытой лесом",KZMAN,122.7
2010,TH_HA,"Площадь территории, покрытой лесом",KZPAV,247.0
2010,TH_HA,"Площадь территории, покрытой лесом",KZSEV,530.2
2010,TH_HA,"Площадь территории, покрытой лесом",KZYUZ,1603.4
2010,TH_HA,"Площадь территории, покрытой лесом",KZVOS,1800.8
2010,M_METER3,AG_LND_FRSTBIOM,,380.7
2010,M_METER3,AG_LND_FRSTBIOM,KZAKM,42.7
2010,M_METER3,AG_LND_FRSTBIOM,KZAKT,1.0
2010,M_METER3,AG_LND_FRSTBIOM,KZALM,38.7
2010,M_METER3,AG_LND_FRSTBIOM,KZATY,0.5
2010,M_METER3,AG_LND_FRSTBIOM,KZZAP,8.0
2010,M_METER3,AG_LND_FRSTBIOM,KZZHA,3.4
2010,M_METER3,AG_LND_FRSTBIOM,KZKAR,4.6
2010,M_METER3,AG_LND_FRSTBIOM,KZKUS,16.5
2010,M_METER3,AG_LND_FRSTBIOM,KZKZY,6.0
2010,M_METER3,AG_LND_FRSTBIOM,KZMAN,0.1
2010,M_METER3,AG_LND_FRSTBIOM,KZPAV,26.6
2010,M_METER3,AG_LND_FRSTBIOM,KZSEV,54.4
2010,M_METER3,AG_LND_FRSTBIOM,KZYUZ,3.1
2010,M_METER3,AG_LND_FRSTBIOM,KZVOS,175.1
2010,PT,Изменение чистой площади лесов,,24.0
2010,PT,Изменение чистой площади лесов,KZAKM,-6.4
2010,PT,Изменение чистой площади лесов,KZAKT,-0.2
2010,PT,Изменение чистой площади лесов,KZALM,-0.6
2010,PT,Изменение чистой площади лесов,KZATY,0.0
2010,PT,Изменение чистой площади лесов,KZZAP,1.6
2010,PT,Изменение чистой площади лесов,KZZHA,2.9
2010,PT,Изменение чистой площади лесов,KZKAR,10.4
2010,PT,Изменение чистой площади лесов,KZKUS,7.2
2010,PT,Изменение чистой площади лесов,KZKZY,3.8
2010,PT,Изменение чистой площади лесов,KZMAN,0.0
2010,PT,Изменение чистой площади лесов,KZPAV,1.1
2010,PT,Изменение чистой площади лесов,KZSEV,-0.2
2010,PT,Изменение чистой площади лесов,KZYUZ,4.2
2010,PT,Изменение чистой площади лесов,KZVOS,0.3
2010,TH_HA,AG_LND_FRSTPRCT,,12317.8
