Year,UNIT_MEASURE,Value
2010,PT,0.15
2011,PT,0.09
2012,PT,0.14
2013,PT,0.14
2014,PT,0.18
2015,PT,0.16
2016,PT,0.28
2017,PT,0.34
2018,PT,0.36
2019,PT,0.28
