Year,UNIT_MEASURE,Value
2014,PT_PREV_Y,93.5
2015,PT_PREV_Y,115.3
2016,PT_PREV_Y,124.0
2017,PT_PREV_Y,118.7
2018,PT_PREV_Y,107.2
