Year,UNIT_MEASURE,SERIES,REF_AREA,Value
2010,TH_TNG,_L_KZ_070b01_1B,KZKZY,40492915.0
2011,TH_TNG,_L_KZ_070b01_1B,KZKZY,45718319.0
2012,TH_TNG,_L_KZ_070b01_1B,KZKZY,43488197.0
2013,TH_TNG,_L_KZ_070b01_1B,KZKZY,46495295.0
2014,TH_TNG,_L_KZ_070b01_1B,KZKZY,56910841.0
2015,TH_TNG,_L_KZ_070b01_1B,KZKZY,23773069.0
2016,TH_TNG,_L_KZ_070b01_1B,KZKZY,26953514.0
2017,TH_TNG,_L_KZ_070b01_1B,KZKZY,31389882.0
2018,TH_TNG,_L_KZ_070b01_1B,KZKZY,63429493.0
2010,TH_TNG,_L_KZ_070b01_1B,KZMAN,109231618.0
2011,TH_TNG,_L_KZ_070b01_1B,KZMAN,86377206.0
2012,TH_TNG,_L_KZ_070b01_1B,KZMAN,108137178.0
2013,TH_TNG,_L_KZ_070b01_1B,KZMAN,124329409.0
2014,TH_TNG,_L_KZ_070b01_1B,KZMAN,149165343.0
2015,TH_TNG,_L_KZ_070b01_1B,KZMAN,119024069.0
2016,TH_TNG,_L_KZ_070b01_1B,KZMAN,57882196.0
2017,TH_TNG,_L_KZ_070b01_1B,KZMAN,54224968.0
2018,TH_TNG,_L_KZ_070b01_1B,KZMAN,46626948.0
2010,TH_TNG,_L_KZ_070b01_1B,KZONT,12021536.0
2011,TH_TNG,_L_KZ_070b01_1B,KZONT,4629180.0
2012,TH_TNG,_L_KZ_070b01_1B,KZONT,5340470.0
2013,TH_TNG,_L_KZ_070b01_1B,KZONT,1773496.0
2014,TH_TNG,_L_KZ_070b01_1B,KZONT,6229791.0
2015,TH_TNG,_L_KZ_070b01_1B,KZONT,5797925.0
2016,TH_TNG,_L_KZ_070b01_1B,KZONT,17799637.0
2017,TH_TNG,_L_KZ_070b01_1B,KZONT,50033044.0
2010,TH_TNG,_L_KZ_070b01_1B,KZPAV,21371887.0
2011,TH_TNG,_L_KZ_070b01_1B,KZPAV,40734333.0
2012,TH_TNG,_L_KZ_070b01_1B,KZPAV,65970089.0
2013,TH_TNG,_L_KZ_070b01_1B,KZPAV,75665545.0
2014,TH_TNG,_L_KZ_070b01_1B,KZPAV,99584772.0
2015,TH_TNG,_L_KZ_070b01_1B,KZPAV,183839746.0
2016,TH_TNG,_L_KZ_070b01_1B,KZPAV,162612969.0
2017,TH_TNG,_L_KZ_070b01_1B,KZPAV,76613231.0
2018,TH_TNG,_L_KZ_070b01_1B,KZPAV,42386912.0
2010,TH_TNG,_L_KZ_070b01_1B,KZSEV,414285.0
2011,TH_TNG,_L_KZ_070b01_1B,KZSEV,1385020.0
2012,TH_TNG,_L_KZ_070b01_1B,KZSEV,1266360.0
2013,TH_TNG,_L_KZ_070b01_1B,KZSEV,1290288.0
2014,TH_TNG,_L_KZ_070b01_1B,KZSEV,2760531.0
2015,TH_TNG,_L_KZ_070b01_1B,KZSEV,6247395.0
2016,TH_TNG,_L_KZ_070b01_1B,KZSEV,3847215.0
2017,TH_TNG,_L_KZ_070b01_1B,KZSEV,6333874.0
2018,TH_TNG,_L_KZ_070b01_1B,KZSEV,10774671.0
2018,TH_TNG,_L_KZ_070b01_1B,KZYUZ,43687892.0
2010,TH_TNG,_L_KZ_070b01_1B,KZVOS,12239421.0
2011,TH_TNG,_L_KZ_070b01_1B,KZVOS,23683454.0
2012,TH_TNG,_L_KZ_070b01_1B,KZVOS,24852722.0
2013,TH_TNG,_L_KZ_070b01_1B,KZVOS,34453680.0
2014,TH_TNG,_L_KZ_070b01_1B,KZVOS,102103490.0
2015,TH_TNG,_L_KZ_070b01_1B,KZVOS,198658594.0
2016,TH_TNG,_L_KZ_070b01_1B,KZVOS,229350167.0
2017,TH_TNG,_L_KZ_070b01_1B,KZVOS,125860404.0
2018,TH_TNG,_L_KZ_070b01_1B,KZVOS,157871694.0
2010,TH_TNG,_L_KZ_070b01_1B,KZNS,11565928.0
2011,TH_TNG,_L_KZ_070b01_1B,KZNS,17053791.0
2012,TH_TNG,_L_KZ_070b01_1B,KZNS,22436093.0
2013,TH_TNG,_L_KZ_070b01_1B,KZNS,19387468.0
2014,TH_TNG,_L_KZ_070b01_1B,KZNS,62198964.0
2015,TH_TNG,_L_KZ_070b01_1B,KZNS,48974117.0
2016,TH_TNG,_L_KZ_070b01_1B,KZNS,36849564.0
2017,TH_TNG,_L_KZ_070b01_1B,KZNS,190828960.0
2018,TH_TNG,_L_KZ_070b01_1B,KZNS,250849621.0
2010,TH_TNG,_L_KZ_070b01_1B,KZALA,43514799.0
2011,TH_TNG,_L_KZ_070b01_1B,KZALA,44469260.0
2012,TH_TNG,_L_KZ_070b01_1B,KZALA,65073021.0
2013,TH_TNG,_L_KZ_070b01_1B,KZALA,62396895.0
2014,TH_TNG,_L_KZ_070b01_1B,KZALA,58532176.0
2015,TH_TNG,_L_KZ_070b01_1B,KZALA,55900912.0
2016,TH_TNG,_L_KZ_070b01_1B,KZALA,60093657.0
2017,TH_TNG,_L_KZ_070b01_1B,KZALA,67483242.0
2018,TH_TNG,_L_KZ_070b01_1B,KZALA,89381873.0
2018,TH_TNG,_L_KZ_070b01_1B,KZSHY,5947999.0
