Year,UNIT_MEASURE,Value
2010,PT,1.5
2011,PT,1.5
2012,PT,1.3
2013,PT,0.8
2014,PT,0.7
2015,PT,0.6
2016,PT,0.7
2017,PT,0.8
2018,PT,0.6
