Year,Value,UNIT_MEASURE
2010,7.14,100 000 халыққа
2011,5.99,100 000 халыққа
2012,5.84,100 000 халыққа
2013,4.63,100 000 халыққа
2014,4.35,100 000 халыққа
2015,3.73,100 000 халыққа
2016,3.15,100 000 халыққа
2017,2.95,100 000 халыққа
2018,2.77,100 000 халыққа
2019,2.3334105555391416,100 000 халыққа
