Year,Value,UNIT_MEASURE
2010,22.26,100 000 халыққа
2011,20.8,100 000 халыққа
2012,19.68,100 000 халыққа
2013,20.67,100 000 халыққа
2014,18.1,100 000 халыққа
2015,16.52,100 000 халыққа
2016,14.47,100 000 халыққа
2017,14.77,100 000 халыққа
2018,13.65,100 000 халыққа
2019,12.82,100 000 халыққа
