Year,Value,SERIES,UNIT_MEASURE
2010,2439.3905,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2010,194.0,Құбыр жүргізетін көлікпен,млн.тонна
2010,267.9,Темір жол көлігі,млн.тонна
2010,1971.8,Автокөлік,млн.тонна
2010,0.289,Әуе көлігімен,млн.тонна
2010,1.1199,Ішкі су көлігімен,млн.тонна
2010,4.655,Теңіз көлігімен,млн.тонна
2010,13186.4941,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2010,19.6,Темір жол көлігімен,млн.адам
2010,13083.9,Автокөлік,млн.адам
2010,0.1,Ішкі су көлігімен,млн.адам
2010,3.4,Әуе көлігімен,млн.адам
2010,79.53,Қалалық электр көлігі,млн.адам
2010,1971.77081,_L_KZ_090102_1J,млн.тонна
2010,13163.44535,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2010,28869.7,әуе көлікпен тасымалданған жүктер,тонна
2010,3379.2,әуе көлікпен тасымалданған жолаушылар,мың.адам
2010,193.9595,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2010,4.655,Перевезено грузов с морским транспортом,млн.тонна
2011,2974.9231,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2011,214.1,Құбыр жүргізетін көлікпен,млн.тонна
2011,279.7,Темір жол көлігі,млн.тонна
2011,2475.5,Автокөлік,млн.тонна
2011,0.316,Әуе көлігімен,млн.тонна
2011,1.082,Ішкі су көлігімен,млн.тонна
2011,4.557,Теңіз көлігімен,млн.тонна
2011,16647.1626,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2011,20.5,Темір жол көлігімен,млн.адам
2011,16544.7,Автокөлік,млн.адам
2011,0.1,Ішкі су көлігімен,млн.адам
2011,4.1,Әуе көлігімен,млн.адам
2011,77.0,Қалалық электр көлігі,млн.адам
2011,2475.46041,_L_KZ_090102_1J,млн.тонна
2011,16622.40527,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2011,31554.9,әуе көлікпен тасымалданған жүктер,тонна
2011,4131.3,әуе көлікпен тасымалданған жолаушылар,мың.адам
2011,214.079,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2011,4.557,Перевезено грузов с морским транспортом,млн.тонна
2012,3231.8419,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2012,213.2,Құбыр жүргізетін көлікпен,млн.тонна
2012,294.8,Темір жол көлігі,млн.тонна
2012,2718.4,Автокөлік,млн.тонна
2012,0.22,Әуе көлігімен,млн.тонна
2012,1.2907,Ішкі су көлігімен,млн.тонна
2012,4.0483,Теңіз көлігімен,млн.тонна
2012,18484.6485,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2012,24.4,Темір жол көлігімен,млн.адам
2012,18380.2,Автокөлік,млн.адам
2012,0.1,Ішкі су көлігімен,млн.адам
2012,4.5,Әуе көлігімен,млн.адам
2012,69.6,Қалалық электр көлігі,млн.адам
2012,2718.43909,_L_KZ_090102_1J,млн.тонна
2012,18455.68435,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2012,21954.2,әуе көлікпен тасымалданған жүктер,тонна
2012,4512.0,әуе көлікпен тасымалданған жолаушылар,мың.адам
2012,213.2221,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2012,4.0483,Перевезено грузов с морским транспортом,млн.тонна
2013,3508.0407,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2013,225.9,Құбыр жүргізетін көлікпен,млн.тонна
2013,293.7,Темір жол көлігі,млн.тонна
2013,2983.35,Автокөлік,млн.тонна
2013,0.239,Әуе көлігімен,млн.тонна
2013,1.1065,Ішкі су көлігімен,млн.тонна
2013,3.9845,Теңіз көлігімен,млн.тонна
2013,20004.2963,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2013,28.6,Темір жол көлігімен,млн.адам
2013,19905.27,Автокөлік,млн.адам
2013,0.09,Ішкі су көлігімен,млн.адам
2013,5.0,Әуе көлігімен,млн.адам
2013,65.3,Қалалық электр көлігі,млн.адам
2013,2983.35009,_L_KZ_090102_1J,млн.тонна
2013,19970.638,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2013,23873.5,әуе көлікпен тасымалданған жүктер,тонна
2013,4985.6,әуе көлікпен тасымалданған жолаушылар,мың.адам
2013,225.9157,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2013,3.9845,Перевезено грузов с морским транспортом,млн.тонна
2014,3749.8406,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2014,225.019,Құбыр жүргізетін көлікпен,млн.тонна
2014,390.741,Темір жол көлігі,млн.тонна
2014,3129.1,Автокөлік,млн.тонна
2014,0.19082,Әуе көлігімен,млн.тонна
2014,1.3208,Ішкі су көлігімен,млн.тонна
2014,3.6302,Теңіз көлігімен,млн.тонна
2014,21281.1651,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2014,23.2,Темір жол көлігімен,млн.адам
2014,21189.873,Автокөлік,млн.адам
2014,0.0672,Ішкі су көлігімен,млн.адам
2014,5.434,Әуе көлігімен,млн.адам
2014,62.5,Қалалық электр көлігі,млн.адам
2014,3129.1097,_L_KZ_090102_1J,млн.тонна
2014,21252.4346,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2014,19082.4,әуе көлікпен тасымалданған жүктер,тонна
2014,5434.6,әуе көлікпен тасымалданған жолаушылар,мың.адам
2014,225.0191,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2014,3.6302,Перевезено грузов с морским транспортом,млн.тонна
2015,3733.7548,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2015,214.643,Құбыр жүргізетін көлікпен,млн.тонна
2015,341.37,Темір жол көлігі,млн.тонна
2015,3174.021,Автокөлік,млн.тонна
2015,0.17178,Әуе көлігімен,млн.тонна
2015,1.2189,Ішкі су көлігімен,млн.тонна
2015,2.4766,Теңіз көлігімен,млн.тонна
2015,21839.1375,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2015,22.497,Темір жол көлігімен,млн.адам
2015,21744.732,Автокөлік,млн.адам
2015,0.0485,Ішкі су көлігімен,млн.адам
2015,5.922,Әуе көлігімен,млн.адам
2015,65.9,Қалалық электр көлігі,млн.адам
2015,3174.0218,_L_KZ_090102_1J,млн.тонна
2015,21810.6683,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2015,17178.2,әуе көлікпен тасымалданған жүктер,тонна
2015,5922.8,әуе көлікпен тасымалданған жолаушылар,мың.адам
2015,214.643,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2015,2.4766,Перевезено грузов с морским транспортом,млн.тонна
2016,3729.184,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2016,205.8276,Құбыр жүргізетін көлікпен,млн.тонна
2016,338.9286,Темір жол көлігі,млн.тонна
2016,3180.6557,Автокөлік,млн.тонна
2016,0.1801589999999999,Әуе көлігімен,млн.тонна
2016,1.1886,Ішкі су көлігімен,млн.тонна
2016,2.5655,Теңіз көлігімен,млн.тонна
2016,22332.7906,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2016,23.0732,Темір жол көлігімен,млн.адам
2016,22239.3609,Автокөлік,млн.адам
2016,0.0904,Ішкі су көлігімен,млн.адам
2016,6.0217,Әуе көлігімен,млн.адам
2016,64.2,Қалалық электр көлігі,млн.адам
2016,3180.6557000000003,_L_KZ_090102_1J,млн.тонна
2016,22303.6054,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2016,18015.9,әуе көлікпен тасымалданған жүктер,тонна
2016,6021.7,әуе көлікпен тасымалданған жолаушылар,мың.адам
2016,205.8276,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2016,2.5655,Перевезено грузов с морским транспортом,млн.тонна
2017,3946.1,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2017,232.8066,Құбыр жүргізетін көлікпен,млн.тонна
2017,387.2367,Темір жол көлігі,млн.тонна
2017,3322.2673,Автокөлік,млн.тонна
2017,0.225,Әуе көлігімен,млн.тонна
2017,1.6494,Ішкі су көлігімен,млн.тонна
2017,2.1026,Теңіз көлігімен,млн.тонна
2017,22744.7,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2017,22.91428,Темір жол көлігімен,млн.адам
2017,22643.55407,Автокөлік,млн.адам
2017,0.05871,Ішкі су көлігімен,млн.адам
2017,7.36373,Әуе көлігімен,млн.адам
2017,70.6,Қалалық электр көлігі,млн.адам
2017,3322.3,_L_KZ_090102_1J,млн.тонна
2017,22690.2727,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2017,22449.9,әуе көлікпен тасымалданған жүктер,тонна
2017,7363.73,әуе көлікпен тасымалданған жолаушылар,мың.адам
2017,232.81463,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2017,2.10262,Перевезено грузов с морским транспортом,млн.тонна
2018,4103.7588,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2018,281.4156,Құбыр жүргізетін көлікпен,млн.тонна
2018,397.8848,Темір жол көлігі,млн.тонна
2018,0.0441,Әуе көлігімен,млн.тонна
2018,1.2,Ішкі су көлігімен,млн.тонна
2018,23021.597670000003,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2018,23.09138,Темір жол көлігімен,млн.адам
2018,22911.47359,Автокөлік,млн.адам
2018,7.55559,Әуе көлігімен,млн.адам
2018,69.7,Қалалық электр көлігі,млн.адам
2018,22982.2175,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2018,44140.0,әуе көлікпен тасымалданған жүктер,тонна
2018,7555.6,әуе көлікпен тасымалданған жолаушылар,мың.адам
2018,281.4156,құбыр көлігінің жұмыс көрсеткіштері,млн.тонна
2019,4222.7,Көліктің барлық түрлерімен жүк тасымалдау,млн.тонна
2019,273.031,Құбыр жүргізетін көлікпен,млн.тонна
2019,397.026,Темір жол көлігі,млн.тонна
2019,3550.4713,Автокөлік,млн.тонна
2019,0.0266999999999999,Әуе көлігімен,млн.тонна
2019,1.3193,Ішкі су көлігімен,млн.тонна
2019,0.8281000000000001,Теңіз көлігімен,млн.тонна
2019,23835.78756,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2019,22.35073,Темір жол көлігімен,млн.адам
2019,23719.169,Автокөлік,млн.адам
2019,0.03638,Ішкі су көлігімен,млн.адам
2019,0.06218,Теңіз көлігімен,млн.адам
2019,8.644860000000001,Әуе көлігімен,млн.адам
2019,85.5239299999997,Қалалық электр көлігі,млн.адам
2019,3550.4713,_L_KZ_090102_1J,млн.тонна
2019,23804.69341,Көліктің барлық түрлерімен жолаушыларды тасымалдау,млн.адам
2019,267211.0,әуе көлікпен тасымалданған жүктер,тонна
2019,8644.86,әуе көлікпен тасымалданған жолаушылар,мың.адам
