Year,Value,UNIT_MEASURE
2014,33.37,млн АҚШ доллары
2015,42.9,млн АҚШ доллары
2016,30.8,млн АҚШ доллары
2017,35.2,млн АҚШ доллары
2018,44.15,млн АҚШ доллары
