Year,Value,UNIT_MEASURE
2010,30.9,пайыз
2011,33.8,пайыз
2012,37.6,пайыз
2013,37.6,пайыз
2014,41.6,пайыз
2015,43.4,пайыз
2016,42.9,пайыз
2017,44.5,пайыз
2018,44.8,пайыз
