Year,Value,UNIT_MEASURE
2010,23.4,пайыз
2011,25.0,пайыз
2012,27.8,пайыз
2013,27.4,пайыз
2014,32.4,пайыз
2015,32.5,пайыз
2016,34.6,пайыз
2017,36.6,пайыз
2018,40.0,пайыз
