Year,Value,UNIT_MEASURE
2014,20947.0,100 000 халыққа
2015,21084.0,100 000 халыққа
2016,21860.0,100 000 халыққа
2017,19839.0,100 000 халыққа
2018,20578.0,100 000 халыққа
2019,20706.0,100 000 халыққа
