Year,Value,UNIT_MEASURE
2013,19.6,өткен жылға пайызбен
2014,18.5,өткен жылға пайызбен
2015,14.1,өткен жылға пайызбен
2016,12.9,өткен жылға пайызбен
2017,15.6,өткен жылға пайызбен
2018,15.7,өткен жылға пайызбен
2019,15.2,өткен жылға пайызбен
