Year,Value,UNIT_MEASURE
2010,125.5,2005 жылға пайызбен
2011,134.7,2005 жылға пайызбен
2012,139.1,2005 жылға пайызбен
2013,145.4,2005 жылға пайызбен
2014,149.3,2005 жылға пайызбен
2015,148.9,2005 жылға пайызбен
2016,148.5,2005 жылға пайызбен
2017,152.5,2005 жылға пайызбен
2018,156.6,2005 жылға пайызбен
2019,161.6,2005 жылға пайызбен
