Year,Value,UNIT_MEASURE
2010,0.5,пайыз
2011,0.25,пайыз
2012,0.37,пайыз
2013,0.53,пайыз
2014,0.6,пайыз
2015,0.93,пайыз
2016,2.07,пайыз
2017,1.97,пайыз
2018,1.2,пайыз
2019,3.0935267891742,пайыз
