Year,Value,UNIT_MEASURE
2011,5.0,пайыз
2012,11.0,пайыз
2013,13.0,пайыз
2014,5.0,пайыз
2015,14.0,пайыз
2016,12.0,пайыз
2017,11.0,пайыз
2018,12.0,пайыз
2019,23.0,пайыз
