Year,Value,UNIT_MEASURE
2014,93.5,өткен жылға пайызбен
2015,115.3,өткен жылға пайызбен
2016,124.0,өткен жылға пайызбен
2017,118.7,өткен жылға пайызбен
2018,107.2,өткен жылға пайызбен
