Year,Value,UNIT_MEASURE
2010,1.5,пайыз
2011,1.5,пайыз
2012,1.3,пайыз
2013,0.8,пайыз
2014,0.7,пайыз
2015,0.6,пайыз
2016,0.7,пайыз
2017,0.8,пайыз
2018,0.6,пайыз
