Year,Value,UNIT_MEASURE
2010,18.4,шаршы метр
2011,18.7,шаршы метр
2012,19.6,шаршы метр
2013,20.9,шаршы метр
2014,21.0,шаршы метр
2015,21.0,шаршы метр
2016,21.4,шаршы метр
2017,21.6,шаршы метр
2018,21.9,шаршы метр
2019,22.2,шаршы метр
