Year,Value,UNIT_MEASURE
2011,3.0,пайыз
2012,1.8,пайыз
2013,1.2,пайыз
2014,1.3,пайыз
2015,3.1,пайыз
2016,4.5,пайыз
2017,3.6,пайыз
2018,4.6,пайыз
2019,4.1,пайыз
