Year,Value,UNIT_MEASURE
2012,1.0,пайыз
2013,1.58,пайыз
2014,2.21,пайыз
2015,1.8,пайыз
2016,2.6,пайыз
2017,9.0,пайыз
2018,11.51,пайыз
2019,14.9,пайыз
