Year,Value,UNIT_MEASURE
2011,7.09,пайыз
2012,4.17,пайыз
2013,1.45,пайыз
2014,3.67,пайыз
2015,1.52,пайыз
2016,3.76,пайыз
2017,3.12,пайыз
2018,1.22,пайыз
