Year,Value,UNIT_MEASURE
2010,1.7,адам
2011,3.1,адам
2012,2.7,адам
2013,3.3,адам
2014,3.4,адам
2015,2.5,адам
2016,2.0,адам
2017,1.8,адам
2018,1.3,адам
2019,1.7,адам
