Year,Value,UNIT_MEASURE
2012,6.081519545019793,пайыз
2013,6.281780310601058,пайыз
2014,6.382814619834155,пайыз
2015,6.167102538579843,пайыз
2016,5.947566036466102,пайыз
2017,6.100887064527785,пайыз
2018,5.9456315973679175,пайыз
