Year,Value,UNIT_MEASURE
2010,87.1,пайыз
2011,71.4,пайыз
2012,54.9,пайыз
2013,56.4,пайыз
2014,54.2,пайыз
2015,77.0,пайыз
2016,73.2,пайыз
2017,73.1,пайыз
2018,59.3,пайыз
2019,64.0,пайыз
