Year,Value,UNIT_MEASURE
2010,7.78,бірлік
2011,8.18,бірлік
2012,8.1,бірлік
2013,7.93,бірлік
2014,8.15,бірлік
2015,8.14,бірлік
2016,8.51,бірлік
2017,7.95,бірлік
2018,8.26,бірлік
2019,8.04,бірлік
