Year,Value,UNIT_MEASURE
2013,11.8,пайыз
2014,8.3,пайыз
2015,3.9,пайыз
2016,3.5,пайыз
2017,2.5,пайыз
2018,2.2,пайыз
2019,2.1,пайыз
